"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"ADGB",0.0396,0.0566,0.089,0.0713,0.1908,0.1433,0.0444,0.1096,0.0421
"PLAGL1",2.5336,5.6536,3.5946,8.1154,7.4425,6.8632,7.0837,7.0332,2.7018
"FBXO30",16.6014,18.7606,18.2587,20.9181,20.3007,17.9287,16.0909,26.0507,15.7555
"TNFAIP3",1.9002,2.4491,2.5814,1.9492,3.418,2.5295,9.3061,2.6692,1.6591
"AKAP7",18.8443,20.9889,22.6503,23.1556,21.1457,20.5236,19.8556,23.0605,18.9111
"RAB32",5.9771,5.7778,7.308,5.2057,8.0056,6.1854,5.5089,7.2965,6.2933
"MYB",0.308,0.5061,0.4245,0.2688,0.2471,0.4892,0.1882,0.1742,0.5053
"ALDH8A1",3.2152,17.9418,5.0531,6.1105,8.9064,11.557,7.5471,5.9966,2.1926
"SGK1",9.6588,40.1606,33.9785,10.348,20.1696,9.174,8.6693,22.5427,15.646
"RNF146",71.0594,95.9155,104.4816,83.6204,84.1832,78.1037,53.8361,103.4924,79.2191
"ARG1",0.9485,1.3865,2.806,1.041,1.8376,1.2125,0.9332,1.5831,0.9331
"CCN2",4.3255,31.6452,9.21,16.0457,23.9942,7.3415,8.5246,11.2004,16.4312
"TCF21",0,0.0398,0,0.0251,0,0.0252,0.0235,0.1157,0.0148
"PMFBP1",0.5325,1.7557,1.2065,0.7933,1.8123,1.8918,1.574,1.2566,0.5263
"FBXL5",93.6732,125.5959,107.2835,74.1018,119.3332,83.0503,88.8852,129.5461,105.1685
"MED28",23.5905,35.7056,23.8343,27.8585,30.2493,30.5265,27.664,32.1909,21.1468
"SLC16A7",21.0056,18.7959,16.0296,18.0244,23.8419,15.2005,7.0393,20.757,17.5049
"RXYLT1",2.4449,3.1304,3.6622,2.2003,3.4196,2.4004,2.1656,2.6444,2.8406
"ZNF430",7.5677,14.3698,11.6722,11.7953,11.4864,9.4804,8.6014,11.0797,7.5622
"VAMP8",5.277,7.3663,6.8603,3.2005,9.3882,7.7749,7.3265,9.0393,3.5921
"DCLRE1B",5.4017,4.8861,7.4673,6.1155,4.6001,4.4135,4.595,6.3297,5.9168
"MYL12B",209.0645,152.6614,185.4948,117.1231,172.1237,132.1239,64.7837,196.6066,243.1717
"FOXO3",74.2393,76.9595,79.1945,60.4885,79.9387,66.3615,51.8911,83.3552,66.9238
"ARMC2",23.6888,27.7931,23.0933,29.432,23.3246,31.5811,29.1045,27.0252,19.2909
"GHRH",0.0901,1.0281,0,0.1621,0.2168,0,0.1514,0,0.0956
"RPN2",69.7025,72.5485,85.2929,66.0155,88.8753,62.6096,72.1868,88.5895,79.5367
"TGIF2",2.3129,3.3926,2.9385,1.5117,3.8877,1.9149,3.4963,1.8487,2.167
"CASQ2",1.6997,1.4171,1.3834,1.3406,5.93,0.3797,1.4444,0.6336,3.6895
"OLFM3",89.969,70.2023,66.7729,57.1276,80.7828,57.4465,19.6401,78.0014,94.0228
"PKD2",23.0087,47.1495,35.6638,36.8703,42.4022,39.1687,38.5455,37.7028,22.2457
"ABCG2",32.834,28.7419,25.718,44.3697,50.8201,8.0823,30.9415,32.8925,34.9396
"SPP1",58.0596,414.4635,201.2728,38.6166,99.2886,491.8438,73.7888,176.2536,68.8592
"STBD1",1.8013,1.585,2.301,1.486,1.4813,1.899,1.5137,1.6808,2.1191
"CCNI",419.1444,360.7319,416.0045,366.1124,380.3411,396.1271,263.1211,362.2379,346.0073
"RARRES1",3.112,8.3038,4.0064,8.1062,9.8048,5.3958,8.5896,5.876,4.297
"MFSD1",16.7943,23.5724,20.5813,17.6246,26.1456,18.0697,13.7829,25.5381,15.5123
"RAB3GAP2",42.7243,42.4523,34.4474,30.9106,42.0286,31.5128,22.0223,42.0322,41.025
"EEF2KMT",2.6528,2.9909,2.7033,3.6253,3.1138,3.581,4.1282,2.9541,3.2156
"PPL",38.1801,33.9866,26.25,25.6477,42.483,23.8247,20.1381,25.7585,22.9954
"UBN1",25.5304,29.4141,24.1861,21.2721,28.3458,24.6745,25.225,26.7982,22.0006
"KLF12",39.5722,34.2428,38.8015,35.8083,42.7608,39.3953,25.9951,41.1452,33.9827
"UCHL3",1.536,2.3841,2.6329,2.7648,2.4,2.8735,1.7663,2.1234,2.0595
"PCDH17",27.2094,40.328,49.3807,43.7893,34.8373,22.2332,32.8687,47.8337,57.5688
"HS1BP3",5.1213,8.9858,5.4163,7.6448,7.1816,7.3653,9.1323,6.376,4.8436
"LDAH",10.7002,10.8402,10.2416,13.1734,14.9962,12.6414,11.1522,11.6703,11.8865
"WDR35",15.9458,16.8333,18.8087,14.8893,17.6001,15.1762,12.1787,20.4118,16.3955
"CCND2",104.3359,96.0334,104.5249,96.6118,97.5774,103.2222,76.2124,102.4514,114.8759
"FGF23",0.2614,1.43,0.367,0.9019,0.3671,1.3977,1.1716,0.7905,0.2428
"ELL2",43.6874,60.825,71.7446,39.7658,56.4283,48.8963,28.0516,74.5654,54.284
"DNAH7",9.503,9.2644,10.2361,20.5976,14.8632,12.351,11.3926,14.3501,6.6209
"CYP20A1",6.71,11.6169,7.9483,8.1533,7.8777,8.3965,11.7812,9.6836,6.44
"NDUFB3",139.052,83.2708,91.825,82.0734,99.3222,100.8338,54.0654,114.1703,134.8345
"GTF3C3",17.3617,23.3653,15.7383,18.0769,23.2801,16.8979,16.5966,25.1819,16.0574
"SATB2",52.8957,54.9638,53.1432,52.879,45.8605,53.841,42.1553,52.3018,48.2453
"UBE2B",37.353,49.1179,52.3807,41.1759,41.2676,41.2258,32.109,45.4211,37.7259
"TRPM6",1.7255,8.4147,3.6405,2.2515,4.2474,1.6148,3.3599,2.2464,2.4303
"GDA",116.7199,83.4301,126.5551,88.4499,108.8855,93.2264,23.6328,127.4051,177.3992
"KLF9",78.7148,80.6854,85.6592,69.6357,75.9776,80.8937,69.5901,84.2544,71.4543
"TJP2",0.5119,2.1722,0.9304,0.8123,1.0457,0.7548,1.3528,0.7333,0.3325
"ECRG4",2.77,3.1793,3.0432,1.8968,2.8264,2.2311,1.3663,3.1841,2.4928
"ITGB1BP1",33.6893,36.7864,30.3628,27.3082,34.3845,29.2177,24.3846,34.9449,39.5569
"CPSF3",24.7626,25.1599,25.7839,16.6954,22.058,19.9858,13.7634,25.8181,26.1811
"PIGZ",12.9383,14.2018,13.8722,18.8674,19.5123,13.9838,16.727,15.6445,11.6377
"SENP5",56.0132,71.265,66.8837,50.8437,64.3206,50.5907,39.3069,67.1682,61.5319
"CCDC92",32.1231,51.3731,40.2561,37.5946,39.254,40.0517,50.1361,40.15,28.4754
"C1orf198",30.686,76.9301,94.3534,43.0048,40.3424,56.6821,76.4157,44.139,34.1453
"TRIM67",2.1083,2.1208,2.8653,2.3581,1.7092,3.2134,2.5534,1.9861,2.3372
"HEATR1",14.5322,24.7386,15.2322,16.816,21.1647,17.7758,15.2162,22.6385,15.5397
"PTBP3",18.2692,20.0123,22.7325,19.1399,24.1399,20.3337,17.4318,23.5104,18.9488
"RAD23B",111.1625,92.0398,106.0307,81.0038,94.8502,83.6491,62.0954,102.9187,114.6402
"FKBP15",11.4535,23.5248,16.5939,14.4594,20.3007,16.6494,17.5581,18.1651,10.9853
"CTNNAL1",16.9914,37.7056,20.5399,29.1342,34.372,31.6891,31.1256,33.6999,11.7389
"ABITRAM",20.514,24.7177,21.5767,20.6027,23.5385,23.2594,15.7182,33.8108,19.7894
"DYNC2I2",15.4953,11.8714,8.4353,11.2131,15.2321,14.2876,14.7443,12.9587,14.3133
"SET",155.7501,158.1706,194.8384,111.988,133.1748,112.7667,86.1009,140.2229,185.7745
"PTPA",100.6359,84.69,89.6456,71.6997,88.1697,93.1763,91.4183,91.0611,92.6754
"GLE1",21.5118,27.5642,26.7717,21.4145,24.1283,23.486,17.61,25.9447,23.3466
"RAB14",105.5194,112.9756,114.9025,83.4571,98.7545,84.381,66.5918,101.8533,101.1019
"CNTRL",8.5137,23.5747,12.3358,17.8168,20.311,17.1401,21.4271,20.0004,6.978
"TRIM32",17.4381,37.3154,29.6503,32.0725,40.3051,30.7303,19.5995,43.5718,32.3311
"FBXW2",27.8936,31.702,35.3756,27.1865,33.5151,26.524,20.7753,33.1432,29.3469
"PHF19",6.0803,14.553,8.9442,8.4778,7.9453,7.7387,12.0901,8.3784,5.0161
"NEK6",29.0319,27.5632,32.8511,38.1236,35.7065,58.6444,76.2751,43.5114,26.2929
"BSPRY",4.4334,3.6329,4.8064,3.4764,6.3394,4.1253,3.283,2.5941,6.6862
"PPP6C",63.7797,54.5406,77.0575,44.776,61.3237,49.0318,31.9832,64.09,67.8961
"NDUFA8",184.3999,138.8544,121.3274,130.7868,169.0567,128.7847,77.4794,160.0711,200.6815
"HDHD3",16.1933,17.5392,14.2555,11.4569,17.4341,13.5755,14.1817,17.8511,14.0305
"RBM18",25.4406,22.4442,25.98,19.5259,26.4918,21.3023,12.819,28.4561,30.8111
"SLC46A2",1.2287,1.6642,1.2279,1.4244,1.7043,0.6399,1.3301,1.0796,0.2874
"HSDL2",48.8675,32.828,65.1135,54.9043,52.9458,56.7568,70.9904,90.4191,47.7517
"MAPKAP1",34.8559,31.8401,34.3167,28.0726,33.8195,35.0834,29.502,35.3094,32.908
"NR4A3",4.5693,4.8032,3.9993,4.5952,3.4443,2.7625,4.1814,5.2601,7.957
"INVS",9.9921,26.8937,12.4909,17.3892,18.6448,18.2152,19.528,17.8983,8.8259
"GALNT12",1.135,5.7381,1.912,3.1228,3.3955,3.077,2.4254,2.9924,0.9294
"DENND1A",22.7897,30.7272,29.7226,28.1456,22.1805,26.9222,40.3465,22.7409,21.8155
"ALG2",19.2725,19.0411,21.1973,16.1158,19.1796,16.3068,13.9731,21.4691,18.7875
"CSF3R",1.5896,3.8239,6.5148,1.2168,4.1926,2.4106,5.9062,2.6521,1.6744
"KDSR",14.7112,23.5717,21.2197,15.1018,17.144,14.3932,19.1455,17.1738,15.0543
"VPS4B",36.6429,47.1948,42.6478,34.1767,41.3506,32.5968,21.0549,47.6863,41.1934
"ONECUT2",3.7666,3.7012,4.4844,2.9263,4.6974,3.3084,2.3622,2.0008,1.0473
"C19orf25",12.506,14.3623,15.3972,14.7099,13.1744,15.8197,19.8077,14.4935,13.3203
"ZBTB45",11.3567,10.7225,11.0471,10.9431,8.0568,12.2534,14.6956,9.5613,11.3478
"YLPM1",34.9296,57.9557,43.6878,45.288,50.0796,50.0896,47.0534,50.9545,29.9728
"DCAF4",8.1788,9.1303,8.1386,7.344,8.4594,8.3462,5.4704,8.2491,9.6363
"PROX2",1.1169,5.6769,1.2902,4.442,4.9416,4.268,5.2025,4.5218,0.8807
"VSX2",0.1871,0.0485,0.2292,0.0612,0.0819,0.0307,0.1144,0.1058,0.2528
"FCF1",11.6038,12.0058,12.9526,11.4455,11.8437,11.7661,12.3775,14.3293,11.3987
"PGF",1.026,1.2621,1.1324,1.3055,1.1284,1.4547,3.1069,0.6236,1.1266
"IFI27L2",29.2569,20.0282,26.9367,23.7636,22.3682,25.309,21.1658,22.9909,22.6196
"BBOF1",4.2521,7.1923,5.2553,6.3945,5.398,6.1399,5.5231,6.7682,4.3249
"NEK9",10.1077,26.5818,12.6015,16.8343,20.7688,19.9039,24.1092,19.8409,8.889
"ACYP1",18.2223,28.5215,12.6623,18.9107,22.4103,21.6642,14.3081,27.5127,21.0953
"IFT43",10.3927,14.5137,11.7406,12.6777,11.4999,13.4197,14.0108,13.0476,9.0187
"NPC2",10.2314,12.6437,16.5995,11.6574,13.5807,8.761,16.962,15.7367,11.4507
"DNAL1",30.1288,24.8357,27.3237,25.8253,25.9119,29.5343,17.3549,30.3268,28.9445
"IRF2BPL",32.4576,36.9962,37.1361,24.3756,26.635,27.7272,40.4679,31.8377,38.0626
"ACOT2",12.0134,17.5099,14.2022,14.6344,15.1294,13.57,16.0804,15.3024,13.5715
"LTBP2",1.8492,2.2756,1.6861,2.1273,4.7912,2.3711,3.0318,2.8494,2.5391
"AREL1",33.2834,35.1763,37.2008,29.7578,36.2889,30.0325,22.7374,33.2608,35.0081
"MLH3",24.7404,46.8025,28.1121,31.2205,38.2463,32.7362,25.9931,38.5653,21.7169
"TTLL5",10.571,19.1808,10.5956,13.7016,15.7843,15.6411,13.9332,14.7955,9.5283
"FLVCR2",0.4914,0.3581,0.8806,0.8469,1.2583,0.7558,2.2141,0.8022,0.5327
"ABCD4",7.2383,24.2045,8.7719,15.6695,15.1513,17.044,25.8295,14.1264,5.6678
"DLST",32.9032,44.2294,34.1501,36.2453,41.1884,35.5576,43.7276,40.7728,27.569
"PPP4R4",51.7796,40.0959,44.6389,29.1715,38.8859,33.8248,14.9032,29.6251,54.3486
"TGFB3",6.9981,34.9509,25.2331,12.0654,13.1065,12.9853,20.8966,14.4093,7.9186
"ZC2HC1C",3.0785,5.1642,2.3356,3.7117,4.2141,4.1198,4.6507,4.4831,2.3011
"SLIRP",39.6286,27.1744,35.5313,24.83,31.8423,30.3273,16.4294,33.7838,42.7478
"RBM25",26.9377,53.8756,43.7756,41.8178,50.5751,39.781,33.2604,51.9759,25.4112
"ALDH6A1",78.1944,57.7085,100.7918,95.4158,82.9192,97.1542,108.3588,94.3738,66.9843
"GPR68",5.039,7.5911,5.8747,8.0326,6.0111,8.0655,9.9343,5.4542,6.18
"ESRRB",0.5194,0.7412,0.875,0.8414,0.896,0.8762,1.0039,0.6283,0.5513
"EIF2B2",11.9746,14.7424,9.0041,11.6606,12.7975,11.7938,10.9515,11.299,9.3124
"NRDE2",4.8434,10.5798,6.2597,6.1838,7.1824,6.1558,6.3198,6.5181,4.2138
"COQ6",3.4551,7.275,3.8803,5.5833,5.6737,5.7866,4.6972,5.3177,2.7221
"ZNF410",0.7191,3.2477,1.3313,2.3612,2.7772,1.6139,2.7892,2.5891,0.6459
"RHOQ",26.3311,31.085,23.0868,28.7675,28.5254,23.975,31.3608,23.1656,20.6207
"GPR75",36.136,38.4111,56.8673,66.1017,53.6983,50.2449,59.4559,60.9516,34.0894
"SUPT7L",37.9413,48.0453,35.9782,36.6857,52.0127,37.0632,31.3963,50.9001,38.7961
"KLHL29",10.2912,14.4938,11.0306,13.5828,11.9461,13.0873,17.1409,10.2913,8.2553
"DNMT3A",16.5585,36.3718,16.8008,24.9621,26.4036,24.3721,28.8241,21.0604,12.1182
"TMEM214",12.0156,21.2196,12.3137,16.1312,14.9517,13.608,21.2841,13.2926,11.4554
"ATAD2B",9.4595,18.9186,13.2258,15.5395,15.8501,15.5326,17.8622,16.2092,8.0743
"FKBP1B",13.6834,11.3572,12.4792,9.9729,12.5997,11.3417,9.1064,14.7899,14.5569
"ATL2",46.264,47.407,42.7925,42.3678,49.1921,39.6672,28.2746,50.6962,44.0149
"YPEL5",135.6997,139.8269,134.5073,108.6883,165.9695,124.1049,47.2378,166.3173,157.0858
"FAM98A",35.2013,38.8384,37.1826,29.6232,35.7708,25.9725,21.1181,41.9824,41.0538
"YIPF4",25.4602,32.4881,29.8882,27.2168,32.6707,25.077,21.9592,30.2762,26.0902
"AFTPH",66.1213,63.0794,56.8173,47.0899,68.7568,49.9698,29.7571,68.9788,65.0075
"LGALSL",27.5539,25.6286,31.1567,20.0872,28.9669,18.4476,11.2538,28.9873,30.6607
"CNRIP1",70.6951,72.2215,78.2153,58.8055,75.8873,58.7853,40.9752,89.3478,86.344
"BCL11A",7.8698,12.8674,9.8282,13.1248,11.1599,10.2341,10.6854,10.1395,8.558
"CRIPT",24.1087,29.7835,29.4582,24.7701,26.3318,22.8504,17.5645,25.0496,20.8813
"EPCAM",2.5773,1.2661,2.5267,4.3729,1.5763,1.7182,0.2485,7.5347,10.0461
"SLC17A5",26.8688,30.7407,30.5098,26.2354,30.7387,22.2177,19.357,27.4398,26.1449
"OGFRL1",75.4818,76.8463,87.1377,91.213,99.1241,79.5347,94.3841,110.7648,70.1863
"SLF2",29.6293,65.4064,39.1075,36.69,39.2766,35.3349,37.4803,44.9015,27.7217
"IDE",7.2647,12.4189,8.0043,9.0087,11.459,9.5865,8.9199,10.1631,6.9755
"TECTB",0.0522,0.0745,0.1978,0.1174,0.0628,0.0943,0.5482,0.1894,0.0692
"ELOVL3",0.44,1.4651,0.6177,0.594,0.7943,0.729,0.8012,1.2166,0.7784
"IFIT3",39.4983,48.5087,40.5632,37.4413,49.1922,30.8293,65.568,51.2316,34.8167
"IFIT2",15.625,26.3958,18.7433,15.3775,20.7155,12.3206,38.671,20.0932,15.1542
"GPAM",14.366,12.382,17.6147,26.1595,22.7882,22.3698,46.7062,19.9138,12.5492
"CUTC",24.6079,25.5898,26.6383,18.2534,25.0992,19.2602,16.3699,25.4243,20.9511
"PPP1R3C",91.2365,40.6485,81.339,135.8563,57.9652,99.1337,116.8722,49.182,92.8556
"PYROXD2",2.9354,8.4152,3.2219,5.7616,8.4721,7.4176,12.0545,5.9215,2.9184
"CNNM1",38.7603,47.408,36.1027,41.3224,39.5424,40.4972,31.801,41.8638,35.274
"MXI1",44.9046,70.0916,75.2346,54.5773,48.5307,50.3876,53.6633,52.0983,43.8456
"SMNDC1",11.58,18.0017,15.6345,13.3541,17.2634,14.0613,12.0063,17.6496,9.2566
"C10orf88",18.4162,18.8659,19.5789,14.3562,20.7612,14.5656,9.0673,21.4418,19.5835
"HELLS",1.9371,5.7448,3.0416,3.3683,4.4678,3.373,2.2441,4.7089,1.6589
"PRLHR",3.3938,1.969,2.5287,3.4235,3.1419,2.8983,1.3633,2.5713,3.1966
"TCTN3",20.563,17.0464,24.1215,16.8862,23.6932,16.8116,20.345,26.0921,19.612
"DENND10",12.0036,15.8594,12.6466,9.8996,14.5348,12.5211,11.4243,13.5029,12.9753
"AVPI1",46.2581,44.5384,39.3711,27.754,42.776,36.6398,21.9619,41.5733,41.7698
"WDR11",17.7208,31.3212,21.4277,19.685,29.6247,20.9529,15.5362,28.0962,17.9906
"ARMH3",25.749,35.4619,26.5063,30.5798,31.4965,29.7476,31.3709,33.9956,20.2146
"KCNIP2",57.4863,53.6951,37.8548,51.8176,68.2754,51.4566,37.3867,51.9869,37.9689
"CFAP58",1.9852,1.7626,2.3533,1.6675,1.7698,1.4086,1.5817,1.982,1.6233
"GOT1",423.8373,309.0927,320.9034,219.3385,350.9167,223.1092,73.1805,316.4934,462.9265
"CPN1",0.0273,0.078,0,0,0,0,0,0,0
"C10orf95",0,0,0,0,0,0.1263,0.0587,0,0
"SFRP5",1.9084,2.0229,2.6178,1.7666,2.6249,2.4144,2.8867,2.0917,1.5048
"GNA13",32.9998,35.8125,45.5048,55.4177,43.1162,40.1938,62.9484,47.1581,31.0796
"HOXB8",0,0,0,0,0,0,0.0359,0,0.0453
"KANSL1",12.1787,24.901,15.9777,17.6762,27.2425,17.0837,24.989,29.885,10.7164
"HOXB5",0,0,0,0,0,0,0.0423,0,0
"CRHR1",0.6876,1.115,0.5528,1.1533,0.7523,1.4404,1.7335,0.7453,0.3483
"HOXB3",0.0138,0.0393,0,0.0124,0.0166,0,0.0926,0.0143,0.0146
"DUSP1",41.3134,84.8624,53.5708,75.9223,59.1737,50.884,72.735,69.4855,109.7129
"PANK3",54.7736,57.68,49.1725,59.7733,68.0993,63.2373,40.0629,69.334,62.0791
"MSX2",2.1928,0.1318,0.2722,0.0831,0.3334,0.0834,0.1552,0.0957,1.5681
"TEK",22.9322,20.2195,16.2731,16.099,25.1811,18.9076,16.3614,16.8183,18.6023
"RCL1",12.6107,22.5778,19.5307,16.7394,23.161,15.5306,17.8185,19.8757,11.372
"CAAP1",14.1823,13.8162,17.0767,14.8836,13.9597,13.9758,12.8326,13.6093,12.864
"EQTN",0.2909,2.3865,0.7349,0.4581,0.8751,0.7228,0.7332,0.9047,0.4245
"MOB3B",11.5938,22.5729,18.8017,10.9013,12.8771,10.5811,8.3492,12.0054,11.9544
"INSL6",0.7401,3.2107,1.3964,2.5045,3.2067,2.2473,2.6371,2.7011,0.5342
"INSL4",0,0,0,0,0.0633,0,0,0.0545,0
"MLANA",1.7477,7.6775,1.6164,5.3973,6.1865,4.0258,5.3564,3.1977,1.3459
"CD274",3.699,3.923,3.1156,3.149,4.6322,3.975,6.4688,5.934,3.4753
"IFNA6",0.0997,0.854,0.3361,0.2992,0.4802,0.1803,0.0559,0.6205,0.0353
"IFNA8",0.3842,1.3705,1.6179,0.6915,2.0806,1.0415,0.8071,0.8962,0.4078
"GRIA2",308.376,347.9579,256.8516,283.146,370.9164,308.3097,152.3223,381.4125,292.4512
"NUP43",16.6202,21.7441,18.2152,16.2852,20.6874,16.5199,13.4494,25.649,15.2624
"MTHFD1L",19.2076,23.2148,28.1129,18.5709,19.1499,21.853,13.7771,19.2832,17.4469
"LRP11",1.6783,6.686,2.0235,3.5728,3.3629,3.7876,3.4076,3.639,1.492
"CCDC170",2.8163,2.1577,2.7383,2.4325,3.7989,2.9549,2.3666,4.3113,1.8759
"PCMT1",205.3972,144.0246,175.2768,106.0395,168.8985,118.6946,36.2847,169.4468,240.2839
"PLEKHG1",8.0938,12.7949,14.7686,13.222,10.7672,12.8346,27.7679,13.1019,8.8454
"MYCT1",4.727,6.3342,5.3656,7.3799,9.0533,4.8074,9.055,5.9373,5.2153
"CXorf21",0.7448,1.5534,2.1233,0.6188,1.9307,1.2426,0.9629,3.683,1.0947
"MAGEB4",0.0469,0,0,0,0,0,0,0,0.0498
"CYSTM1",44.0099,35.8183,40.5613,55.4805,33.8689,39.8201,59.6101,36.6869,39.2617
"WDR55",7.2505,10.4035,7.8309,7.6449,7.3898,7.6642,8.1277,6.9903,6.617
"ARAP3",4.74,8.9158,15.7182,6.4136,9.8134,9.2256,9.6098,6.942,4.1253
"PCDHB8",2.2401,2.9834,4.1195,5.2081,5.7065,5.668,4.2669,4.1031,3.2496
"PCDHB10",8.8182,12.0052,10.6556,9.4785,13.5003,11.6011,9.2171,13.6656,9.4264
"PCDHB14",12.8658,17.4183,14.0428,15.6554,16.8405,15.7388,14.4751,17.1315,13.0359
"PCDHB12",10.1744,13.9891,11.0469,9.9197,13.3929,13.5759,12.3128,14.6694,9.0701
"SLC25A2",0.5079,1.2425,1.5279,1.959,2.0085,1.5737,0.7927,0.9028,0.5391
"TNN",0.2545,0.1743,0.8233,0.2932,0.5392,0.3128,0.154,0.3378,0.6593
"MRPS14",39.0064,36.7117,46.1394,41.5342,43.4907,39.8805,35.4562,53.1426,39.5133
"CENPL",2.1207,3.4883,3.0621,2.7453,3.118,2.7188,2.7215,3.3577,2.5394
"TNFSF18",1.9174,2.2618,1.1197,1.7026,2.3384,3.0958,1.6757,4.5591,1.9539
"SEC16B",0.7446,1.6682,0.7971,1.7285,1.809,0.8427,1.1462,1.5151,0.7978
"GORAB",5.9124,9.6873,6.5706,8.6869,8.2892,8.3433,7.2815,12.6439,5.4504
"GPR31",0,0,0.0633,0.0676,0.0904,0.0339,0.0631,0.0389,0.0399
"ACAT2",34.0228,28.8685,25.134,21.4284,27.9063,31.8877,11.7044,26.4611,56.1842
"TCP1",103.1866,98.772,95.8643,63.2219,97.7538,71.8606,47.0356,98.2307,117.5636
"TTLL2",0.1742,0.6501,0.3612,0.7236,0.2903,0.3633,0.3829,0.5835,0.3129
"SNX19",38.0361,47.047,33.6359,35.7315,49.7387,33.0049,39.2513,44.1222,35.8908
"KCNJ5",1.0618,1.8087,2.0937,0.8296,1.6444,1.6363,1.4663,1.8603,1.3979
"MSANTD2",6.9519,17.1583,10.6429,12.2074,12.4274,12.0938,11.1131,12.232,5.8169
"TP53AIP1",0.6259,1.0207,1.7321,1.3143,1.7934,2.7471,0.9016,0.9888,0.522
"TEX11",0.0613,0.1312,0.0774,0.0551,0.2212,0.1938,0.103,0.1906,0.0163
"ARR3",0.772,2.7115,1.3504,2.4583,3.2874,2.7904,4.0919,1.9701,1.1346
"PDZD11",62.0637,43.4456,57.3338,42.699,50.5535,50.5888,30.6008,58.0419,68.2842
"SLC10A7",2.495,6.4413,4.1383,4.256,5.3587,4.7174,4.5159,6.2402,2.9417
"NUDCD1",8.6683,10.5146,5.8689,8.1882,11.0675,8.84,6.882,12.2093,8.5321
"ENY2",17.7375,15.7867,21.7087,14.3968,17.5767,14.114,8.3049,18.1391,19.6952
"MASTL",6.5657,8.0171,7.8498,4.5407,7.0268,5.296,4.7028,6.6474,6.5249
"KIAA1217",23.1716,30.9229,27.9431,25.1374,27.9328,28.9665,22.2424,28.8015,21.4293
"LYZL1",0,0.1294,0,0,0.1092,0,0,0,0
"PLXDC2",13.7377,39.7193,27.4429,21.1537,33.7845,15.2825,12.4335,39.4642,17.1794
"EPC1",8.3513,18.096,10.6431,13.7136,14.1674,11.9942,11.8876,14.9591,7.0347
"IQSEC3",44.8511,46.8771,52.4229,51.3086,37.2514,42.1795,67.448,29.8596,34.3736
"CCDC77",5.4806,13.2476,10.4017,9.0059,8.841,9.8007,8.6765,10.2851,7.859
"TAF12",13.5533,15.4846,12.2113,11.2684,12.6367,12.7439,14.0291,13.346,13.4071
"ENOX1",29.6823,50.1745,34.2454,29.9462,33.0729,36.2923,24.985,38.9959,27.7112
"TNFSF11",0.0376,0.0536,0,0.0338,0.0452,0.0339,0,0.0389,0.0199
"MTRF1",7.9657,12.7398,7.6324,9.2858,13.7688,11.9085,9.7712,12.1664,7.1926
"SOHLH2",0.6106,0.4792,0.7714,0.522,1.2125,0.4414,0.3592,0.8863,0.4699
"DNAJC15",35.6748,23.6426,29.3752,31.5253,37.4803,28.3852,26.7077,41.6068,39.0346
"PROSER1",7.2356,13.3934,9.3923,9.3296,10.5036,9.5831,10.5715,9.1504,5.8736
"UFM1",49.883,48.1115,59.3229,54.6563,49.6855,40.3559,28.5693,56.2369,55.7097
"WBP4",48.7775,42.8235,53.3788,35.2889,46.8285,37.0267,24.1711,49.391,48.4441
"ELF1",7.2825,19.0681,15.8118,8.9259,12.0477,8.294,15.7171,12.0328,7.6687
"SMAD9",12.1432,15.0425,22.4422,15.5533,21.9638,13.6928,11.2101,23.2094,11.6006
"HSPH1",149.7919,172.436,85.3134,117.5085,146.1841,112.5173,93.8982,158.0945,134.6138
"KBTBD7",21.2128,19.4581,19.0997,16.9936,19.9332,16.789,10.7849,20.8358,22.4246
"ALG5",14.6115,15.4979,23.1797,14.1646,17.3911,12.4761,9.7842,16.0795,16.1934
"EXOSC8",7.6496,13.5311,9.8752,9.7064,11.2663,9.7188,8.2995,13.2551,7.5892
"ETF1",67.7197,59.1908,74.3745,49.0824,67.3249,50.6744,39.9162,66.4927,74.8846
"TGFBI",1.1242,0.7974,0.7172,0.4909,2.5299,2.092,1.5653,2.0001,3.0504
"FAM53C",24.9653,29.526,23.4255,27.3495,26.3919,24.8958,27.2872,26.4349,27.288
"SIL1",10.9977,16.3196,12.6553,14.1262,13.6086,13.2743,15.9238,13.5705,11.8929
"PAIP2",51.1406,44.5369,51.2898,40.2317,42.0622,39.5448,25.6269,51.7415,53.1969
"MYOT",1.3079,5.4953,3.0601,2.6157,3.1044,2.528,1.8929,3.7668,1.3112
"KDM3B",61.1046,72.5094,72.1419,68.2328,70.1018,61.6414,62.298,68.7079,57.5714
"EGR1",39.946,21.9038,27.319,15.6113,11.1866,14.0487,15.292,10.3158,41.9496
"SERP1",48.0283,38.8017,64.0567,45.726,54.7576,51.5518,51.0493,63.2801,47.5931
"PLS1",6.0481,5.2364,2.8619,4.9101,5.8184,4.9303,2.7411,6.2001,5.8427
