"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"ZFP30",14.3847,19.6992,19.372,15.1104,18.2501,15.7624,12.172,19.4109,14.3989
"NR2C1",10.6426,26.5821,16.4407,20.7881,23.7213,22.0235,20.253,21.623,8.2572
"UTP20",10.8609,18.0396,13.0019,12.6211,14.8327,12.9781,11.1655,16.2699,10.7352
"TMPO",22.7018,24.0846,16.4449,17.3973,23.9627,16.1476,11.2798,21.1195,17.8388
"ARL1",70.32,53.4375,73.4231,50.067,65.1502,51.3629,24.791,73.7056,78.5179
"GLT8D2",6.0109,6.6737,6.6888,8.2768,7.8574,10.1829,5.249,6.7365,6.7135
"MTERF2",11.9934,22.0124,11.3035,16.858,22.3736,18.7399,20.8931,22.7896,10.9312
"SOCS2",1.8229,4.3656,2.9106,3.5237,4.7694,2.9652,4.6356,4.9469,4.4757
"NFYB",32.2433,32.0289,44.0069,26.7641,31.3011,28.086,19.9011,32.8105,33.5578
"WASHC3",27.0025,22.2467,34.8649,23.3266,26.4915,22.4435,18.3026,32.4482,29.7093
"APAF1",17.6522,25.0946,15.5034,17.1488,26.2769,20.5674,15.49,25.9984,17.7751
"DUSP4",6.169,1.3094,7.8357,3.1508,1.8519,1.2757,2.4793,2.5467,10.7064
"CLU",1009.8718,914.5254,1304.6003,1031.5858,1361.5751,982.7188,1679.7155,1631.1553,932.1217
"TNFRSF10B",4.1601,9.6502,6.1967,6.2154,7.991,10.0188,16.4808,7.9678,4.1331
"SORBS3",8.0241,11.7744,14.2404,10.3207,11.7141,13.9543,31.8823,12.7802,7.8649
"PTK2B",188.0154,157.617,170.9316,120.1686,163.7473,126.8942,83.425,145.0473,136.7822
"CHRNA2",7.2511,3.6178,2.9555,6.0968,5.9317,6.69,4.1588,2.7338,4.6288
"ADRA1A",13.9121,11.6138,9.892,22.4945,15.599,13.3074,26.5267,11.7821,12.9425
"PPP3CC",25.6236,39.2675,32.1272,31.6504,34.5249,34.4046,33.6009,36.7928,25.1873
"PDLIM2",1.5126,1.7267,1.5288,1.9319,1.8652,2.0671,3.4754,3.0591,1.2404
"EPHX2",9.1999,10.8174,10.2492,8.0589,9.5959,9.8434,14.4108,11.3953,8.841
"RNF170",25.2058,23.7848,27.3073,22.9057,29.0189,22.2949,18.638,28.5154,28.6179
"NPPB",0.3625,0.4139,0.3664,0,0.1745,0.131,0.2437,0,0.077
"UBIAD1",8.1189,10.6211,10.3977,9.0767,9.0064,8.6765,9.984,9.5156,7.2797
"TARDBP",20.3238,32.6246,25.7629,25.4768,29.9791,27.3961,20.8355,30.8517,19.0519
"TNFRSF8",0.0539,0.0769,0.1588,0,0.2917,0.0487,0.2263,0.0838,0.0858
"ZNF706",31.643,55.0122,37.174,43.9196,48.704,42.6441,35.863,52.0943,27.7062
"LYPLA1",12.6753,9.4571,11.5144,11.3582,14.8731,11.1083,11.8372,12.382,13.0597
"CRISPLD1",3.5629,5.8243,5.2992,4.1198,5.1836,8.9051,4.9838,16.7167,6.1397
"COPS5",16.7951,20.0014,13.7293,14.0401,18.6325,14.6464,9.5496,19.4452,17.26
"RDH10",3.4667,3.3253,3.877,3.2932,3.2914,3.8811,7.6228,3.115,3.0665
"EPX",1.6615,4.2029,2.767,3.0245,3.1357,3.9583,3.5857,2.5839,1.1624
"AKAP1",39.2709,55.2285,47.2228,40.9749,49.9351,42.7415,39.7627,45.6297,39.2458
"COIL",19.7235,19.2006,22.8102,18.1185,22.5894,16.9307,12.1375,23.8752,20.7189
"TRIM25",6.835,12.6138,10.3217,11.0675,12.2382,10.3024,17.699,12.1003,8.4997
"SCPEP1",19.4939,37.4592,26.4471,31.1785,31.3673,28.8591,20.9557,29.8025,20.3078
"SPOP",36.5804,41.9076,31.9275,40.1788,42.7141,32.0296,36.0711,43.1786,39.3649
"TBX2",1.7978,2.6257,2.2608,2.5372,2.9053,1.8001,7.5753,2.1878,1.3529
"SLC35B1",14.2918,12.3953,15.1901,9.9796,13.9529,10.1149,8.3968,12.8324,15.6322
"TBX4",0,0,0,0.0231,0,0,0,0,0.0136
"TEX14",0.6459,2.2011,1.0069,1.9261,1.4851,1.2893,1.9119,0.9995,0.5117
"FAM117A",2.918,4.6266,3.2315,4.1581,4.4548,3.9065,7.4699,5.1264,3.2981
"NCAPH",0.5569,0.6715,0.806,0.6212,0.7363,0.8931,1.661,0.7644,0.4912
"LRAT",1.1173,0.4861,1.3657,1.8149,0.9675,1.4037,1.145,1.5116,1.1571
"TMEM131L",4.9625,10.9772,5.9113,6.7931,8.3498,8.6351,5.1419,7.9924,4.4322
"MND1",0.1019,1.3575,0.3434,0,0.0818,0.2456,0.0571,0.2113,0.2885
"TRIM6",0.0907,0.2587,0.24,0.2331,0.3741,0.2107,0.5224,0.1343,0.2199
"ABCC11",0.4425,0.5709,1.0517,0.731,0.642,0.7011,1.1308,0.8673,0.534
"TENT4B",13.0849,16.7959,15.2182,13.1525,14.2088,13.1525,12.02,17.8159,13.813
"ADCY7",3.512,4.4319,4.4472,3.9562,5.3624,4.2315,6.6755,3.5545,4.5457
"CEP89",7.6284,11.1868,9.6378,10.6482,9.0335,11.4556,14.4561,10.3187,7.0585
"TSHZ3",14.7249,22.0823,20.5646,17.4424,19.0272,17.3459,20.2985,17.3816,14.6165
"ECHDC2",6.0155,12.382,4.4838,12.0253,11.639,12.0345,22.6285,11.8297,4.1108
"TAS2R8",0.3323,2.0151,0.9795,1.7194,1.9994,1.3512,1.2565,2.4115,0.3527
"PLBD1",1.2321,1.1104,3.0222,1.245,2.2372,1.0157,1.8164,1.6135,1.0554
"TAS2R10",0.8868,5.4835,3.1537,3.9905,8.5381,6.3219,3.0636,8.1727,1.2028
"PRB2",1.0868,3.2648,1.8307,2.2135,2.4782,3.5148,2.6436,1.6012,0.5464
"PYROXD1",9.7146,8.6271,10.6076,7.314,7.708,7.2953,4.5529,9.9511,9.0834
"IAPP",0.0239,0,0,0.0859,0,0,0,0,0
"KCNJ8",3.3529,6.7682,4.9593,6.6973,7.6767,7.353,11.6825,12.4212,7.0745
"TAS2R7",0.0937,1.8714,0.7101,1.6018,3.3823,2.2856,2.1255,2.5253,0.1492
"BCL2L14",0.6226,2.1495,1.2011,2.3679,2.4413,1.5246,1.2658,1.5618,0.5969
"TAS2R9",0.382,2.7257,1.6893,2.6646,2.9886,1.7261,2.2473,2.4756,0.4562
"PSPC1",42.714,66.4866,46.5692,48.3394,55.8698,47.6325,43.847,58.451,40.7693
"ZNF549",6.213,11.8892,7.4185,9.3706,9.4015,9.509,10.8139,9.843,6.1603
"A1BG",0.4365,2.1615,1.1461,1.964,1.1124,1.1832,1.9418,0.8518,0.545
"ZSCAN18",25.5077,34.1762,26.8055,23.0014,29.2626,24.6166,26.5011,37.6446,27.2422
"ZNF211",13.6835,24.8247,13.2504,21.5508,20.0164,23.1036,22.5437,17.6638,12.6373
"PDZRN3",23.916,28.7574,29.3143,30.5245,27.7161,32.5086,31.5096,29.1136,33.3745
"RGSL1",0.1586,0.5011,0.2195,0.1733,0.2454,0.3481,0.3903,0.1997,0.0782
"LHX4",1.4511,6.1637,2.4444,4.1152,4.305,4.0558,5.5156,4.0585,1.1283
"RNF2",20.5685,17.704,19.8373,14.6432,18.6328,15.2496,7.7532,18.6954,21.4979
"TRMT1L",22.3458,24.7459,19.2349,18.4276,24.19,18.4466,13.0454,26.4499,21.3573
"SEC22A",10.8805,13.7351,12.354,10.3323,14.3161,11.4595,7.2633,14.6413,11.4218
"CSTA",0.1127,0.2145,0.3165,0.0676,0.0905,0.3396,0.1263,0.2338,0.1197
"DPPA4",0.0719,0.1173,0.0865,0.2034,0.2226,0.0371,0.1554,0.1278,0.0436
"POPDC2",0.9532,1.9242,1.6841,1.2973,1.511,1.0505,1.6803,1.1088,0.9378
"B4GALT4",4.1066,8.3024,6.9177,6.3999,7.6211,6.3597,6.9636,7.0834,3.8209
"NAA50",55.0914,46.5147,53.4074,47.0618,56.9843,48.7392,39.2397,61.7895,54.5841
"CD80",0.1118,0.7752,0.2422,0.3739,0.5,0.6353,0.9667,0.497,0.1187
"KIF18A",0.2273,0.3243,0.3063,0.3273,0.2188,0.1849,0.5348,0.4478,0.1086
"GJA8",0,0,0.0621,0,0,0.1333,0.124,0,0.0391
"DESI2",11.7523,14.4846,14.3137,11.962,12.7921,12.0299,15.2771,15.3334,13.2585
"MAPK8IP1",170.7668,150.6961,199.0132,131.4432,137.4829,168.5324,161.8286,127.7209,188.5221
"CRY2",75.9023,72.2141,103.2017,62.1473,70.6314,69.5853,71.2776,81.8286,82.6594
"PEX16",25.2513,26.2054,31.3085,20.2615,24.1891,23.2028,18.8048,20.5917,25.9911
"DEPDC7",1.0998,4.5977,2.0876,0.7528,2.2744,0.5039,0.5728,1.317,1.299
"CAT",24.8001,31.9296,24.96,30.723,26.3426,28.5418,41.7051,35.84,23.1728
"PILRB",1.2113,11.5142,1.7854,3.0458,2.7654,2.6881,4.4307,5.5589,0.9737
"ZMYM2",52.9152,80.5696,68.5766,54.4989,69.0778,55.145,42.3349,69.0459,53.0425
"GJB6",48.243,13.6651,93.8829,86.1564,55.9633,57.4273,56.5431,55.2755,47.1589
"GJA3",0.0197,0.0562,0.0166,0.0709,0.0237,0.0178,0.0331,0.1429,0.0314
"TBC1D15",17.1285,32.6067,25.5639,24.4958,24.8872,24.4046,18.8981,27.7542,16.5387
"ADGRB2",130.9736,102.4572,107.4285,98.8464,93.9483,95.5556,147.5954,74.6216,128.3588
"HCRTR1",1.5252,0.3436,0.9128,0.8308,0.8212,0.8705,0.4722,0.5826,1.0225
"ZCCHC17",72.1533,58.0387,93.0505,53.0549,61.3644,61.8214,41.3205,76.9139,87.9912
"FABP3",138.5844,106.0557,99.159,107.2066,122.416,134.193,56.5319,115.9673,233.1265
"KHDRBS1",80.3062,90.2445,98.1906,65.729,69.2787,73.3813,52.5124,76.6231,70.4509
"TMEM39B",9.3019,16.0859,10.1155,11.3719,11.3057,10.5531,11.8568,9.1668,8.6224
"CCRL2",0.5492,0.7347,0.4337,0.6796,0.7436,0.5584,1.2404,0.4983,0.4008
"CCR2",0.1157,0.1468,0.4548,0,0.2785,0.0465,1.9447,0.0533,0.0273
"POLR3GL",13.4363,13.1865,13.2272,10.5106,15.9659,11.1685,11.3387,12.9314,13.6303
"GHSR",0.0166,0.0474,0.028,0.0598,0.04,0.03,0.0559,0,0
"TNFSF10",10.5178,2.9378,4.8504,8.593,15.0102,1.2673,5.4661,3.2792,7.7279
"ZNF639",16.3892,17.5534,21.1788,15.2173,19.0267,15.0348,10.0716,16.3132,16.8212
"SLITRK3",36.482,42.0578,37.4017,30.923,39.0329,29.9768,16.2939,36.3308,30.5414
"PIK3CA",18.2627,22.5954,19.0474,19.0296,23.4421,18.0714,14.1799,24.66,16.1612
"PDS5A",30.2866,49.9284,25.6656,33.2308,43.1627,35.2602,34.7972,42.5658,27.3214
"TMEM156",1.062,2.0587,1.3839,0.3607,2.0257,1.5572,0.7072,1.4958,0.9571
"LIAS",4.0776,7.249,3.9503,5.1189,5.3933,5.0661,4.551,5.9912,4.2272
"CPXM2",1.4589,0.8448,2.7781,1.5603,2.0866,1.0508,1.1371,2.0825,0.9987
"TMEM54",19.4909,13.2343,16.5388,16.1066,17.8764,22.393,27.0954,21.1847,16.728
"ZSCAN20",7.8435,12.6414,6.1095,9.7658,9.8936,8.3551,8.8587,10.3481,6.5393
"CSMD2",10.2123,22.2622,12.2832,13.7251,17.2312,13.9245,16.0802,14.9089,6.4914
"HPCA",190.1826,112.0441,127.7796,130.886,126.1446,150.3193,111.8464,143.5223,241.1866
"LRIF1",13.5889,12.969,14.8904,11.6359,12.9846,15.7901,12.6635,16.9918,11.8567
"TMIGD3",4.0806,11.6458,14.0331,2.1692,4.9365,9.4385,2.3453,8.3301,5.0272
"CLCC1",12.875,21.4944,20.2887,17.461,19.5751,15.6911,14.1891,20.2325,13.7511
"GPSM2",6.4084,11.4868,8.6973,9.6564,8.653,9.0136,8.4217,6.9052,5.9506
"GTDC1",40.316,41.9081,46.1639,41.9857,46.9411,36.6417,23.3457,44.8963,40.7855
"CXCR4",4.5802,8.6259,5.7574,4.8126,4.8128,1.2606,7.4244,1.2535,6.7867
"ZRANB3",7.9907,10.4039,11.55,9.0908,10.4725,11.1067,5.9846,12.5324,7.9068
"ACVR2A",15.0711,22.9259,19.9028,18.9302,20.5814,17.5546,11.9222,26.1005,18.6172
"POLK",12.3307,22.9617,13.506,17.2117,19.9088,18.3319,19.2837,22.6928,11.76
"SV2C",27.4294,14.6793,8.2768,8.8515,15.5907,10.0027,7.1187,9.1523,13.783
"FLT3",2.9994,7.1862,4.5952,4.4434,4.8725,4.2832,2.116,4.7351,4.0223
"RPL21",194.3864,197.8408,240.4773,180.3652,196.858,188.531,156.7523,245.4629,217.6734
"MTIF3",34.5547,43.3217,36.7383,28.6484,41.9335,31.7178,29.9797,41.9688,39.534
"GTF3A",61.1783,56.9307,48.4998,40.2637,51.5206,54.5394,32.5242,50.1687,57.4335
"RASL11A",2.603,1.7874,2.143,1.9727,3.91,1.9455,2.0394,1.9074,2.0359
"UBL3",119.4979,110.1269,120.8328,83.6256,103.9298,84.8498,64.8342,99.8656,110.3453
"FYTTD1",34.681,33.2272,36.4441,25.7769,34.9712,27.9034,21.0535,32.8096,35.8604
"MTERF4",9.2568,14.8896,10.3377,11.8825,13.2915,11.3898,9.9493,12.0181,8.9265
"XPNPEP2",0.0881,0.0419,0.0247,0.0792,0.0353,0.0265,0.074,0,0.0467
"SASH3",2.2849,3.9019,4.2277,1.8878,5.0941,4.3327,6.0121,4.272,2.147
"OCRL",49.875,63.9767,60.051,45.5927,66.7008,44.7574,28.6509,70.3301,51.2467
"PAEP",0,0,0.119,0,0.085,0.2552,0.178,0.0732,0
"OBP2A",0.1984,0,0,0.0893,0,0,0.4168,0,0
"MRPS2",13.0631,14.6865,14.4598,11.2126,11.3836,12.2753,14.1114,12.2693,13.1583
"TBX22",0.1157,0.1101,0.065,0.1041,0.0464,0.1394,0,0,0.1023
"FMOD",1.7428,0.9175,1.1686,2.0405,5.3352,1.7431,1.365,2.1402,3.61
"MYOG",0.4088,1.2638,1.3198,0.5518,0.8199,1.4776,2.1756,0.7064,0.5424
"LAX1",0.2,0.2196,0.0778,0.1662,0.1852,0.1112,0.8018,0.0319,0.0653
"PLG",0.2079,1.0228,0.7728,1.3934,1.0179,1.0364,0.7228,1.412,0.1978
"KIAA1191",95.5995,83.0377,104.949,80.6662,92.2442,83.6265,72.0841,107.6504,101.8472
"COPA",122.1627,148.3372,102.0346,100.0452,132.0513,89.8478,66.5834,131.5385,106.3241
"CD244",0.5509,0.4564,0.5687,0.3838,0.6416,0.4175,0.4181,0.2211,1.358
"LY9",0.0169,0.0643,0.0285,0.0101,0.0813,0.0407,0.2082,0.0117,0.0299
"HS3ST2",4.0755,24.2688,24.4251,29.6601,22.8737,12.6068,38.7597,29.5376,23.5435
"RBBP6",18.1378,35.4975,29.7039,25.3695,26.0106,28.6977,31.2581,28.3831,16.3811
"ZC3H7A",18.3565,29.2103,19.628,23.1689,27.1714,23.4741,23.6971,24.2663,18.0429
"SERAC1",9.0233,13.1821,8.3468,8.4482,11.1627,6.417,5.1596,9.5198,9.3204
"ANXA11",60.8093,69.3558,44.6866,59.2418,69.7585,63.7245,65.705,65.06,51.553
"LDB3",4.1397,24.8457,20.516,5.6791,9.2739,3.6428,4.1954,5.3048,5.3899
"OPN4",3.1163,5.6326,1.7499,1.4958,3.4004,2.3655,1.6411,3.7048,1.6539
"SHLD2",10.2453,16.9008,15.994,14.9315,16.1489,13.4169,11.6219,14.8411,11.5435
"PRXL2A",125.0402,117.7455,154.8646,104.9859,127.507,102.9976,80.2448,129.1269,116.2615
"ZNF205",6.8521,8.3,7.7199,6.2262,4.6668,6.9685,11.5532,5.391,6.1507
"NAA60",8.9832,11.6425,9.5433,10.197,9.2476,10.7943,15.5206,7.9522,7.4296
"RPL5",171.2026,147.3422,180.4147,136.7598,187.6768,149.0223,83.5645,225.9774,180.0406
"ODF2L",14.5415,29.6027,19.5841,21.7479,28.3345,26.0003,17.9398,27.7307,13.2002
"PTGFR",1.4963,1.0675,0.8852,1.058,0.8146,1.2072,0.1946,0.554,2.3351
"SPATA1",0.9476,1.2323,1.3335,2.31,2.2519,2.623,3.0036,2.0643,0.5602
"TRMT13",6.1593,16.4086,8.4093,10.997,11.956,11.6929,9.517,12.3341,4.798
"LRRC39",10.6176,16.3277,10.7663,14.0086,14.143,16.4415,8.446,14.5887,11.4617
"RWDD3",4.7153,6.7666,5.6096,8.2475,9.5543,8.474,7.2533,7.8442,4.2134
"ZNF644",41.5803,59.6705,58.7059,47.7196,51.8863,40.9483,34.0963,53.5466,42.1008
"CCDC18",2.3239,7.0484,3.5463,5.5116,5.484,5.913,7.5818,6.1606,2.2056
"RPAP2",17.4682,30.0355,18.3933,24.7534,27.5209,30.1286,23.913,25.7069,13.9967
"SLC66A2",49.4074,36.0794,44.9957,40.1975,36.2312,43.723,43.7182,38.0671,48.006
"BBS9",13.4784,28.8905,13.134,17.0069,20.8716,16.2916,17.3596,21.0267,12.4563
"PMS2",25.9768,24.7119,28.715,20.1678,29.1908,21.5609,13.3898,28.8717,22.956
"ZMIZ2",40.9974,50.1242,43.286,43.8887,42.5942,47.0462,72.5288,33.582,31.9951
"OCM",0.9244,2.1106,1.661,1.9967,1.9284,2.339,1.2429,2.5558,1.1121
"SEPTIN7",94.431,115.5529,129.6262,86.1038,94.2348,82.3102,76.3613,100.915,108.4002
"EEPD1",12.5928,17.1034,10.8075,9.8897,13.5121,10.9292,12.7861,9.4607,11.1582
"KLHL7",30.3902,33.776,31.1595,27.2914,36.1987,27.8761,15.0188,38.2651,32.3121
"HERPUD2",31.997,34.121,35.1611,33.8022,35.4029,33.7077,46.9101,36.2064,30.7073
"CBX3",56.5223,58.3004,66.2343,41.1224,49.4516,44.1473,28.5576,52.7408,59.5911
"HNRNPA2B1",47.986,103.832,61.6241,66.116,65.8432,63.1727,78.4398,68.5806,41.742
"WIPF3",23.082,31.5964,31.768,23.5231,24.0203,30.4424,14.8232,27.3802,15.2198
"NXPH1",29.8438,22.4769,26.1909,23.4553,27.9609,26.2312,10.0362,25.8085,35.3311
"NPY",19.3731,46.4297,55.9735,18.6251,14.2522,12.4677,22.705,21.3375,47.2296
"FAM126A",4.1709,9.2155,12.3165,6.3984,7.3121,4.4922,7.6288,8.4431,5.7276
"HOXA7",0,0,0,0,0,0,0,0,0.0226
"INHBA",2.0698,1.2203,0.6263,0.6804,1.3126,1.1984,0.8332,0.8481,0.9406
"FKBP9",31.6615,31.1212,39.6169,28.7447,36.5747,30.1909,35.6199,34.1445,32.3214
"NT5C3A",16.1912,20.0851,25.0227,14.0691,20.1934,17.3664,10.47,18.3712,19.2918
"ARL4A",43.4599,38.9053,33.3127,24.6919,42.8083,32.1431,11.3835,47.093,38.0753
"CCZ1",5.4521,7.404,6.5353,5.7185,6.379,5.843,4.0382,5.1644,5.5499
"POLM",6.0123,11.7219,6.0657,7.0559,8.455,8.5775,10.1973,6.2792,4.6753
"RAMP3",9.929,9.1375,9.3326,10.1013,15.9327,7.282,28.7798,10.5181,14.5106
"MRM2",0.0712,0.3046,0.1498,0.1921,0.2569,0.1929,0.5381,0.1107,0.151
"TWIST1",2.5449,1.2472,1.429,1.3881,2.0419,1.4403,1.8146,0.6397,1.9646
"SMU1",50.2998,51.2243,62.1561,39.2861,49.7135,40.2924,28.3768,55.0147,48.4891
"GLIPR2",4.9235,8.7281,13.5025,3.7807,6.6333,9.354,9.0939,4.8434,5.458
"SLC25A51",13.0417,18.6747,13.3396,13.0292,15.3865,13.6835,12.0389,14.0386,12.6082
"CLTA",132.5135,119.8859,124.8172,82.9223,102.6843,95.953,50.5324,114.9991,155.6298
"RECK",7.9368,13.8116,10.373,11.0171,11.1384,10.2293,10.1168,10.3792,7.0646
"SPINK4",0.0789,0.9002,0.2657,0.1419,0.5694,0,0,0.4905,0.0837
"TAF1L",0.1239,0.1178,0.1391,0.1487,0.1193,0.1045,0.2082,0.2398,0.1666
"ACO1",14.249,24.0657,16.4486,22.6998,23.7317,25.0648,26.6774,29.4338,15.2474
"PHF24",146.5271,149.1793,201.7424,140.7557,154.0897,125.8672,114.1828,158.0533,181.293
"DNAI1",2.1165,5.8781,1.6271,3.5283,4.0687,5.0318,3.8436,2.9455,1.1007
"DCAF10",19.473,23.555,23.1345,20.7627,25.2168,20.0534,15.443,24.8309,18.4945
"CNTFR",48.326,36.4524,37.8805,39.6383,47.9418,43.781,82.5367,37.3942,37.9204
"KIAA1549",19.9461,27.372,19.0282,24.7675,26.0715,22.1892,24.8178,24.4958,18.3904
"TRIM24",12.5455,17.1222,17.9446,13.2626,15.0122,13.7061,10.5657,15.073,14.0431
"CYREN",4.4669,8.4529,6.6146,5.0012,6.061,5.1438,7.1669,5.3415,4.3011
"CALD1",15.0555,26.3875,17.2095,23.0158,33.2888,22.3751,40.0105,26.4501,16.3794
"AKR1D1",0.015,0.0859,0.0507,0.0542,0,0.0272,0.1011,0,0
"NUDT10",27.311,30.9784,31.3703,21.8232,31.4006,16.7383,10.1259,45.8424,34.962
"SFTPA1",0.6912,2.0921,0.8821,2.1489,2.6215,2.347,1.4433,1.8675,0.2668
"NEUROG3",0,0.2817,0.1663,0.1777,0.4753,0,0.4978,0.2729,0.1397
"PLAU",1.0445,0.3974,0.3812,0.7207,1.4246,0.6922,1.2581,0.7219,0.7206
"SRGN",28.0511,39.8472,77.5247,32.572,59.9042,75.2458,72.0291,77.4097,38.7303
"CHST3",6.3596,24.256,15.4897,11.3136,11.8861,10.3699,34.0064,14.2311,5.831
"BICC1",6.9775,7.0521,7.7558,7.9761,8.2437,7.1944,5.7561,7.4756,5.78
"CISD1",73.097,53.6964,60.6571,47.4257,66.9666,47.1148,21.2799,73.3506,83.508
"EGR2",4.3557,0.9134,2.1567,1.0771,0.8374,0.83,1.2863,1.1831,4.003
"ECD",34.7826,41.1816,37.7915,33.2393,38.5321,32.5425,27.1632,37.7714,32.9912
"P4HA1",20.4646,33.252,26.5613,32.4435,25.9674,45.7452,56.8499,34.9669,18.3575
"SLC25A16",26.4283,27.7368,30.457,25.494,25.1843,26.8373,20.843,26.7037,30.4291
"ZWINT",3.3259,3.883,3.2015,3.1487,3.9508,1.5613,1.1252,6.3592,3.2094
"VPS26A",26.4907,31.9877,35.5817,27.9046,29.7802,26.133,18.7871,29.5669,27.0644
"RBM19",18.588,42.0092,22.3198,34.4969,23.9926,33.3889,40.2273,25.8229,14.2869
"CIT",47.9151,69.5124,50.1606,64.0073,57.6205,77.2894,49.5927,47.7375,28.8238
"IFT81",12.1648,15.4439,12.2164,14.9537,13.2902,15.4126,11.683,14.8552,12.0097
"ACADS",9.2282,14.9933,14.0871,11.1561,12.4086,15.1493,17.3616,13.6683,10.2549
"HVCN1",3.2806,3.3754,3.7713,6.1584,5.1853,3.9698,7.0045,5.5765,2.6752
"DDX54",14.2706,14.1157,16.6639,11.11,11.7344,12.8409,12.7587,12.3158,15.0509
"MED13L",17.3306,29.2908,21.4313,23.0399,25.2041,24.148,22.9915,27.0934,16.081
"CDKN2C",5.9364,9.5148,8.453,6.1846,6.3871,6.2714,8.605,5.1849,4.3513
"RNF11",351.2009,260.5785,367.2259,256.6569,294.0229,291.3696,182.0953,288.0151,392.2058
"RASSF8",26.4057,24.9788,31.0317,36.2983,28.5599,27.2167,44.221,31.4779,22.0496
"BHLHE41",48.3653,60.2529,68.7292,40.8541,61.3657,47.7865,42.8932,46.9548,52.0026
"SSPN",6.398,5.2293,8.8646,9.7307,8.9302,4.7348,11.4021,9.8756,5.0231
"ITPR2",38.0192,46.3781,34.9419,44.5298,51.5795,52.2102,65.5916,45.8737,30.3973
"CCDC91",28.1171,24.0907,32.2729,24.7834,24.4998,25.6362,17.3016,27.9297,33.0924
"NECAB1",232.3102,203.4856,229.302,143.4588,207.4626,141.7735,39.7868,206.8226,225.2126
"WWP1",30.7999,46.7783,32.4077,34.9247,37.8249,36.6175,26.9267,38.1469,28.7942
"ACOT9",18.252,19.7096,18.7111,16.4558,21.4715,16.9988,14.4673,21.7706,17.4713
"PRDX4",11.125,13.9005,19.5333,9.5141,17.2525,12.204,8.9767,15.3218,15.892
"DDX39A",9.8922,17.9862,9.7207,9.9078,10.6251,12.0872,11.7095,9.8426,9.0324
"PKN1",34.9234,41.642,57.5398,30.0209,35.6823,36.6465,38.5577,31.9371,31.5536
"TRIR",107.6836,100.2421,109.3673,80.8423,92.4617,87.8972,74.8936,101.2527,128.3095
"ADGRE5",2.2797,5.0905,6.4915,1.4765,3.5816,1.9825,4.5528,2.3141,3.3816
"WDR83",3.3963,3.7901,3.8508,2.7039,2.6725,3.9741,4.6469,3.1149,2.7731
"GIPC1",40.6523,40.4876,44.6219,34.3383,36.2068,32.891,30.0811,30.5442,38.831
"ACTRT1",0.0357,0.8156,0,0.5144,0.344,0.5165,0.3602,0.2963,0.0758
"CCDC70",0.2232,1.1466,0.0752,0.5624,1.2894,0.4034,1.8756,0.648,0.0474
"SPRYD7",35.4775,28.5655,41.1443,28.6267,30.374,27.9118,13.8294,30.9098,37.3485
"EBPL",8.885,9.2976,13.0271,12.4386,11.5644,11.1812,9.1257,15.558,12.9242
"ATP7B",3.5701,9.7215,3.8025,6.2393,8.2188,6.3981,7.7756,7.2558,2.7813
"ZC3H13",47.1198,69.2932,84.2202,58.9604,51.6169,56.9246,53.5913,59.0475,45.5145
"NLN",20.5643,18.8308,22.1749,14.892,17.9378,16.6918,9.1729,19.9197,20.1745
"CENPK",0.417,0.578,0.6824,0.386,0.5735,0.2799,0.7609,1.0623,0.2656
"OPTN",146.054,147.2206,141.0948,112.5971,154.4684,127.9206,85.6241,154.8259,158.7536
"ITIH5",10.2966,10.5664,8.0578,9.1466,7.9657,6.0192,12.8817,5.2104,6.3215
"ATF1",9.6867,16.8769,9.1978,13.2235,13.6664,13.4745,14.9388,12.6385,9.2808
"TSFM",2.095,3.1036,2.3977,2.6483,2.6946,2.8614,1.774,2.3213,2.1219
"NEUROD4",0.0654,0.1119,0.0661,0,0.0315,0.0473,0.0659,0.0542,0.0416
"ARHGAP9",5.5067,7.958,6.5391,8.1063,8.1363,8.3934,9.6933,5.8029,4.8657
"NCKAP1L",2.9071,3.5656,5.1264,1.96,5.8155,3.6111,4.2159,4.6471,2.4975
"MMP19",0.1428,0.6272,0.3887,0.4549,0.5554,0.5759,1.0526,0.2962,0.1283
"PFDN5",0.856,2.7663,1.336,1.926,2.3331,2.0476,2.8351,2.0361,0.6815
"SPATS2",20.6438,26.2348,18.9364,21.4356,25.5222,23.9648,16.0551,22.1737,18.5991
"ORMDL2",1.4897,3.3248,1.9303,2.2344,1.471,2.7613,3.595,1.9801,1.9258
"NR4A1",8.0082,10.0216,5.0737,15.035,7.1988,4.1335,6.0792,3.7794,16.6274
"PDE1B",40.6114,44.3282,34.5349,30.1775,36.2795,31.5103,23.3528,34.4909,35.7406
"HOXC13",0,0,0,0.0392,0,0.0394,0,0.0452,0
"CDK2",0.8981,2.4877,1.7131,1.3788,1.9709,2.5063,4.6613,2.5743,0.8972
"LRP1",137.9756,145.7984,106.1376,131.8796,151.4367,144.3724,193.4752,127.5105,112.2762
