"","C3N-03446","C3N-03450","C3N-03452","C3N-03026","C3N-01197","C3N-02684","C3N-01191","C3N-01365"
"CRYGD",0.3278,0.6744,0.5487,0.675,0.6121,0.5695,0,0.362
"MREG",18.2492,6.3965,7.185,5.7968,5.2932,6.633,2.6712,5.515
"TNP1",2.0681,2.6593,4.3277,3.7264,3.8623,2.4704,0.2151,7.423
"FASTKD2",19.8807,21.4052,22.2507,21.8463,24.2423,26.1037,17.1972,26.8933
"NRP2",12.743,19.41,14.9064,19.2716,5.2178,9.847,8.7257,8.9696
"CREB1",17.7266,17.1291,16.3421,17.9899,12.6657,15.6863,20.025,15.0627
"KLF7",25.855,33.1295,28.199,19.1198,15.031,22.9549,31.495,18.417
"TTR",0.3868,0.2487,0.0324,0.2655,0.0903,0.084,0,0.1068
"B4GALT6",12.1356,14.9113,17.5409,10.4671,18.109,21.4473,2.9864,22.1475
"C1orf54",12.2613,13.0393,15.589,25.1354,3.9454,7.3412,10.6159,8.0515
"CA14",9.3212,31.0978,8.5505,10.3424,7.2434,12.5072,47.1733,9.8242
"CFAP94",5.1497,3.7048,6.0854,3.789,8.203,7.8364,2.4925,7.806
"IRAG2",4.5206,7.7778,8.4419,9.6805,7.6547,7.495,9.7613,9.0122
"ATP10B",13.517,47.0165,16.0036,12.8926,7.6705,18.0952,73.0022,17.0684
"SPCS2",32.0158,25.9342,24.8389,24.3482,22.1255,23.9541,30.4243,21.2614
"USP35",19.8398,17.1362,19.1261,13.6184,14.0525,18.459,12.1415,15.4015
"ELOVL4",17.0411,18.8953,19.736,17.1625,21.3583,29.1841,5.0268,28.8727
"FILIP1",1.2559,1.3644,1.1633,1.2408,0.6686,1.7029,1.6017,1.4691
"CASP8AP2",27.8954,25.9726,24.941,20.6018,19.4156,24.8624,30.6044,22.7822
"HMGN3",96.395,83.044,68.0238,85.1133,71.2152,65.8046,88.9283,61.7277
"UBE3D",8.0201,7.0669,6.361,6.3061,7.6425,6.6676,6.687,8.2644
"CNR1",18.3385,37.4744,72.9273,50.8404,31.142,45.6379,4.8752,75.4789
"SPACA1",0.2529,0.1951,0.127,0.1736,0.1771,0.1648,0,0.2793
"ANKRD13C",25.8443,30.6642,26.4095,24.981,27.5647,31.4538,31.8674,30.0892
"SGIP1",17.6148,30.4552,25.2678,23.1901,24.4587,31.5252,19.284,34.4871
"PHF3",42.8834,40.4264,34.8811,35.7554,30.3486,35.0403,55.9395,33.8609
"ZC2HC1B",0.8833,0,0.2629,0.6737,0.3666,0.4263,0.4083,0.3613
"ADGB",0.3926,0.0696,0.1813,0.0743,0.1517,0.1294,0.0676,0.1495
"PLAGL1",6.4336,5.4161,5.4941,5.698,6.4014,4.0611,2.3258,5.6327
"FBXO30",15.3678,15.7252,16.4716,13.1261,10.5618,12.351,14.6734,11.3489
"TNFAIP3",14.3008,13.3974,13.8808,6.7263,14.0773,4.9113,8.7982,3.7307
"AKAP7",17.9138,15.4823,15.2171,15.74,20.5352,16.5576,15.7634,17.1864
"RAB32",26.279,15.5492,14.885,33.5678,7.1034,6.8661,21.1264,6.4736
"MYB",0.6504,0.2361,0.1153,0.7616,0.1608,0.2659,0.0478,1.2113
"ALDH8A1",5.0804,18.2916,4.5853,10.2849,12.5818,11.7375,17.7973,13.9589
"SGK1",60.8418,139.1171,51.4809,40.5127,32.9591,46.2881,168.286,54.4939
"RNF146",66.0208,71.3969,63.4719,67.6181,61.0746,71.0128,82.2224,68.6541
"ARG1",5.0735,2.0974,2.2543,1.367,4.2505,1.6065,2.1699,1.7804
"CCN2",112.3701,49.488,78.1703,11.9546,11.8503,20.0169,27.5971,22.0998
"TCF21",0.0572,0.0883,0.0192,0,0.0801,0.0497,0.1666,0.0842
"PMFBP1",2.8228,2.3618,0.9325,1.5113,1.1949,1.03,2.2079,0.8867
"FBXL5",77.3724,104.9883,103.6228,115.1614,86.5652,98.8522,130.9945,100.6668
"MED28",22.1419,29.8405,24.0161,20.9188,20.9802,26.975,25.9561,23.5248
"SLC16A7",19.3568,8.0013,7.8924,5.9399,8.1019,8.4248,4.5297,8.4967
"RXYLT1",3.2638,4.1934,3.029,3.2815,2.074,2.9649,4.3948,2.3233
"ZNF430",12.1064,11.0596,8.8598,8.5215,6.6448,8.3497,14.008,7.9835
"VAMP8",124.8471,24.9121,19.208,63.426,6.4767,9.1916,26.7043,7.5301
"DCLRE1B",7.1812,7.0515,6.6849,6.8151,4.699,5.6478,7.9444,4.9467
"MYL12B",159.8805,138.4383,149.0596,169.9579,102.9399,144.9441,104.7742,150.2058
"FOXO3",64.6378,59.1692,48.3453,42.043,40.2086,54.1281,46.3302,48.489
"ARMC2",13.0344,15.6729,18.9472,15.1268,17.0906,17.5978,9.6108,22.1251
"GHRH",2.5842,0.9494,0.1236,0.6335,0.1724,0.3207,0.6144,0.5436
"RPN2",314.8261,120.0603,113.8251,133.5299,63.752,84.9053,104.8942,90.5482
"TGIF2",19.2792,6.0478,5.9762,6.7077,2.4482,2.6918,5.9936,2.6322
"CASQ2",2.7791,1.2885,5.714,3.1704,2.0468,0.6121,3.4849,2.0173
"OLFM3",10.3466,27.225,23.6724,22.4902,35.2243,41.1979,2.81,48.7927
"PKD2",31.1212,54.1271,40.355,30.8029,33.5901,32.5231,54.3389,32.7312
"ABCG2",36.9247,34.0045,57.6021,37.4001,34.0764,30.463,31.6776,25.8033
"SPP1",537.7697,1530.4413,642.51,3663.7656,158.5259,274.2157,1987.6285,216.008
"STBD1",0.9537,1.2976,1.0507,1.1615,1.0055,1.1225,0.9983,1.359
"CCNI",196.472,216.7902,250.2501,130.7591,199.8453,211.0359,140.5985,150.7586
"RARRES1",8.1413,5.0677,5.2087,8.1156,4.6969,5.3609,3.7107,4.3142
"MFSD1",32.428,38.5769,31.3122,56.9124,20.5255,23.6776,42.4419,21.1781
"RAB3GAP2",36.3974,28.5473,29.8839,26.3805,25.5808,30.5686,27.2553,30.67
"EEF2KMT",5.4369,3.2453,4.5173,3.9624,2.8205,3.8778,3.5745,2.5204
"PPL",68.0842,15.2813,10.6246,11.1067,14.3052,16.6569,3.3318,13.8952
"UBN1",36.8105,24.1487,20.2298,18.8792,15.6314,20.8194,17.2302,17.1213
"KLF12",20.4111,19.6691,29.5097,19.677,31.3552,24.1588,12.2789,23.6374
"UCHL3",2.8168,1.25,1.2945,2.0093,0.6705,2.0632,1.103,1.9112
"PCDH17",15.2331,41.9938,30.1066,34.1659,16.5542,36.2157,46.1624,33.3418
"HS1BP3",9.3452,10.1759,8.9123,7.2296,5.8243,7.1874,9.4521,6.2767
"LDAH",12.1758,11.8172,14.9875,15.0374,11.2587,12.6809,13.528,14.4166
"WDR35",14.1778,16.7752,17.174,15.671,14.3087,17.0704,21.6428,16.3523
"CCND2",52.3967,78.8319,75.3156,75.7116,58.447,100.6282,41.7788,89.4515
"FGF23",0.4465,0.6201,0.5531,0.4597,0.5212,0.4849,0.1115,0.5917
"ELL2",38.6784,65.2484,35.7334,41.181,25.571,39.8644,88.6678,42.6778
"DNAH7",3.9821,6.1598,9.5903,9.5567,9.1672,8.8584,2.1693,11.6802
"CYP20A1",16.7646,13.6478,12.5731,12.7794,8.6322,9.4943,17.2472,8.3308
"NDUFB3",70.6853,60.4879,58.4757,88.8816,80.7245,92.4921,68.9133,81.6102
"GTF3C3",22.4209,19.2253,14.5141,16.8484,18.0814,16.5727,23.517,16.8775
"SATB2",19.6834,23.1917,23.3138,17.6567,35.6124,31.1969,11.7523,33.0065
"UBE2B",21.1982,23.2651,21.9934,18.0728,15.0351,23.1372,18.9025,20.379
"TRPM6",3.7769,11.2202,5.3648,5.405,4.2108,5.9658,30.3314,4.5251
"GDA",14.3765,43.7649,44.9619,45.3213,32.4676,69.7451,5.0065,88.5792
"KLF9",68.3744,64.2297,49.1216,35.3084,49.9308,54.6135,72.7781,51.6884
"TJP2",5.9292,3.671,2.4035,1.5209,0.7154,1.1633,4.4224,1.2603
"ECRG4",2.345,3.428,4.7521,3.9817,1.3253,2.5197,1.181,2.408
"ITGB1BP1",17.6016,20.3661,20.96,21.9734,22.146,24.6529,16.9335,25.0927
"CPSF3",30.3427,24.9004,22.1536,24.2176,19.591,22.2934,32.1354,19.671
"PIGZ",10.6597,13.1994,11.0156,9.7334,13.6712,14.4339,5.2287,11.1426
"SENP5",45.6454,54.0943,45.7887,46.5771,45.3184,55.3369,52.2295,59.3404
"CCDC92",24.7707,27.2068,31.7261,24.3932,20.2258,27.1469,15.0084,25.4007
"C1orf198",64.9514,173.1,79.7934,64.3292,41.4237,73.11,239.4691,49.9073
"TRIM67",1.9518,3.1103,2.901,1.665,1.7804,2.5679,1.7367,1.7942
"HEATR1",34.7891,23.5319,19.7736,20.7395,16.2102,18.5312,25.7588,20.202
"PTBP3",35.9999,17.8332,18.8201,23.7641,12.5494,16.2035,13.8081,16.5634
"RAD23B",81.8135,68.6761,67.2636,71.8146,53.6498,74.3448,55.2838,68.9848
"FKBP15",26.5496,38.5114,26.8086,29.2637,17.6306,19.5969,43.1815,18.1622
"CTNNAL1",31.6251,16.8727,23.6581,24.8753,21.7944,17.7602,9.332,22.0691
"ABITRAM",17.001,18.3892,18.3324,16.3607,15.0193,19.1861,15.9491,17.5792
"DYNC2I2",41.7384,11.8875,18.2633,14.6995,12.3376,11.8644,9.0102,12.4349
"SET",163.4342,151.6626,123.1965,146.2659,100.7949,142.0042,171.6193,134.9732
"PTPA",51.5972,67.0501,63.0519,67.0722,59.955,80.0771,46.8868,79.9858
"GLE1",39.6205,27.1512,23.2576,24.767,19.3527,24.7534,21.9366,23.0541
"RAB14",80.7673,81.8292,70.4884,61.9786,42.3734,75.683,79.723,61.929
"CNTRL",26.8807,25.7437,19.435,22.7346,18.6555,16.982,28.5513,16.5956
"TRIM32",27.6896,30.2324,33.6889,30.537,28.9776,30.9524,20.6293,31.8516
"FBXW2",40.7057,31.9315,28.1898,26.2234,23.2039,31.112,27.39,28.9317
"PHF19",15.4615,21.8964,11.4007,11.336,8.1352,10.2855,30.4702,8.8226
"NEK6",97.7622,46.6584,63.1288,45.7149,22.2072,30.1454,27.0758,23.6956
"BSPRY",6.7474,2.2211,7.1088,3.4582,1.8482,5.471,0.7486,3.4444
"PPP6C",42.0101,47.7714,45.2261,42.361,30.0515,46.1038,55.8622,44.7391
"NDUFA8",104.1679,109.0424,122.5088,119.2916,127.3313,135.8573,75.4602,132.1918
"HDHD3",9.7967,16.7622,19.1787,17.0176,13.9554,16.631,6.488,14.757
"RBM18",17.6168,16.5185,15.6342,16.1373,12.9333,19.1395,16.3097,18.1736
"SLC46A2",6.0184,2.9858,2.0579,1.9044,1.5544,2.0765,1.5627,1.6342
"HSDL2",57.1093,57.9303,57.1827,57.3275,49.733,45.4124,47.2282,50.0115
"MAPKAP1",32.4963,32.7707,36.0588,37.509,27.8231,29.0582,23.2731,33.3488
"NR4A3",6.0156,6.754,3.4703,3.0312,1.7739,2.4465,1.955,4.1714
"INVS",22.4712,29.0963,20.8176,18.7061,15.5549,16.2789,27.2303,18.098
"GALNT12",9.704,3.0084,2.0919,3.6955,2.6998,2.1364,2.3504,2.3734
"DENND1A",12.167,21.5498,19.9153,14.6119,13.2773,17.6198,11.575,17.3345
"ALG2",28.447,18.3307,17.1276,19.2591,14.8199,17.1116,20.6045,13.589
"CSF3R",34.0148,18.0284,11.8025,17.7106,11.8774,6.5607,18.4774,5.6796
"KDSR",15.0756,23.9576,20.9081,16.0582,11.4773,15.5362,24.7392,14.2304
"VPS4B",29.8942,43.6952,33.7665,36.7552,27.9603,33.7659,55.3078,31.776
"ONECUT2",1.1891,0.9551,2.1035,0.8468,2.9036,0.7237,0.2064,0.604
"C19orf25",11.6587,13.399,11.0834,13.3884,12.7595,12.1389,14.9274,12.8514
"ZBTB45",7.2103,8.2454,6.0471,6.7993,6.9944,7.1458,6.4364,5.5406
"YLPM1",38.8453,43.649,37.3012,28.0763,28.2146,39.3407,36.9473,34.6998
"DCAF4",11.9545,7.6445,7.4197,8.0493,7.1876,10.3855,5.8038,9.935
"PROX2",3.074,2.624,3.6352,4.1453,3.2776,3.485,3.2835,3.2745
"VSX2",0.1394,0.1793,0.4436,0.0957,0.1628,0.212,0.3771,0.077
"FCF1",16.712,13.3384,11.5027,12.8864,10.038,12.3234,19.2356,10.7051
"PGF",3.535,4.1772,3.4475,3.2726,1.3204,1.0237,1.7196,0.8675
"IFI27L2",24.9573,29.1869,34.0844,37.5535,25.2673,31.4954,35.8494,25.8701
"BBOF1",4.9831,3.6047,4.2054,4.0453,5.2694,5.0407,4.2789,4.5065
"NEK9",30.111,26.0293,21.0305,18.978,15.3118,17.8942,25.3175,15.0199
"ACYP1",17.0981,18.2492,16.2169,13.459,14.4947,16.0707,14.8097,16.7562
"IFT43",11.9625,12.0982,9.9371,9.6319,10.8405,11.116,11.5287,11.2045
"NPC2",163.1563,41.3839,41.0083,80.5227,14.6003,15.3875,48.5506,16.6382
"DNAL1",13.063,14.0959,17.1222,15.1288,15.6816,21.3286,8.6226,20.7266
"IRF2BPL",32.0999,26.9418,22.7298,23.785,14.9046,20.1855,14.6892,15.3592
"ACOT2",17.3233,14.971,14.1324,17.5348,16.6278,13.0252,8.7437,12.0746
"LTBP2",28.5927,4.6499,9.3444,10.0799,2.5109,2.487,2.5653,2.3125
"AREL1",32.1109,35.5393,30.4243,30.0784,22.9968,34.0844,31.6258,32.7398
"MLH3",38.9237,42.2164,31.072,29.6906,28.0473,33.7165,54.1748,34.0428
"TTLL5",14.0149,19.5788,13.7615,12.3755,11.0686,12.2127,23.2017,11.8342
"FLVCR2",8.85,4.3647,5.9407,10.0904,0.9605,1.7871,2.4249,1.5935
"ABCD4",18.3849,20.7201,15.6595,14.2387,10.9348,12.1095,19.831,9.898
"DLST",58.8074,46.5019,37.1953,37.7941,27.9752,35.6738,36.4394,32.4475
"PPP4R4",8.8649,21.7209,29.8654,49.2031,14.5209,35.1248,3.0456,51.7006
"TGFB3",16.0149,53.4646,16.6595,18.6811,12.8665,23.0482,83.4906,17.3233
"ZC2HC1C",4.2144,3.5426,3.4349,3.0416,2.8109,4.1738,3.3865,3.0763
"SLIRP",23.3944,22.1324,19.388,30.7992,25.2808,27.3764,27.9179,30.0027
"RBM25",43.8246,41.4115,36.5934,40.0215,37.4067,41.3049,54.1624,42.2819
"ALDH6A1",48.3087,82.8849,67.3557,53.6313,85.3972,76.8231,90.5342,74.4394
"GPR68",12.3568,4.1437,9.0858,4.4073,5.232,6.7094,2.4697,6.1767
"ESRRB",2.2888,0.7483,1.2238,0.7429,0.5633,0.7861,1.3139,0.7185
"EIF2B2",16.9164,14.2561,11.1464,11.0538,12.3081,13.6536,16.8298,10.2603
"NRDE2",9.213,10.7843,7.9193,5.8673,5.6035,7.2628,10.7263,5.8078
"COQ6",4.4849,5.3421,3.762,4.4504,4.2026,4.9353,5.5126,4.565
"ZNF410",3.7253,3.3323,2.82,2.5349,1.9813,2.772,3.4906,2.1584
"RHOQ",25.2719,28.0359,31.8937,30.5796,17.4197,18.2128,27.5015,15.6281
"GPR75",39.6942,57.2186,68.1341,34.2484,36.6905,51.6828,39.509,46.7973
"SUPT7L",34.7613,41.4845,34.6708,35.3223,37.0649,40.4716,41.4661,40.2346
"KLHL29",9.3859,6.6642,7.5536,5.1684,6.0493,6.5577,2.6716,6.2619
"DNMT3A",28.6593,34.1128,29.1579,22.5588,18.338,23.0332,27.5925,20.4197
"TMEM214",34.6358,18.0134,17.8256,14.4914,9.6267,11.9912,13.8748,10.415
"ATAD2B",25.0387,20.7275,16.4716,16.9739,14.5487,14.5799,24.6942,15.1596
"FKBP1B",4.6428,6.8413,6.638,6.4599,5.9171,11.0101,1.4095,11.5482
"ATL2",47.229,23.5844,25.6842,28.3169,28.3583,32.9122,13.1998,34.226
"YPEL5",72.1526,76.1851,74.2246,75.2195,62.464,85.4737,55.8141,85.3679
"FAM98A",24.3198,33.9292,26.9419,28.3219,23.1089,34.2282,43.9781,31.638
"YIPF4",22.807,23.833,19.7568,20.7477,18.3186,24.4589,29.3564,21.4692
"AFTPH",53.4375,34.9271,38.2638,37.2317,37.0708,40.2424,33.7163,40.8751
"LGALSL",18.753,17.4199,20.8519,15.8656,14.1139,20.1961,8.5477,23.3991
"CNRIP1",30.0698,49.2669,50.3397,46.7772,40.5674,64.9472,20.4556,68.0331
"BCL11A",4.3779,4.7552,4.6848,4.6991,6.5368,7.312,0.625,5.8429
"CRIPT",20.8122,24.6265,19.1413,15.5676,13.8349,19.373,24.6561,18.5644
"EPCAM",103.1798,8.4183,4.3491,2.9424,1.2534,1.5798,3.963,3.3473
"SLC17A5",25.4705,21.6092,22.7891,26.2147,17.9879,25.7135,19.4888,23.3003
"OGFRL1",44.237,60.3099,79.5314,67.3576,39.8195,50.8825,55.2416,45.0304
"SLF2",42.554,83.0061,43.711,47.0605,33.8717,43.2235,89.6432,41.3259
"IDE",13.3873,9.9472,8.9311,8.8843,8.556,7.5958,9.2645,7.4696
"TECTB",0.1337,0.1375,0.2328,0.3671,0.1748,0.1394,0.0445,0.1378
"ELOVL3",2.4801,0.3866,0.4026,0.5675,0.2807,0.8488,0,0.8853
"IFIT3",43.131,61.9886,55.2371,49.6471,44.1477,76.0209,80.2312,37.3433
"NKX2-3",0,0,0,0.0346,0,0.0438,0,0
"IFIT2",22.4169,46.8911,32.236,43.3437,22.0419,28.7184,82.497,20.878
"GPAM",15.7892,20.7774,24.5866,30.4525,23.4377,22.0196,13.004,23.5973
"CUTC",31.2356,32.6154,23.0003,28.4937,21.108,36.0112,48.6589,25.4615
"PPP1R3C",54.6156,55.5443,67.8493,99.2516,118.6631,75.5415,50.0957,87.3732
"PYROXD2",12.604,10.3894,7.7474,8.5582,4.7027,5.0373,16.0371,6.4538
"CNNM1",13.9466,16.615,16.7899,12.471,19.5187,22.6583,2.4034,22.2102
"MXI1",34.1098,75.5829,50.2267,46.5095,47.5189,50.5537,101.938,46.4109
"SMNDC1",12.9279,11.1159,10.4432,9.8496,8.0358,10.4023,13.3815,8.4002
"C10orf88",14.9137,13.2353,12.3863,12.0643,8.6999,13.5789,14.4255,16.5082
"HELLS",12.1904,3.1564,2.2837,2.035,2.3812,2.3774,1.9838,2.0301
"PRLHR",0.8408,1.8085,3.1351,2.3217,2.4624,2.4902,0.2067,2.5043
"TCTN3",26.5077,23.6753,24.3305,24.2457,15.3331,20.1358,18.0907,22.3767
"DENND10",11.1888,11.1314,10.6059,11.3998,8.8393,11.5655,11.4252,11.6487
"AVPI1",30.2253,29.7547,26.4401,25.317,35.1549,31.7758,19.8652,31.8875
"WDR11",30.3056,30.6903,29.1246,30.8597,22.1143,27.1049,32.9599,25.2285
"ARMH3",30.587,33.4714,29.714,25.9097,22.9735,24.9742,26.3176,25.1635
"KCNIP2",30.0127,30.1094,35.5908,34.0805,31.525,38.9354,6.778,49.0742
"CFAP58",1.8987,1.4882,4.0364,1.6964,1.9137,1.4401,1.1285,2.108
"GOT1",118.5837,138.9101,182.4175,137.4417,193.9424,238.2419,59.6648,237.6366
"CPN1",0.056,0,0,0,0.0523,0,0,0.0412
"C10orf95",0.0716,0.0737,0,0,0,0,0,0
"SFRP5",3.2408,1.437,0.8606,1.4191,1.1479,1.3106,0.5114,1.6044
"GNA13",45.8914,46.4512,56.3777,49.02,33.06,37.3666,59.8303,32.2822
"HOXB8",13.0424,0,0.0293,0.03,0.0409,0.038,0,0
"KANSL1",35.395,27.7369,20.8786,21.2718,18.6588,14.0108,17.9732,16.0203
"HOXB5",15.3621,0,0,0,0,0,0.0429,0
"CRHR1",0.4164,0.2306,0.2788,0.8574,0.5982,0.7235,0.2132,0.566
"HOXB3",49.8698,0.0581,0.0567,0.0678,0.0132,0,0.0705,0.0104
"HOXB1",0.1693,0,0,0,0,0,0,0
"DUSP1",241.4766,231.3093,181.6518,68.1675,99.0289,38.5055,182.6613,140.1916
"PANK3",44.2293,36.6709,35.8679,36.6134,34.4551,41.8425,41.5653,43.621
"MSX2",3.0278,1.314,3.263,1.1691,0.1325,0.1644,0.6298,1.4629
"TEK",12.6591,18.9028,20.3858,25.0912,13.1093,17.7331,17.6406,26.4614
"RCL1",25.9987,20.9149,20.5411,16.2063,17.2053,17.7291,20.6391,15.6427
"CAAP1",16.3483,9.5904,9.8103,9.7134,9.3895,8.5331,10.0291,9.1438
"EQTN",1.0432,2.8362,0.7485,0.4603,0.9045,1.4242,3.2861,1.0424
"MOB3B",17.127,48.4624,19.6524,11.7563,8.8865,18.0885,61.5288,11.9244
"INSL6",3.3979,2.5592,2.8849,2.3741,3.003,1.3178,1.6661,2.0997
"INSL4",0,0,0,0.037,0,0,0,0
"MLANA",6.1457,5.997,6.373,6.1229,3.6728,4.7899,7.4806,4.5248
"CD274",3.8674,3.4515,4.3049,4.4303,3.994,2.9816,3.4098,3.0737
"IFNA6",1.0222,0.8412,0.8214,0.3742,0.7,0.6512,0.6804,0.7024
"IFNA8",0.8858,0.7087,0.6591,0.2027,1.6543,0.8551,0.0819,0.5797
"GRIA2",97.8953,159.8765,161.5257,174.8717,216.7477,226.1158,105.446,277.3879
"NUP43",33.7306,23.3366,20.0209,19.9182,13.5147,17.4125,26.2443,18.0518
"MTHFD1L",23.8352,27.8166,22.6737,25.7376,14.5233,20.9498,21.0678,19.6553
"LRP11",3.946,3.0893,2.1279,2.397,3.1793,3.0185,2.8621,3.2009
"CCDC170",2.8279,3.2877,3.8652,2.4065,1.2299,2.2212,1.3055,2.2817
"PCMT1",53.7963,69.5194,72.0479,80.7394,62.0641,102.8309,56.0461,108.7029
"PLEKHG1",18.9701,17.3382,18.4797,10.9448,9.9069,14.8021,28.1504,10.3548
"MYCT1",6.7018,4.0722,7.9292,4.6718,4.7989,4.525,4.9408,3.7071
"CXorf21",3.4054,8.033,4.0103,11.5668,1.4255,1.1732,6.0579,0.7781
"MAGEB4",0,0,0,0,0,0,0.04,0
"CYSTM1",96.4328,33.572,46.7808,41.7696,31.6912,30.2223,19.7063,27.5738
"WDR55",9.4179,9.1806,7.7754,7.2363,6.2981,8.2056,7.7452,5.844
"ARAP3",10.9206,8.3862,9.758,6.1788,7.2318,6.6396,4.8472,5.552
"PCDHB8",7.9581,7.0057,4.8678,4.0182,4.0728,3.3903,6.7491,2.4507
"PCDHB10",4.662,10.1829,8.1682,6.0276,6.5896,6.3249,6.1376,7.147
"PCDHB14",10.3951,11.4781,11.3535,8.1077,7.509,10.5832,7.0538,10.2688
"PCDHB12",6.8967,9.4688,11.3093,6.6351,5.7047,9.6241,5.0834,9.8756
"SLC25A2",3.7178,3.5951,1.6431,1.9906,2.083,2.4547,2.2273,1.8066
"TNN",0.8347,0.3435,0.6568,0.9167,0.0779,1.0877,0.1042,0.6299
"MRPS14",35.6935,43.8113,46.4997,44.9646,34.6178,43.6589,59.7034,39.9271
"CENPL",5.3742,3.7003,2.3657,3.6449,1.9993,2.9576,3.4206,2.9006
"TNFSF18",3.2487,5.0668,4.2105,13.8113,3.2293,2.6857,2.6159,3.0477
"SEC16B",0.3566,0.7189,0.7068,0.3329,1.1054,0.6443,0.178,0.525
"GORAB",10.9794,8.1196,7.5385,7.0503,5.6931,5.8241,6.6097,6.3328
"GPR31",0.1539,0,0.2062,0.2113,0,0.0669,0,0.0283
"ACAT2",42.0221,20.2197,18.5817,15.6813,21.1834,27.8476,25.3783,30.1172
"TCP1",104.7839,69.068,69.7631,82.4271,65.17,84.1984,72.0205,90.7753
"TTLL2",2.7739,0.4803,0.423,0.2262,0.436,0.5488,0.2742,0.3842
"SNX19",38.2002,61.2025,42.95,32.0883,28.2176,45.2326,43.0603,39.7844
"KCNJ5",4.3355,7.1323,11.4433,27.1425,1.3232,1.9198,7.4254,1.5525
"MSANTD2",16.6153,14.2992,11.5458,10.3697,10.7912,10.5437,18.1504,10.8834
"TP53AIP1",0.9468,1.0368,1.1453,1.2369,1.0267,1.645,0.4066,1.3267
"TEX11",0,0.1292,0.2523,0.1509,0,0.0818,0,0.0694
"ARR3",5.3551,5.5088,3.8712,2.3392,1.9888,3.4363,4.0001,2.4194
"PDZD11",40.0265,46.3522,49.6664,49.1575,40.3402,49.7718,32.9831,47.7103
"SLC10A7",6.0891,6.9437,4.8572,4.9141,3.0119,3.5403,6.4282,3.846
"NUDCD1",5.3078,5.2747,5.6332,5.8569,6.2282,6.8123,5.1082,7.6831
"ENY2",10.965,14.3271,13.4285,13.8184,12.0782,15.077,12.3113,14.6389
"MASTL",11.0182,8.1292,6.2443,4.9284,4.8913,5.0214,5.5046,6.4333
"KIAA1217",35.2728,13.4605,15.6597,9.8238,14.5186,16.2308,3.5077,14.7877
"LYZL1",0,0,0,0,0.0868,0.0807,0,0
"PLXDC2",34.3934,78.4351,57.1181,93.5831,17.2542,35.9599,80.5736,31.9612
"EPC1",12.3618,14.7976,12.4668,12.0561,10.9164,11.2495,15.1031,11.4145
"IQSEC3",19.1001,13.0378,27.3051,11.3143,18.3727,20.4141,2.0521,15.3538
"CCDC77",11.5884,12.043,6.9066,6.7949,6.31,9.8872,11.2455,6.9391
"TAF12",13.3263,13.292,10.2503,13.9684,13.1165,13.0635,16.3331,11.3364
"ENOX1",14.2842,42.163,26.3101,24.99,24.364,28.7392,38.9882,31.8254
"TNFSF11",0,0,0,0.2642,0,0,0.032,0.0283
"MTRF1",12.2171,8.51,8.5479,8.2921,8.1852,7.7579,8.3877,7.5428
"SOHLH2",0.3441,0.5471,0.5238,0.2577,0.4382,0.4621,0.1562,0.645
"DNAJC15",17.6472,24.434,28.6262,21.8257,24.0145,28.01,21.9113,25.2623
"PROSER1",14.2411,12.0064,8.6423,7.0458,5.523,8.4059,9.7832,7.2614
"UFM1",39.3055,37.6426,33.6843,39.506,26.9274,39.8412,50.9858,39.422
"WBP4",31.4587,39.115,37.7357,39.7703,34.5184,45.3581,46.3398,41.2629
"ELF1",45.109,31.9513,25.7169,30.5084,11.9685,16.8568,44.4339,14.1639
"SMAD9",11.9931,20.6117,18.7552,12.07,6.1973,14.1479,38.041,12.4683
"HSPH1",58.9584,64.1462,68.5329,77.4118,55.3238,84.39,28.911,86.6417
"KBTBD7",11.8633,12.7295,11.9311,13.4806,11.3475,13.954,14.7698,13.756
"ALG5",28.9565,21.6857,16.8323,20.4914,12.9471,17.3715,27.9789,16.6666
"EXOSC8",14.9952,13.8287,10.4987,12.2962,9.9147,11.247,24.851,9.9432
"ETF1",59.8312,58.4472,55.7962,63.0686,41.9237,61.2256,57.6957,59.0593
"TGFBI",18.3652,6.059,10.3716,24.0053,1.1967,0.5449,1.2933,1.0139
"FAM53C",14.1311,24.5758,19.6948,25.3406,18.1419,24.8509,20.2012,26.1696
"SIL1",15.9,20.4114,18.1055,20.8293,11.5121,16.3642,14.9691,13.479
"PAIP2",26.1205,37.9404,34.804,35.905,35.1241,45.8763,46.4903,36.6476
"MYOT",3.4997,6.8939,3.989,3.2456,2.7117,5.822,11.1525,4.1392
"KDM3B",65.0108,81.396,70.8943,58.2031,48.0132,63.5842,69.6972,59.0633
"EGR1",63.2899,85.2559,57.7436,13.33,18.8228,13.9861,47.3596,17.8538
"SERP1",53.844,37.4666,36.7675,46.7184,31.683,38.8667,39.6347,37.404
"PLS1",38.1822,2.1287,1.9719,2.7179,2.8984,2.5064,1.937,2.7248
"ZFP30",18.6533,14.3845,12.9481,12.7478,11.9351,14.4255,14.8733,14.0654
"NR2C1",19.7746,19.705,16.0037,14.8606,17.0039,14.7574,18.5702,15.4594
"UTP20",17.2875,20.7189,15.6506,14.7972,10.8533,13.9249,24.5271,13.1992
"TMPO",19.8346,14.7489,11.6238,12.1871,11.5151,13.1547,15.8034,12.9078
"ARL1",42.0006,41.5832,44.9146,44.8111,36.074,46.8047,32.9432,52.6638
