"","symbol","correlation","pvalue","t-test","group"
"239","BACH1",0.506377945777843,1.96221582654327e-82,20.7535191427271,"Proteome-Phosphoproteome"
"240","BAD",0.149485732047544,4.52178932113329e-09,5.89813181912508,"Proteome-Phosphoproteome"
"241","BAG1",0.540915071039754,1.56136188246867e-69,19.2722038619562,"Proteome-Phosphoproteome"
"242","BAG3",0.735861597856999,6.47064528220805e-235,40.2824785604721,"Proteome-Phosphoproteome"
"243","BAG6",0.462758208598315,4.77414849928927e-80,20.1500486553802,"Proteome-Phosphoproteome"
"244","BAHD1",0.130335083260049,1.46195457577113e-05,4.35396635308668,"Proteome-Phosphoproteome"
"245","BAIAP2",0.725244759423709,1.79533726595155e-231,39.6105573434949,"Proteome-Phosphoproteome"
"246","BAIAP2L1",0.578377135974181,3.4966957001183e-107,24.4372239634412,"Proteome-Phosphoproteome"
"247","BAP1",0.143369136536544,3.41409743599397e-06,4.66953195983942,"Proteome-Phosphoproteome"
"248","BASP1",0.851315804596907,0,61.5314970131188,"Proteome-Phosphoproteome"
"249","BAZ1A",0.445363426355238,2.85075146975964e-66,18.1949063060479,"Proteome-Phosphoproteome"
"250","BAZ1B",0.606619865753398,1.5168795088285e-154,29.8371675358487,"Proteome-Phosphoproteome"
"251","BAZ2A",0.367875481293703,2.07223739630027e-43,14.3353600692586,"Proteome-Phosphoproteome"
"252","BAZ2B",0.238348315090682,6.68764713583227e-11,6.62637848096149,"Proteome-Phosphoproteome"
"253","BBX",0.349658392636644,4.64600884442552e-37,13.1476201315448,"Proteome-Phosphoproteome"
"254","BCAR1",0.447148785932921,7.03360938164364e-66,18.1488468119422,"Proteome-Phosphoproteome"
"255","BCAR3",0.440358968674611,2.45867596995584e-64,17.8939297887928,"Proteome-Phosphoproteome"
"256","BCAS1",0.79746861447049,1.76556740337987e-273,46.4671472061756,"Proteome-Phosphoproteome"
"257","BCAS3",0.311637567002191,4.25034916318108e-31,11.9021984910274,"Proteome-Phosphoproteome"
"258","BCCIP",0.436214225129802,3.21542080157864e-52,16.0486472820956,"Proteome-Phosphoproteome"
"259","BCKDHA",0.574060873917084,7.15066191476564e-120,25.8168506796641,"Proteome-Phosphoproteome"
"260","BCL11A",0.394485379163318,6.29421353755208e-30,11.8661078477519,"Proteome-Phosphoproteome"
"261","BCL11B",0.205646367485127,2.01599969972773e-08,5.67371991376394,"Proteome-Phosphoproteome"
"262","BCL2L13",0.614777175569834,3.67229536708389e-148,29.3316879066803,"Proteome-Phosphoproteome"
"263","BCL3",0.294994170807472,1.26092128138722e-23,10.2534715271628,"Proteome-Phosphoproteome"
"264","BCL6",0.188445321100465,2.33802253087569e-09,6.02830808759161,"Proteome-Phosphoproteome"
"265","BCL7C",0.244599278283114,1.01380142735963e-16,8.43475753549226,"Proteome-Phosphoproteome"
"266","BCL9",0.408438429592955,1.57333469288277e-50,15.6612251183495,"Proteome-Phosphoproteome"
