"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"CHMP7",3202,1131,1742,1426,1249,1362,1221,1522,3033
"DOCK5",2013,6903,4343,1793,2291,1596,2466,2353,2579
"STAR",528,208,272,287,211,283,173,273,438
"PLPBP",3093,999,1567,1508,1125,1599,1376,1353,3459
"ERLIN2",2288,748,1754,1440,949,1153,1995,1351,2062
"SNTG1",5379,2263,3486,3707,3003,3531,2571,3511,4510
"PXDNL",130,53,98,126,93,137,101,98,74
"ST18",1773,6065,3408,1441,1625,665,1469,1314,2255
"RGS20",633,138,534,539,370,752,996,631,462
"TACC1",29135,12420,18020,13580,12312,16056,13527,14480,27540
"GOLGA7",1026,369,953,420,362,401,460,453,957
"PLPP5",869,671,919,964,729,752,1100,796,698
"GINS4",47,23,58,26,23,18,41,37,47
"NSD3",13905,7538,9714,9199,7969,9530,8655,10624,12880
"DNAJC5B",14,0,4,2,2,4,1,6,8
"CRH",341,4,132,57,14,42,18,22,462
"TRIM55",9,0,13,8,3,6,1,2,4
"ADHFE1",210,123,156,233,179,203,353,181,186
"MRPS28",291,90,176,132,97,148,165,154,260
"PMP2",12877,4557,5562,15092,4022,12651,15791,7573,11455
"LACTB2",202,78,160,77,92,110,85,99,183
"PRDM14",0,2,0,1,0,1,1,0,0
"TERF1",2363,1547,2141,2064,1725,1908,1812,2106,2368
"RPL7",13615,4797,9126,6849,6403,7016,3803,8660,13374
"SLC26A7",18,30,6,15,16,18,18,17,20
"PSKH2",5,0,0,0,1,1,3,1,3
"ATP6V0D2",2,0,0,2,2,4,1,2,0
"SYBU",9582,3450,5585,3700,3838,4651,2407,4881,8753
"DPYS",268,49,83,127,66,94,72,107,138
"MTDH",9568,3584,5996,4302,3805,3806,3383,4124,8838
"LRP12",3498,1157,2188,1671,1610,1453,1119,1927,3387
"EBAG9",1416,459,930,660,552,694,496,758,1281
"RSPO2",4427,1060,1162,1315,1480,1461,578,1440,3383
"POLR2K",2860,659,1674,1028,896,1007,544,1210,2924
"MAL2",5917,908,2898,1697,1440,2027,521,2046,5597
"EIF3H",5011,1496,2910,2432,2072,3749,1904,2789,4859
"UTP23",1231,617,1017,904,742,1276,767,932,1383
"NDUFB9",5083,1637,2769,2467,2028,2484,1555,2349,5061
"TATDN1",773,467,677,565,452,508,431,557,863
"FAM83A",2,0,7,5,1,4,10,3,0
"GSDMC",16,0,1,7,4,6,20,4,6
"FAM135B",6265,2545,2990,3508,2915,3220,2501,3202,5048
"ZNF7",1122,761,889,931,734,923,1030,814,965
"ARHGAP39",2338,997,1516,1322,885,2593,2801,1109,1835
"SLC39A4",704,116,279,229,183,396,381,176,476
"NAPRT",211,64,170,113,82,184,272,63,283
"VLDLR",2377,840,1074,655,763,919,331,582,1876
"AK3",2664,1260,1999,1711,1445,1456,2432,1900,2387
"UHRF2",2401,1816,1533,1839,1835,2130,1439,2529,2266
"NFIB",10606,3874,7232,6689,4601,5868,8387,4154,8674
"CER1",6,2,6,1,12,5,1,3,3
"PLIN2",328,231,604,308,262,465,570,513,363
"IFNA5",1,1,9,2,1,13,5,7,0
"HAUS6",1801,905,1823,1078,980,1101,945,1198,1763
"CDKN2B",218,76,149,111,91,122,116,92,144
"IFNA16",0,1,1,0,0,0,3,2,0
"CDKN2A",49,46,34,26,24,23,31,34,25
"C9orf72",3076,1471,2028,1591,2057,1702,1245,2395,2764
"IFNK",54,97,102,93,76,97,88,88,72
"ZCCHC7",3767,1307,2159,1837,1324,2022,1567,1906,2961
"FBXO10",598,295,319,431,306,423,451,274,540
"SIGMAR1",1200,464,728,716,522,580,683,614,1360
"CBWD5",372,496,508,466,530,531,270,515,316
"CEP78",1968,1366,1398,1805,1578,1686,1619,1930,1861
"NTRK2",98543,23964,59249,79328,40277,52669,73398,52159,141372
"IDNK",542,192,502,305,252,278,265,386,482
"SHC3",41756,9245,21775,26511,15601,20601,16171,19879,36447
"AUH",1655,652,1024,769,774,871,582,861,1663
"MFSD14B",2078,835,1404,1074,925,1003,1229,1040,1933
"AOPEP",1923,2116,1576,2115,1640,1814,2133,1536,1830
"PLPPR1",838,301,738,440,348,311,209,300,944
"OR13C4",3,11,2,13,8,9,21,20,3
"ZNF462",4182,2300,3288,3065,2084,2973,4023,2072,3284
"INIP",3408,1313,2257,1322,1313,1551,1276,1490,2978
"UGCG",4336,1250,2443,1567,1690,1744,1177,2070,4197
"ACTL7B",2,2,5,1,2,2,3,2,3
"SNX30",8592,3346,8519,3773,3563,3390,2100,4301,8951
"STOM",3788,1480,4131,2612,2555,2715,6083,4449,3133
"GSN",6501,5395,11293,3596,4389,3051,5185,4588,6129
"MRRF",1387,724,1236,1114,709,994,998,865,1302
"NR6A1",398,275,271,434,204,358,370,287,282
"CRB2",1726,1662,899,830,708,983,3565,691,1477
"OR5C1",6,5,14,10,15,11,10,6,5
"ALAD",3896,1767,2619,1559,1517,1952,2653,1878,3198
"ASTN2",2072,2094,2472,2868,2286,2305,3179,2489,3933
"WDR31",855,249,350,507,303,492,517,508,786
"POLE3",1578,454,1270,666,653,623,416,911,1847
"SURF4",4490,1749,3211,2202,2249,2163,2468,2494,4821
"GBGT1",208,179,132,213,180,279,375,153,125
"SURF1",1113,395,783,389,308,453,477,509,672
"SURF2",644,141,371,215,173,273,181,198,666
"SURF6",2037,904,2009,1180,789,1250,1462,1065,2297
"MED22",1439,708,926,878,784,874,1286,815,1291
"REXO4",1132,605,476,756,628,789,864,742,1438
"RPL7A",15509,5176,10251,8109,8161,8097,7880,9906,16019
"GTF3C5",1601,1004,1150,1081,878,1114,1309,992,1607
"ASB6",2097,900,1327,1108,904,1238,1552,1009,2059
"PTGES2",3957,1150,2329,1501,1363,1776,1573,1452,3698
"NTMT1",613,204,350,279,188,269,275,242,522
"CIZ1",4568,2410,3061,2894,2565,2891,3877,2526,3581
"SLC25A25",3951,1379,2010,1940,1573,1870,2676,1721,4363
"SH3GLB2",10507,4325,6026,5109,3840,5025,4896,4019,9942
"MIGA2",2731,1258,1529,1626,1265,1539,1928,1210,2524
"PTGES",188,54,111,84,93,88,69,45,228
"LCN2",3,0,56,12,2,2,2,0,8
"LRSAM1",3122,1598,1591,2041,1465,2228,2828,1674,2687
"HMCN2",244,91,84,82,103,258,196,68,144
"GPR107",6219,3026,5390,3634,3070,3587,4578,3624,5900
"PAXX",587,302,390,356,278,411,634,259,646
"IDI2",9,13,7,21,11,14,32,10,8
"INPP5E",1828,946,930,1206,886,1293,1974,790,1456
"LCN9",1,5,3,6,1,6,4,4,0
"SEC16A",8943,4414,6041,5402,4755,5209,6021,4507,6832
"DPH7",1006,928,689,998,742,962,1139,694,851
"NOTCH1",3280,1712,3131,1589,1533,1697,4640,1043,3202
"CACNA1B",12889,6284,7304,9626,6930,9676,9610,6931,10742
"NACC2",11178,4238,6511,4389,6291,7630,11821,4837,9006
"PROSER2",44,21,14,17,17,24,52,13,17
"USP6NL",1367,708,1045,928,693,810,1084,799,1366
"COMMD3",272,162,168,145,137,150,108,147,296
"MSRB2",1291,441,878,733,585,726,679,762,1243
"PDSS1",314,212,251,222,168,253,192,227,229
"FAM171A1",9034,3769,4584,4630,3979,4318,6246,4039,7915
"MINDY3",5749,1610,2910,2507,2183,2777,1463,2717,5830
"SLC39A12",1725,394,1170,1758,1069,1210,2769,2146,1172
"TMEM236",17,14,20,10,6,14,19,17,16
"RSU1",1492,561,972,718,694,810,895,806,1510
"ST8SIA6",489,163,237,253,293,279,557,317,500
"PARD3",1796,783,1883,1632,1102,1709,2661,1653,1510
"ANKRD30A",17,14,11,15,8,30,9,15,8
"ZEB1",8546,3042,4750,5847,4377,5424,5567,4969,8035
"FAM13C",2618,1746,2524,1938,1602,1663,1681,1858,2909
"NRBF2",1386,369,654,469,496,482,281,572,1220
"A1CF",10,19,29,25,19,47,18,28,60
"CDHR1",1663,885,1414,982,1121,889,908,828,1767
"LRIT1",1,4,1,1,2,1,1,10,2
"RGR",242,18,709,340,115,308,198,577,639
"POLR3A",6298,2873,3753,3489,3300,3594,2751,3655,5497
"HERC4",6522,3933,3673,4202,3869,4595,4309,4724,6073
"LRMDA",191,128,107,294,136,135,285,293,181
"CAMK2G",19961,7453,10797,10370,10741,7819,8084,11356,19687
"ADIRF",0,0,0,0,0,0,0,0,0
"GLUD1",19155,5296,15561,13964,9351,12329,12188,12605,19535
"ANKRD1",11,6,21,14,19,9,8,17,4
"HTR7",137,49,99,52,61,67,94,103,275
"RPP30",1548,577,899,815,722,749,551,1035,1577
"FRA10AC1",1782,973,1036,1264,1559,1329,1318,1311,1811
"ADD3",16818,6159,13325,12406,8049,9550,16370,10571,14457
"HABP2",142,83,59,43,57,130,61,87,76
"VAX1",153,62,127,100,56,125,70,60,129
"DNAJB12",2365,1080,1838,1410,1128,1309,1611,1279,2252
"EIF4EBP2",8532,2951,7922,5623,4074,5326,8422,5100,7187
"NPFFR1",373,140,531,330,164,159,363,113,409
"PLEKHS1",11,26,11,62,43,87,37,15,8
"TCF7L2",817,404,608,647,465,813,1457,614,570
"MKI67",19,16,51,14,16,37,131,206,20
"CYP17A1",22,11,11,35,19,18,17,24,14
"INA",15914,4376,7884,5403,5461,6718,1540,5033,13570
"FUOM",56,33,67,40,46,52,55,34,70
"LRRC27",1380,669,812,903,693,955,829,761,1243
"MTG1",146,176,114,155,108,152,240,81,107
"NKX6-2",287,724,874,177,193,128,616,164,443
"PAOX",58,35,29,35,17,23,39,14,33
"GSTO1",3165,1085,1901,1103,1464,1190,775,1466,3634
"TAF5",600,301,301,294,260,265,255,289,471
"PPRC1",1516,824,1157,907,648,879,1194,783,1352
"ITPRIP",184,219,216,148,155,176,471,205,200
"CNNM2",3826,2082,2808,2844,2600,2626,2662,2459,3436
"PDCD11",2861,1366,1828,1450,1407,1574,1657,1617,2673
"ADAM12",172,312,187,203,195,431,446,275,144
"RGS10",357,90,213,46,190,113,53,120,263
"BTBD10",10643,2706,5401,3744,3753,4363,2164,4651,10933
"ADM",106,55,209,66,38,652,418,139,85
"GAS2",677,340,524,413,355,518,343,437,700
"SLC5A12",37,13,41,33,26,38,25,65,22
"LIN7C",6106,2201,4809,3555,2961,3720,3128,4131,5965
"LRRC4C",6502,2137,3931,3143,2579,2935,1949,3614,6614
"IMMP1L",329,169,237,314,241,260,212,347,291
"SAA4",1,1,1,3,2,1,0,2,2
"PGAP2",457,349,369,478,426,438,613,381,430
"TUT1",270,113,214,153,140,188,230,176,286
"SCGB1A1",3,2,4,0,4,1,3,0,1
"SYT8",2,0,1,3,1,1,6,0,0
"ZNF214",413,173,314,225,194,300,213,301,374
"ZNF215",176,85,139,170,117,157,80,188,223
"HSD17B12",2117,651,1524,1229,746,1082,1479,1212,2284
"APIP",815,313,649,329,302,469,477,494,730
"PAMR1",2033,297,1022,1253,743,1485,1659,986,1816
"DGKZ",26248,8564,13772,13634,9614,14036,17974,9389,26424
"EIF3M",4319,1433,3307,1921,1924,2208,1303,2654,4496
"TNKS1BP1",3532,1595,2244,2029,1620,2358,3532,1580,3089
"GLYAT",12,12,4,3,7,20,9,4,6
"SERPING1",871,430,797,545,600,789,1940,890,704
"OR5F1",0,0,0,0,0,0,0,0,0
"SSRP1",4638,1729,2801,1833,1806,1946,1881,2106,4055
"SLC43A1",149,163,171,212,195,200,244,140,127
"PTPRJ",6908,2765,3635,2926,2793,3279,3173,3062,5397
"C11orf49",5860,1808,3551,3114,2411,2879,3048,2872,5779
"ARFGAP2",7074,2605,4696,3480,3101,3483,3185,3761,7553
"CELF1",13139,6329,8215,7615,6033,7927,7892,6915,12028
"HIKESHI",1310,539,655,547,582,673,412,682,1402
"CCDC81",96,97,93,125,106,150,211,103,54
"SESN3",23569,6449,17641,13331,12467,10530,11010,13746,19257
"ENDOD1",7874,3621,6499,3932,4139,3241,3717,4329,8577
"CCDC82",3142,2728,3389,3285,3252,3117,2554,3307,2625
"KLHL35",299,194,318,204,145,242,223,195,345
"TENM4",6780,3850,5054,5232,4063,4760,6372,4832,6974
"SERPINH1",362,306,228,880,233,365,1955,356,327
"CAPN5",1821,654,1257,1090,826,1024,1104,770,1409
"INTS4",1050,637,741,774,650,679,753,791,869
"PAK1",29664,7500,15618,9896,8907,10973,3589,13250,32308
"RPS3",6906,2638,5450,4034,3425,3790,3986,5109,7008
"ZC3H12C",2103,1319,2142,1698,1397,1610,2019,1649,1865
"TTC12",580,233,329,486,263,211,524,358,541
"NCAM1",30555,17094,24878,16703,14850,15883,16141,18530,32463
"DRD2",64,30,32,36,48,49,64,35,37
"C11orf52",0,1,4,5,1,1,2,5,3
"HTR3B",1447,267,1017,367,307,639,239,548,1021
"NPAT",2932,1460,2297,1767,1565,1666,1426,2025,2870
"ATM",7996,7325,5443,6310,6933,6406,6849,6645,7202
"AASDHPPT",8276,2291,4476,2658,3009,2942,1247,3791,8190
"GLB1L2",1719,1145,1418,1576,1352,1771,1809,1047,1457
"SLX4IP",801,400,462,586,461,608,746,698,703
"LAMTOR1",2185,627,1637,1049,748,1043,1273,959,2274
"P4HA3",35,34,29,51,41,54,44,46,22
"GRIK4",1033,468,694,895,550,538,1048,662,1342
"ST14",170,44,101,43,42,79,84,109,117
"HYOU1",13053,3659,7260,5007,4374,5372,4914,5454,11987
"GGTLC1",0,1,0,1,0,0,1,0,0
"ADAM33",648,307,103,409,383,415,1125,100,222
"SLC22A8",167,319,201,476,298,439,744,274,187
"KAT14",2588,968,1653,1272,1142,1308,736,1351,3095
"TKFC",947,370,635,477,421,479,536,512,1131
"MTA2",2824,1292,3257,1631,1492,1525,2185,1703,2646
"TMEM138",628,501,506,565,452,558,757,448,489
"FADS1",5959,2901,4049,4248,2460,4863,4500,2933,6328
"TMC2",87,78,96,93,76,105,72,91,48
"ROM1",396,328,619,249,223,600,796,358,348
"EML3",707,501,791,456,475,737,1257,555,622
"INCENP",2327,694,1132,916,912,931,885,953,1959
"ZP1",33,46,41,59,38,49,77,31,18
"OOSP2",4,0,0,0,0,0,0,0,0
"MS4A3",2,1,10,4,5,1,0,1,2
"PLCH2",3967,1374,1755,2589,1210,3649,3143,1071,3183
"CPSF7",3737,2068,2856,2706,1814,2073,3192,2324,3364
"MS4A2",1,2,1,2,1,1,3,2,1
"B3GAT3",2248,732,1334,1032,985,1149,1369,1105,2303
"EI24",3803,1129,2458,1672,1607,1721,1461,1818,4151
"CCDC15",89,80,230,117,74,85,112,123,89
"CHEK1",189,81,139,103,129,121,94,150,168
"FEZ1",17630,7499,11183,6290,6384,6380,4926,6512,17165
"ESAM",794,424,786,481,698,476,1056,553,719
"KIRREL3",4210,1527,2060,1593,1335,2024,1147,1408,2918
"MPZL2",21,37,74,35,86,61,213,85,32
"SCN2B",15070,3802,6077,6787,5060,6439,5826,7469,14579
"SIDT2",2624,1593,1885,1940,1548,2110,2853,1646,2385
"TMEM25",4956,1512,2114,2041,2016,2014,1819,2259,4076
"TAGLN",680,322,455,423,1759,491,765,463,1535
"JPH2",35,26,32,14,72,19,41,22,109
"DUSP15",121,86,183,86,75,78,178,118,115
"COMMD7",1188,362,447,631,473,574,574,509,1134
"C20orf144",69,90,47,100,87,99,315,62,66
"KIAA1755",1200,1499,936,833,1029,956,2226,583,1228
"SPATA25",93,74,62,94,61,82,135,70,52
"OCSTAMP",0,2,2,0,0,1,2,0,1
"DSN1",652,266,482,305,353,334,185,386,651
"SOGA1",6922,4312,5732,4180,3096,4234,6008,2985,5553
"CNBD2",26,9,13,10,12,20,15,9,24
"SPINT4",0,0,1,0,0,0,0,1,0
"CDH22",4668,833,1588,1219,1112,1773,1463,907,2692
"LSM14B",4308,1469,2889,1781,1562,1894,1720,1907,4429
"YTHDF1",2572,1145,1749,1295,1247,2199,1820,1837,2320
"CABLES2",1158,426,764,613,445,610,931,522,905
"LTO1",803,888,658,939,741,946,1391,799,713
"GPHA2",13,12,15,13,8,11,31,4,10
"SLC22A9",151,159,228,272,202,359,157,218,194
"TRPT1",531,195,249,271,201,271,267,176,453
"NUDT22",617,224,297,322,245,367,447,181,567
"FERMT3",126,104,175,87,110,168,320,140,119
"PLCB3",951,387,249,499,430,580,924,373,706
"MRPL49",1920,656,1118,893,817,898,1085,1041,1767
"CDC42EP2",6,13,2,9,1,8,17,3,6
"FAU",3582,1140,2743,1598,1158,1844,1803,1773,3636
"TM7SF2",1677,441,888,735,610,820,859,556,2169
"VPS51",3575,1514,2459,1737,1413,1948,1882,1710,3989
"TBX6",50,48,17,19,27,27,101,25,45
"PPP4C",980,367,587,491,428,464,556,447,851
"ALDOA",721,156,426,228,167,298,384,321,655
"TLCD3B",641,270,317,551,228,500,990,287,361
"DOC2A",4519,1492,2013,1662,1292,2172,1835,1370,4262
"HIRIP3",751,325,574,410,290,380,470,397,818
"TAOK2",8206,2842,5025,4297,3069,4326,4870,3290,7922
"TMEM219",2276,775,1762,1155,951,1116,1711,1165,2318
"HMGA2",1,3,12,8,4,5,24,6,8
"MMP3",4,1,4,0,1,2,3,9,4
"CNKSR2",22815,8524,12278,11754,11206,12138,6990,14129,20258
"CNTN5",2800,872,1344,1241,1139,1531,819,1467,2461
"KLRF1",4,0,5,1,12,0,4,0,2
"CLEC1A",29,33,42,22,32,28,107,29,32
"MKX",973,339,547,584,468,522,400,446,931
"MPP7",3002,759,1105,883,1139,960,556,1254,2618
"ITGB1",3587,2321,2930,2606,2270,2399,4316,2341,3293
"FXYD4",5,7,17,3,3,2,3,2,11
"TRIM48",0,0,0,0,0,0,0,0,0
"OR8K1",0,0,0,0,0,0,0,0,0
"OR5M9",0,0,0,0,0,0,0,0,0
"PCDH15",1206,916,675,1448,926,1136,1281,1118,1058
"CTF1",42,27,34,32,18,27,102,25,37
"CWC15",2544,789,1525,1011,894,1064,740,1317,2277
"FCGR1A",66,47,190,35,87,124,83,140,47
"ARID5B",6614,3956,5581,3970,3224,4352,4114,5008,5582
"KLHL1",84,67,63,99,92,63,50,165,166
"CDH8",6856,1993,3756,2762,2393,3236,1305,3319,6543
"DCUN1D2",2046,1193,1835,1175,1178,1102,827,1055,1610
"TMCO3",2349,1207,1884,1520,1390,1637,1640,1523,2488
"TMEM218",381,231,224,300,289,295,379,373,285
"TIRAP",282,164,150,210,187,228,300,142,182
"EEF1AKMT1",442,123,255,226,157,228,168,235,419
"LATS2",252,249,232,179,166,193,585,143,295
"SAP18",6291,2160,5685,2908,2436,3015,2462,3493,6677
"ADGRL3",19425,7791,12597,12033,9630,11321,9674,12640,20048
"KIAA1328",1219,885,1088,1294,888,1213,975,1013,1122
"FAM124A",1096,1378,1300,703,630,658,730,717,1033
"MIA2",2315,1140,1516,1600,1292,1703,1535,1571,2083
"HNMT",1070,364,587,613,627,431,469,839,1339
"LYPD1",231,46,132,103,68,54,206,71,203
"LYPD6B",113,51,91,99,91,112,76,69,132
"PDCD4",2770,1272,2547,1518,1533,1432,1299,2126,2805
"ADRA2A",284,180,333,320,204,186,338,194,575
"GPM6A",79221,19800,47852,42289,27885,37922,25937,40233,87212
"WDR17",8900,3366,5624,5273,4922,5049,3340,5833,9259
"SPATA4",54,27,30,25,28,41,45,45,46
"VEGFC",55,35,23,70,76,72,79,44,58
"CCDC102B",851,335,657,517,516,627,523,592,774
"CD226",109,116,163,140,148,121,229,181,97
"CNDP1",3093,4442,3702,629,876,329,770,669,3106
"FSIP1",1006,284,553,454,291,571,314,398,794
"DLG2",28013,12927,17208,18294,13874,18593,9413,16048,22372
"CCDC83",6,13,4,11,11,7,14,10,1
"RGS18",42,12,34,9,26,34,23,50,45
"PRSS23",885,500,722,557,906,571,581,593,1024
"MTMR12",4475,2089,3064,2723,2288,2611,2248,2650,4456
"PPP1R1C",96,69,54,111,140,99,68,172,176
"C11orf53",0,0,1,1,1,1,1,0,0
"CCT5",5176,1875,2579,1805,1913,1906,1364,2658,5669
"ATPSCKMT",1095,708,413,867,652,834,1018,837,861
"DOCK1",4194,3483,4258,3127,2134,3358,5340,2409,3953
"DIXDC1",5155,3983,4202,3486,3173,3316,3022,4274,6757
"DLAT",3869,1014,2199,1339,1315,1433,1000,1652,4044
"PIH1D2",132,60,74,88,82,89,92,110,104
"NKAPD1",2491,843,1517,1076,964,1251,959,1276,2403
"TIMM8B",1077,222,617,363,298,458,296,439,1089
"IL18",105,79,100,64,202,91,49,79,123
"TEX12",13,5,15,11,15,21,6,22,6
"PTS",1174,347,772,452,425,498,270,501,1260
"PIP4K2A",7155,8347,13415,3088,3644,3093,3193,3702,7717
"C2orf50",1180,352,539,570,486,514,448,739,730
"FREM2",1820,310,1242,1919,854,731,1445,936,1159
"FOXO1",931,463,944,669,538,651,1544,657,754
"CRIM1",5705,3462,5656,4716,3520,4056,5840,5111,8166
"SEC24D",1183,724,995,850,875,788,980,1214,1434
"ABCB9",2306,1170,1507,1770,1323,1632,2171,1073,1959
"RILPL2",736,296,400,390,310,476,612,365,699
"DHX37",1229,551,853,644,567,711,1091,590,1268
"UBC",34179,11953,22079,14505,11743,13931,12076,16399,33237
"ITPR1",60333,19567,22972,26590,24767,28725,15897,27495,46093
"TKTL2",8,19,6,7,12,9,4,11,8
"PRSS53",97,141,84,208,106,182,354,121,96
"SLC7A11",5518,1255,5929,11095,3196,3401,5052,3751,5405
"NOCT",648,274,441,327,258,318,454,341,828
"ENKUR",481,90,334,352,266,291,229,466,393
"GPR158",12636,3252,6038,4720,4521,4715,2341,5257,14187
"LYZL2",0,0,0,0,0,0,0,0,0
"CACNA2D4",32,51,74,23,37,33,47,43,36
"DCP1B",605,303,472,423,357,380,436,490,614
"CACNA1C",8632,5040,6029,6728,5314,7285,7267,4963,5681
"KCNA6",2416,975,1412,1336,1310,1413,1405,1278,3027
"THRB",16601,5632,7802,7804,6568,8426,4960,8601,14787
"NGLY1",1756,899,856,973,1108,1218,845,1159,1480
"OXSM",371,143,187,144,193,239,132,233,391
"UEVLD",1266,543,1278,687,637,613,802,813,1295
"TMEM86A",531,250,436,340,370,290,328,346,602
"C12orf45",5505,2175,4927,3824,3417,3889,2086,4037,5524
"TMEM263",2306,847,1587,1115,1208,1243,909,1420,2631
"BTBD11",2603,518,1063,857,938,1177,411,747,2273
"UBE3B",5235,2352,2771,3121,2582,3060,3529,3104,4242
"ANK3",48997,27075,33543,25593,22038,24812,18489,24137,41496
"IPMK",1090,404,769,556,537,602,555,522,1069
"RAD9B",87,46,37,41,53,35,70,36,54
"PLBD2",2508,1331,2247,1648,1340,1317,1846,1270,2893
"DLG5",2713,1572,1987,1861,1548,2661,2870,1644,2407
"MAT1A",0,5,2,6,0,4,10,15,10
"SLC2A13",15819,3164,7426,5514,5820,5485,2374,5674,17364
"GXYLT1",1358,710,1216,1076,902,930,1329,1151,1149
"TWF1",2306,805,1739,1210,1027,1192,1288,1278,2169
"DIP2C",7695,4916,5329,4386,3767,4743,4905,4153,6999
"EIF4E",8207,2323,5048,3867,3382,4413,2202,4139,7678
"MAGI1",10700,4095,6923,5559,4417,7017,4462,4904,9829
"TEX30",232,112,160,144,111,211,107,179,263
"CSNK1G3",4377,1498,2774,2095,1836,2165,1522,2179,4498
"SRFBP1",1270,558,959,757,641,747,688,815,1130
"AKAP6",37444,16923,24542,18441,17049,17892,10430,19335,35166
"NPAS3",2865,1238,2562,2435,1597,2478,3537,2098,2380
"FAM177A1",1951,1098,2472,1140,940,1076,1159,1235,2376
"MBIP",852,450,795,558,478,575,440,621,831
"MIPOL1",1291,831,780,1235,1008,1306,1475,1186,1072
"EXT2",5255,2114,3977,2842,2641,2641,2786,3596,4887
"TMEM18",1567,647,1147,1034,899,901,623,1300,1850
"ALLC",2,45,3,146,7,12,2,41,5
"KCTD14",14,10,5,20,8,15,18,13,12
"THRSP",17,22,8,39,24,26,46,18,17
"NDUFC2",2439,652,1424,806,912,959,580,1310,2897
"ME3",3820,1649,2024,2446,1779,2400,1999,2039,3492
"MSGN1",6,1,4,2,4,3,4,3,5
"ADAMTS12",29,12,23,22,25,18,28,28,43
"NUBPL",1001,458,642,561,591,553,433,711,1095
"NEK7",2744,1725,3309,2155,1525,1633,3176,2025,2715
"ATP6V1G3",0,1,0,0,0,0,0,0,0
"FER",5976,2566,3943,4418,3695,4108,4081,4511,5816
"VIPAS39",1291,619,804,830,727,881,790,921,1212
"ANKRD50",4844,1483,3098,2061,1957,2121,1348,2413,5272
"UPF2",4475,2039,2837,2590,2420,2689,1922,3228,3778
"CDC123",2427,715,1423,792,870,896,535,991,2337
"SCLT1",1948,823,1216,1348,973,1266,1304,1231,1643
"CCDC3",2884,1087,1682,1755,1583,1722,2240,2095,2788
"C4orf33",1103,406,634,507,505,471,322,539,953
"FRMD4A",4739,3218,3074,3963,2977,3770,4964,2793,3478
"SLC25A31",3,4,3,3,3,2,4,2,2
"PTPRO",5503,1702,2362,2336,2131,2744,1141,2433,5119
"EPS8",1790,932,1130,1471,1285,1227,2304,1270,1640
"ACAD8",3482,1817,2185,2306,1995,2152,1688,2112,3260
"THYN1",3160,1276,1674,1349,1313,1508,918,1620,2880
"VPS26B",7479,2800,4574,3444,3255,3274,3577,3607,7046
"NCAPD3",1357,929,729,878,757,909,920,890,1115
"VTI1A",3705,1599,2579,2329,1696,2401,1952,1985,3058
"QDPR",4728,6835,3770,2465,1890,1910,2128,2193,4868
"FAM160B1",4262,1492,2279,2053,2077,2008,1731,2525,4184
"ANO4",2697,1705,1463,1526,1193,1173,1209,1358,2566
"TEX9",233,126,249,219,209,245,240,340,190
"QTRT2",657,393,463,481,392,479,378,497,636
"DRD3",13,1,5,5,1,9,1,4,7
"MMAA",895,304,404,431,329,475,350,510,721
"ZNF827",3763,2077,2776,2704,2014,3005,3284,2374,3207
"POU4F2",0,0,0,0,0,2,0,0,2
"EDNRA",362,105,165,212,244,184,441,298,305
"NR3C2",7373,1988,3718,3269,2930,3198,2729,3211,4748
"AKR1C2",344,143,72,135,179,104,103,174,218
"DPYSL4",3106,1323,1922,1684,1324,1851,1971,1131,3259
"VENTX",9,1,10,4,37,4,5,1,9
"ADAM8",145,99,165,173,110,254,380,109,105
"ITIH2",156,161,61,170,182,133,128,106,260
"KIN",983,662,648,821,666,889,766,800,893
"PIGF",330,193,256,315,299,272,267,353,311
"ANKAR",917,486,769,916,601,800,821,745,801
"INPP1",1479,1137,1166,979,676,650,883,795,1509
"MFSD6",12060,4613,8368,5086,6530,4175,2949,7321,12587
"RNF144A",5163,4380,3780,3740,3691,4036,3941,3698,4497
"ASAP2",3797,1496,1845,1901,1305,1752,2597,1361,3226
"ADAM17",2340,1553,1671,1557,1714,2020,1836,1707,1913
"FLI1",444,287,388,291,496,246,831,301,395
"KCNJ1",16,24,35,35,32,24,15,15,25
"TMEM45B",77,38,47,86,46,56,75,53,75
"WWC2",2225,1492,1377,1803,1476,2145,1802,1627,1870
"CENPU",28,18,29,36,30,24,24,70,18
"ACSL1",2221,2518,2966,1174,1398,1252,1692,1569,2714
"SLC25A4",15053,3861,7727,4336,5609,4736,2038,6209,13815
"AMN1",1560,439,863,600,567,705,501,743,1504
"BICD1",5282,2669,3705,3963,2851,3681,3570,3416,5002
"SAV1",1027,558,761,615,531,639,741,656,879
"CCDC122",140,180,190,167,180,84,65,158,205
"SERP2",1871,541,829,756,618,793,506,783,1699
"NBAS",13785,4991,6675,6858,6239,7021,5340,7574,12116
"ZNF385D",4852,1082,2905,2614,1442,2430,1592,2011,4961
"TDO2",91,54,97,120,102,99,83,205,172
