"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"GUF1",3093,1248,2258,2007,1653,1950,1441,2175,2820
"SLC35F4",79,33,51,60,51,49,38,36,54
"GABRA2",15775,4119,10468,12261,7651,9613,10905,6821,13802
"SACS",31109,12234,16680,14297,15348,13521,8591,17846,31064
"CCDC175",158,135,116,139,125,187,114,154,92
"PABPC3",37,15,29,22,18,32,38,13,27
"CENPJ",1028,899,939,1611,1153,1219,1625,979,719
"FBXO4",335,154,466,204,191,204,124,233,374
"TMEM267",555,217,353,282,259,271,250,320,494
"CCL28",132,57,92,70,64,71,70,85,149
"PARP8",3647,1577,2332,2201,1987,2221,2035,2742,3428
"GFRA1",1619,1023,1772,2113,1622,2086,2022,2133,2164
"CACUL1",7672,2744,4315,4112,3494,4279,3189,4149,7259
"DST",98300,79933,70030,73057,64316,90839,96386,81927,90616
"BEND6",4767,1497,2247,1894,1964,1959,1017,2301,4993
"TIAL1",3458,2402,2837,2303,1967,2443,2085,2311,2842
"BAG3",680,363,622,664,385,1554,2995,1711,510
"GLT1D1",2930,895,1891,1300,1245,1383,860,1389,3066
"TMEM132D",5408,1900,2890,2181,1837,3056,1725,1975,4057
"RBM46",4,0,3,2,1,0,2,6,5
"SCHIP1",686,754,667,695,579,673,473,715,582
"MCHR2",1919,495,898,736,629,904,403,662,2428
"KCNE4",154,232,68,83,46,174,575,175,171
"AP1S3",108,64,74,100,70,109,95,70,77
"RABGAP1L",12636,5750,9518,7245,7321,6931,4015,8414,13435
"CCDC74B",157,59,127,159,73,108,153,93,137
"TLCD4",4892,1622,3244,2798,3079,2399,1749,3300,3883
"MZT2B",1223,386,756,459,343,606,548,395,1264
"TUBA3E",7,4,5,10,2,7,9,2,2
"ASTN1",21510,7028,13178,9775,9286,10127,9412,10780,18952
"CFC1B",3,0,0,0,0,1,0,0,0
"FAM168B",21400,6885,14971,9239,9511,9789,7124,11054,21447
"PTPN14",3384,1594,1869,2784,2003,2434,2975,2188,3187
"MGAT5",12094,4919,7162,5110,5254,5161,5478,5962,11374
"TMEM163",1213,384,572,498,545,504,307,500,1039
"GPATCH11",2490,970,1788,984,1168,1168,806,1452,2372
"HSPB8",7047,2141,3501,3424,2575,3589,4915,4667,5299
"GEMIN6",750,286,378,375,349,437,320,373,815
"TMEM178A",2538,1108,1464,1908,1138,1907,1697,1488,2738
"POU4F1",7,0,6,20,9,21,27,10,7
"OBI1",1178,387,808,506,526,497,285,730,1124
"CYSLTR2",363,171,320,271,178,403,918,171,403
"GRID2",1002,540,722,947,593,881,645,739,1120
"ARL11",26,15,14,10,22,17,15,17,18
"RIT2",812,320,545,433,475,395,144,644,1087
"SETBP1",5030,2699,3827,3785,2369,3616,4240,2779,3631
"ARL14EP",2932,892,1842,1310,1469,1330,848,1836,2925
"EPG5",6557,3616,3799,4541,4191,4583,4016,5014,5735
"PSTPIP2",41,22,102,46,45,60,76,64,42
"ATP5F1A",40071,10119,20742,12076,14503,14288,7318,16236,40436
"HAUS1",278,149,175,188,170,215,169,207,256
"C18orf25",4324,1815,2593,2352,2117,2309,1909,2378,3546
"SPC25",46,34,71,43,30,48,29,38,66
"G6PC2",15,20,23,27,14,10,10,22,7
"PDK1",1375,945,1237,1192,972,1973,1221,1026,1389
"PTH",1,0,1,0,1,0,0,0,0
"PDE3B",1512,850,1261,1605,1146,1344,1860,1248,1250
"TCF7L1",77,76,55,106,72,100,342,53,56
"TGOLN2",14250,6591,11542,6839,7497,6659,7843,8524,13755
"SH2D6",43,82,23,34,37,33,45,15,24
"KCNK13",81,35,63,35,35,52,50,46,105
"UHMK1",16484,5814,9125,8574,8039,8042,6257,11061,21196
"ATG10",534,374,563,359,379,471,374,412,611
"POC5",461,372,509,475,340,519,372,392,501
"SPOCK1",15467,8127,15095,8760,7577,6630,4171,9962,17511
"FAM151B",287,203,182,202,206,291,201,209,322
"TADA1",1885,624,1178,712,760,776,466,789,2039
"GUCY1A2",25335,6945,12020,9938,10959,10311,4682,12142,23786
"CWF19L2",2567,1312,1983,1775,1474,1611,1698,1992,2073
"JMY",6972,3222,4825,4256,3519,3876,3141,4495,6300
"HOMER1",12662,2859,5967,4726,4108,4993,3625,4368,10963
"XRCC4",356,123,261,186,150,187,191,193,357
"BOLL",14,12,11,19,25,31,28,14,11
"ZNF547",396,236,208,260,240,292,276,298,332
"ZNF773",475,249,384,386,300,434,284,414,439
"ZNF776",1912,998,1437,1132,1103,1272,1117,1214,1938
"ZNF256",637,362,501,471,340,509,416,473,549
"SUV39H2",657,342,404,449,353,453,444,422,546
"DCLRE1C",935,643,689,916,733,799,983,755,802
"OLAH",22,13,16,40,18,28,59,17,28
"RPP38",239,192,154,195,179,190,207,171,175
"NMT2",2613,1577,1985,2071,1848,1938,1921,2312,2819
"ZSCAN1",270,153,237,177,110,209,328,126,246
"ZNF837",57,33,68,34,33,46,86,27,56
"USP12",5393,1761,4374,2580,2353,2497,2047,2294,6032
"CCDC50",3989,2006,3548,3180,2477,2547,3021,2761,3846
"CAMK4",22610,5134,12658,7139,6975,8994,2526,7592,18833
"TRIM36",3592,1123,1857,1411,1441,1423,471,1808,4232
"ZFP36L2",773,276,452,309,319,368,1365,256,669
"PAN3",2076,1390,1821,1721,1442,1630,1680,1664,1926
"PLEKHH2",653,1101,662,766,741,668,984,846,745
"PFKM",19783,5301,10733,8113,7928,7642,5625,9104,19177
"TMEM123",2955,1301,3039,1755,1610,1093,2532,1983,2694
"GRIA4",15626,3803,6228,5002,4873,6320,2196,4899,11440
"IGSF10",354,191,208,239,185,368,221,177,347
"SPEF2",1554,1021,864,1644,1238,1536,1512,1953,1334
"SPARCL1",182077,43389,137257,88725,78702,66320,69560,107268,179058
"DSPP",1,4,8,0,1,0,3,4,3
"DMP1",3,0,1,2,1,4,2,1,0
"MEPE",82,237,215,565,365,250,148,1129,440
"MBNL1",9102,3666,5374,4337,4219,5137,4345,5011,8039
"CAPSL",8,4,6,8,8,5,7,17,13
"NADK2",3324,1201,2626,2664,1564,1859,2677,1995,3401
"GPD1L",9447,2642,4588,2995,4129,3231,1781,3956,8003
"GJA1",15710,4022,11553,24381,9752,10293,24199,13109,11803
"CCNO",433,76,197,95,153,193,74,51,229
"DDX4",21,28,32,36,29,34,20,30,25
"CLEC4F",9,9,17,7,11,40,1,2,7
"SLC30A6",1367,684,981,884,780,850,888,928,1396
"PELO",1575,540,776,717,677,591,722,845,1653
"RASGRP3",666,1184,834,492,607,315,784,460,922
"SAR1B",5956,2560,4645,2966,2760,2651,2828,3271,5901
"CATSPER3",16,7,10,14,15,15,20,7,9
"GPR180",3077,1266,2018,1731,1629,1439,1288,1993,3392
"TCTEX1D1",265,99,194,177,206,191,102,218,197
"DNAI4",981,323,680,700,423,540,607,450,836
"ANKRD22",2,0,10,3,39,23,60,33,1
"FARP1",9891,4208,7027,8288,7363,8967,9832,9766,12751
"IFIT5",2289,797,1698,1058,1008,935,768,1057,2358
"SLC16A12",8,17,8,6,25,17,8,22,83
"PANK1",1790,613,851,812,842,895,513,896,1738
"PRDM8",2414,1057,1650,1553,923,1305,1496,1311,1896
"BMP3",117,73,83,195,76,65,72,106,202
"HNRNPDL",14209,8186,10566,8430,7047,8739,6887,9051,13633
"HHEX",102,48,81,60,59,47,119,50,97
"UTRN",8066,3864,4662,6931,5971,5766,10688,5111,8370
"GRM1",3237,1323,1831,2204,1606,1910,1391,2517,3231
"PTPRK",13223,6051,8914,6774,5967,5476,4542,7374,11383
"GGPS1",723,326,463,407,317,371,360,415,734
"CNTNAP4",988,542,684,640,732,579,287,740,1073
"ZNF117",1414,800,1289,1699,1172,1626,2382,1794,1285
"RAB3C",35162,6922,16058,13860,13837,15015,2964,17593,42222
"LMNTD1",29,19,19,77,26,33,65,51,30
"MARVELD2",134,55,99,98,78,72,139,80,137
"RAD17",1758,687,1174,832,965,826,598,1096,1973
"MED21",2981,1052,1912,1490,1149,1426,810,1550,2701
"PLOD2",1285,831,1037,1632,1004,2121,2459,1532,1276
"STK32B",177,87,128,127,107,100,100,112,192
"NRSN1",5918,1930,3980,4252,2463,3179,2099,3173,6982
"JAKMIP1",211,84,169,104,55,88,73,87,217
"ZIC1",820,359,620,449,295,533,1571,608,918
"ADGRA3",2797,961,1342,3121,1465,2144,3238,1746,2353
"CPB1",6,81,125,107,20,24,27,99,5
"SREK1IP1",1466,770,1338,1021,786,990,1036,1044,1529
"LGI2",1848,262,761,465,429,549,456,522,2292
"CWC27",2000,662,1200,950,808,980,830,1034,1724
"MR1",380,172,579,404,471,333,787,533,496
"SRP19",1162,650,1028,776,634,764,709,760,1281
"CENPH",76,34,112,57,61,51,37,71,111
"CDYL",3445,1275,2875,1904,1395,2050,1919,2038,3490
"CARHSP1",766,539,801,487,345,540,1250,389,620
"TEKT5",24,24,36,6,31,48,38,15,17
"BANK1",92,52,70,71,53,68,80,108,73
"TXNDC11",1159,549,813,700,584,721,815,671,1012
"DAB2",434,315,308,375,514,298,456,432,564
"ACMSD",67,86,68,113,97,100,103,68,32
"ACOXL",85,36,69,91,37,90,81,54,128
"BCL2L11",283,239,206,239,205,226,446,258,264
"ANAPC1",3227,1439,2086,1732,1720,1569,1156,1919,3436
"CAST",5427,2773,3387,3365,2712,2875,3500,2797,4108
"SCOC",11896,2587,6837,3990,3906,4858,2172,5095,13093
"CLGN",679,179,385,319,345,186,84,383,386
"CETN3",661,226,527,451,291,455,460,488,652
"SMARCA5",13238,4970,8081,5951,5083,6368,5175,6639,12206
"SYCP2L",278,166,192,298,177,286,246,253,191
"BMP6",240,144,123,153,166,136,185,175,306
"RGPD3",61,30,42,34,60,25,49,62,50
"RASSF3",774,277,442,332,318,307,433,229,954
"HNRNPU",25591,13495,17961,15538,12841,14775,16483,15946,23070
"RANBP2",26831,10164,11780,12274,12902,12421,10189,14859,23895
"AHCTF1",6118,3334,5008,4063,3572,4294,3988,4532,5836
"MERTK",2219,747,1268,2414,1583,2078,3877,1418,1671
"TMEM87B",1441,591,801,803,826,741,869,863,1723
"OR14K1",0,1,2,3,0,0,1,0,0
"PTPRR",2140,839,1341,1189,989,1194,727,1367,2860
"NR4A2",179,364,281,487,253,97,348,417,902
"CCDC148",609,205,416,340,272,386,265,405,556
"PLA2R1",773,579,360,1029,716,890,758,680,534
"RBMS1",1143,702,958,949,813,911,1420,912,1112
"SCN3A",5607,3948,4374,4897,4495,4874,3709,6052,6317
"FEZF2",138,201,378,501,247,221,744,314,726
"CD96",14,3,21,8,8,11,113,6,10
"SLC25A27",4291,2273,3362,2274,2832,2325,1581,3115,4434
"ADGRF1",2,3,3,2,1,6,10,6,2
"ADGRF4",7,4,2,10,6,9,20,11,7
"FRMD1",0,1,0,0,1,0,0,0,5
"CYRIB",9154,2833,5291,3268,3504,3426,1608,3944,8482
"ASAP1",7861,2997,5055,4543,3160,4247,4942,3786,6410
"TRAPPC8",5663,2609,2649,3007,2706,3052,2176,3232,5123
"FAM81B",29,39,15,65,42,35,32,44,13
"INO80C",319,191,223,242,178,262,198,209,221
"LPCAT1",3103,1078,1790,1436,1267,1906,2188,1891,2977
"PLEKHG4B",23,19,42,29,35,43,62,22,47
"NMRAL1",1559,806,1045,748,728,849,743,846,1822
"UBALD1",592,297,386,371,189,393,749,234,449
"C16orf89",537,169,531,384,243,335,743,345,560
"TMEM251",271,143,171,135,140,156,165,146,249
"ING1",1111,510,742,557,441,650,788,506,897
"TEX29",334,85,61,96,56,157,166,120,134
"SPACA7",0,1,1,0,0,0,1,0,0
"ADPRHL1",1139,348,934,553,395,567,550,566,939
"CMTM7",35,24,40,19,48,42,49,47,30
"FBXL2",4819,1684,2010,2340,2118,2335,1530,2575,5593
"UBP1",5850,2603,3269,3510,2850,3544,2790,3370,4989
"RMND5A",11970,4029,6132,5180,4595,5752,3532,5493,11097
"CD8A",213,63,123,118,87,108,257,98,171
"RPIA",271,175,203,198,152,212,176,199,244
"GOLGA8F",0,0,0,0,2,0,0,1,1
"PTPRD",26168,15117,20453,13712,13034,14099,9872,14216,23316
"LURAP1L",415,190,369,155,215,199,88,169,317
"CNKSR3",408,622,584,352,460,352,713,465,427
"GTF2E1",817,299,420,364,288,395,358,428,698
"CFDP1",1658,621,749,796,732,872,718,876,1647
"TGIF2LX",0,0,0,0,0,0,0,0,0
"ZDHHC7",2319,978,1471,1208,1128,1276,1481,1427,2529
"CIBAR2",2,1,2,1,0,2,2,3,1
"C7orf31",76,25,118,42,59,37,75,59,66
"TMPRSS11D",61,103,89,190,173,144,280,209,46
"JAZF1",2400,893,1723,1159,1162,1266,593,1424,2812
"CMIP",8267,3555,5611,5029,3170,4830,7310,4267,6789
"SPHKAP",3396,1098,2425,2001,1556,2352,1202,2521,6747
"KCNJ16",1553,260,307,999,572,470,579,309,963
"PID1",1720,766,1546,1422,1015,1261,1406,1369,2653
"TRIP12",22013,9660,14902,11505,11704,11867,10139,14027,20055
"FBXO36",595,243,444,311,266,349,437,363,516
"CEBPG",3392,1236,2032,1504,1413,1615,1163,1821,3222
"KCTD15",2454,613,1155,1503,854,1068,1758,734,1800
"ZNF599",209,97,199,134,133,175,225,132,182
"MCOLN2",4,7,43,5,9,9,35,30,16
"LGI4",2237,1003,1862,2216,1481,2792,4205,1819,1623
"DDAH1",13594,3261,8907,8657,5478,8843,9656,8154,14050
"SREK1",4284,3126,3210,4052,3743,3867,3268,4386,3594
"CHD1",2528,1876,2106,2089,1625,2057,2448,2064,2122
"ANKFN1",326,68,153,316,152,230,343,203,217
"DGKE",5786,2267,4228,3091,2837,2557,1681,3316,7079
"HS2ST1",3704,1113,2886,2208,1809,1998,2438,2001,3835
"MSI2",7426,3108,4389,8200,4343,5933,12649,4357,5889
"CACNA2D1",17909,4980,7905,6464,6787,6699,3148,7932,17865
"ZUP1",1109,496,794,669,565,653,513,682,1075
"HS3ST3A1",73,23,53,14,20,29,81,26,37
"GDPD1",2716,1182,1032,1235,1272,1252,831,1279,2215
"NUS1",1904,773,1431,1089,907,1134,739,1124,1868
"SEMA3D",240,191,164,301,307,302,363,517,598
"PPP2R5E",6066,1963,4127,2842,2599,2876,1951,3095,5919
"ASB17",5,7,1,11,4,13,13,7,5
"GRAP",8,3,4,6,8,2,10,6,8
"SLC5A10",3,8,2,6,3,4,11,4,3
"AK5",32481,10482,17466,10969,12080,9858,4404,15534,34184
"CABYR",626,480,395,498,445,490,420,513,579
"IMPACT",1868,570,2083,881,770,988,821,1159,2044
"ANKRD29",1385,507,750,872,753,761,805,861,1058
"SDHAF4",1270,421,698,480,404,639,331,576,1296
"CHST9",227,228,225,433,295,375,563,365,249
"THY1",20605,4927,7545,7364,8038,7480,6282,8143,24909
"DNAAF1",445,348,334,552,310,573,678,379,435
"C16orf74",38,8,52,13,25,32,51,19,20
"TBCEL",1255,551,926,861,754,721,656,833,1420
"JPH3",12611,3359,6001,6596,3467,7364,8291,4082,10969
"ANKH",14144,5374,8042,7199,6079,6594,6002,7228,12063
"OTULIN",1299,947,885,1054,819,986,1389,1077,1165
"UBASH3B",2162,486,1117,779,680,907,691,817,1976
"ROBO4",329,320,272,253,316,276,624,182,335
"ROBO3",552,384,445,1073,660,658,1335,603,534
"PANX3",5,13,3,26,25,13,22,18,9
"TBRG1",5613,2099,3739,2525,2619,2870,1866,2644,5280
"NRGN",23134,4511,10945,8702,5677,11842,10109,6966,19392
"RETREG1",4197,2138,3866,2107,1999,1657,1141,2730,5929
"CDH12",2217,772,1164,1086,990,762,550,1451,2054
"GPR15",9,46,53,9,25,20,18,17,6
"TOMM70",10882,3304,6811,4100,4456,4180,2182,5833,12946
"ABI3BP",146,232,227,249,202,227,492,179,242
"ANGPT1",255,103,66,135,128,105,319,187,229
"PITPNC1",6437,1389,4043,5244,2847,5003,8063,5308,5408
"CC2D1B",1841,1295,1258,1398,1117,1411,1579,1075,1581
"CERS3",23,24,40,46,30,12,45,28,28
"PRKCA",28575,6623,13315,11760,9553,13367,15469,10753,20359
"LRRK1",3633,2705,2486,3461,2513,3883,3499,2320,3147
"CEP112",1533,762,997,1146,897,1302,1382,1183,1276
"GAL3ST2",29,22,58,17,21,28,93,14,20
"ABCA9",932,838,528,1312,1019,1326,1053,682,640
"ABCA6",1251,1125,698,1538,1300,1678,985,1072,814
"ABCA10",1410,992,1120,1509,1420,1687,823,1189,866
"ABCA5",7820,4604,4878,5325,5531,5502,3409,6350,6018
"ENPP3",72,34,35,74,62,55,59,45,61
"C4orf19",279,80,93,107,109,197,387,122,149
"UCHL1",39794,14326,23725,13852,17008,15757,6822,20174,49380
"MIA3",12436,4320,6528,5522,5147,5745,5296,5465,10605
"DISP1",531,458,407,519,456,519,641,555,517
"TNIK",12688,4750,10189,14266,7953,8872,12028,8278,11473
"FAM167A",2203,411,1587,1362,814,1753,2674,865,1869
"NEIL2",2505,840,1745,1034,874,1414,1202,1207,2583
"PGM5",360,115,223,167,244,137,106,122,458
"WNT3A",1,0,8,2,3,4,3,1,2
"OBSCN",4068,1441,1532,3143,1984,3631,2942,1247,2573
"LONRF1",2348,1091,1593,1493,1202,1375,1353,1842,2422
"TRIM11",1008,716,809,756,644,872,1226,654,897
"ENAH",9047,4109,5341,5881,4134,5475,6536,4599,7348
"PPP1R3A",0,1,0,1,3,0,0,1,4
"CCSAP",10875,4037,7383,5134,5197,5296,3946,6111,12058
"ASZ1",2,3,1,2,3,5,1,0,1
"SH3RF1",3449,1305,2331,1715,1175,1618,1924,1413,3823
"GBP5",45,12,23,39,27,25,663,26,41
"BUB3",3529,1495,2600,1538,1621,1591,1210,2078,3454
"GPR26",4792,1591,1784,1719,1828,3025,1211,1623,4780
"CCDC173",114,94,149,188,108,203,84,206,282
"MMP21",59,70,65,88,68,70,66,86,42
"C10orf90",568,1128,1139,434,409,307,525,485,647
"DIPK1A",3932,1380,2125,1530,1667,1399,875,1842,3516
"ATP5MC3",8372,1619,3775,2283,2419,2284,1454,2895,7763
"CNTNAP3B",456,124,147,397,636,77,341,641,233
"MAGED4",6,3,5,3,1,12,8,9,8
"SRSF12",1194,463,977,682,590,769,508,674,1163
"PDLIM3",486,145,226,563,267,353,506,391,494
"SORBS2",8190,3945,5975,5619,4664,5648,5065,5041,6349
"ELOC",2651,667,1634,1026,884,1125,657,1083,2330
"LY96",35,19,41,29,34,29,85,56,40
"PSMA8",2,0,2,0,1,2,1,0,2
"TMSB4Y",107,58,125,0,0,51,0,0,133
"CXADR",2490,974,2334,1195,1205,962,683,1177,3307
"BTG3",306,178,278,119,134,129,102,195,279
"C21orf91",878,871,1857,324,551,288,350,478,1074
"CHODL",46,15,88,8,24,13,15,50,44
"TMPRSS15",2,1,0,1,1,2,3,2,2
"NCAM2",16224,6263,11191,7550,7345,7119,5397,10169,19437
"L3MBTL4",1621,1262,1117,895,791,1116,841,767,1418
"PDE1C",4789,4151,5806,2571,2719,1903,1937,2242,5140
"RABGEF1",216,169,171,148,124,175,242,137,137
"MRPL39",1184,475,613,509,506,611,493,617,987
"JAM2",3574,904,1617,2174,1251,1963,2713,1347,2727
"ATP5PF",2544,555,1196,964,797,900,604,1085,2291
"GABPA",1280,614,908,855,742,736,939,917,1029
"ADAMTS1",718,1694,1287,956,1103,821,2639,1473,2503
"ADAMTS5",333,54,169,211,93,187,79,116,286
"TSEN2",1188,812,812,969,869,980,934,1000,1029
"SLFN13",77,56,34,68,70,19,187,76,45
"WNT7A",953,176,345,359,359,278,536,300,743
"XPC",1229,886,1001,829,714,804,893,835,1123
"CCDC174",1153,687,1034,923,741,798,867,862,1187
"FGD5",730,379,472,389,438,449,585,280,514
"FLCN",3075,3298,1714,3076,1842,3448,3449,2226,2387
"DPH3",2347,703,987,873,710,1006,881,976,2024
"OXNAD1",1959,1024,1273,1349,1161,1238,1431,1279,1575
"PLCL2",6306,1726,3083,2417,2301,2442,1291,2862,6484
"CXXC1",1528,860,882,898,856,1060,1267,791,1247
"SKA1",28,8,14,14,8,6,5,15,25
"PPP4R1",3080,1930,2511,2311,1863,2324,2574,2206,2798
"APCDD1",1843,537,1990,1117,1249,994,2523,782,1691
"PIEZO2",774,4048,1188,406,633,248,663,555,1075
"MPPE1",871,687,713,575,667,637,727,577,732
"USP43",1368,854,811,779,708,887,731,698,1158
"RAB6B",40235,12489,25191,18155,15888,18708,9859,21116,39062
"EME1",15,22,24,26,18,14,25,27,24
"EPHB1",2374,694,859,1219,863,1301,1992,622,1904
"ACSS1",4812,1455,975,2881,2478,2764,5946,1313,3740
"ANKRD40",6256,4375,5240,3801,2662,3216,5523,3156,5551
"ZNF18",698,464,619,418,388,538,490,372,634
"CA10",8883,1602,3868,2086,2505,2993,767,2336,7809
"VOPP1",3368,890,1766,1505,1287,1589,1694,1372,3576
"SEPTIN14",3,3,1,3,2,2,2,0,2
"APOOL",1919,826,1508,1219,995,1302,1275,1145,1571
"DKK2",115,81,110,87,151,48,33,186,294
"CYP2U1",1293,732,907,1076,792,996,1127,1115,1245
"RSPH10B",9,8,9,20,11,38,14,9,9
"FBXL18",3306,1031,1613,1822,1094,1894,1918,1366,2325
"CNTNAP5",9061,3075,4244,3692,3401,5485,2245,3924,6622
"PROM2",263,305,149,237,259,355,470,182,118
"AK9",1675,679,857,877,709,1007,796,874,1476
"ODF1",11,0,8,1,0,1,3,3,6
"KLF10",896,265,468,371,295,290,603,445,1775
"PTPRN2",17363,4984,10098,8899,6277,9310,7728,6957,21203
"AZIN1",17127,4244,11321,6686,6800,7357,4270,8738,19312
"ATP6V1C1",25955,7183,15660,10093,10299,9424,4072,11802,27880
"PIP4P2",2008,502,1221,768,747,802,638,900,1659
"OTUD6B",1066,435,699,632,552,599,565,640,1106
"CDK19",4630,2462,3623,2294,2170,2525,2164,2136,3797
"GTF3C6",1313,361,651,602,460,734,497,574,1134
"TTC39B",5398,1947,2758,3088,3028,3030,2319,3062,4365
"AGPAT5",3972,1115,2412,1847,1575,1844,1606,1682,4037
"MMS19",4675,2564,2132,2935,2869,3112,2867,3040,4576
"OR4K1",0,0,0,0,0,0,0,0,0
"PI4K2A",2324,609,1348,1059,859,1011,1369,1093,2245
"MARVELD1",253,137,144,107,118,201,284,135,262
"ZFYVE27",4013,1787,2706,2222,2140,2228,2129,2286,3726
"GOLGA7B",3722,1613,1646,2690,2215,2685,3413,2613,3200
"GPR78",8,13,30,31,17,10,31,16,47
"TRMT44",1182,956,915,1257,885,1409,1537,942,798
"SLC25A28",1128,652,949,669,707,740,998,897,1049
"HSPA13",8412,2215,4442,2781,2843,2729,1645,3539,9372
"SAMSN1",185,85,128,50,124,119,118,120,115
"USP25",7679,2969,4083,3824,3354,4465,2743,4150,6722
"GRAMD2B",2368,977,1966,2881,1369,1810,3677,1922,2074
"ZCCHC10",766,253,500,337,366,369,302,402,718
"C16orf87",1614,435,1010,814,533,893,506,725,1559
"MOV10",626,451,422,545,467,693,1764,439,531
"RHOC",807,347,810,718,477,759,1116,588,779
"PPM1J",288,89,189,117,88,181,91,73,230
"DBI",3210,1318,1940,3118,1011,2402,2591,1873,3076
"SLC16A1",1772,2068,3668,1529,945,786,3330,5106,1909
"HEATR3",807,547,546,679,621,693,530,577,737
"TRIM74",8,14,7,13,8,15,14,7,7
"NIFK",757,258,510,280,324,346,266,452,771
"OXA1L",2134,831,1332,1140,1082,1175,994,1074,1867
"SLC7A7",136,103,171,98,162,120,158,108,117
"MAGEC1",1,0,1,2,3,0,3,0,2
"LARP1",19754,8579,15033,12135,8355,9973,11597,10240,19056
"CNOT8",2991,1302,2335,1485,1445,1438,1501,1687,2868
"GRIA1",12179,4993,7511,7629,6141,6428,5383,9220,14614
"LRGUK",258,101,170,210,179,206,192,210,338
"SETD9",158,69,67,87,75,68,38,64,89
"MIER3",1791,918,1168,1018,861,882,948,1106,1571
"NUP205",3352,1934,2558,2162,2029,2332,2234,2571,3162
"ZKSCAN2",1527,672,1015,836,638,736,664,861,1385
"C9orf85",521,416,439,462,344,412,567,427,518
"XAGE2",0,0,0,0,0,0,0,0,1
"PIK3AP1",331,155,262,123,309,346,379,336,312
"RBM45",785,508,507,638,532,695,687,652,639
"TTN",8638,7121,6004,9473,9212,10999,13694,10145,4135
"VSIG4",182,141,218,106,267,430,157,671,172
"PDIA4",1886,825,1094,839,687,1062,1383,1124,2045
"KDM8",410,206,249,268,245,241,289,237,422
"PDZD9",74,71,39,102,85,95,95,90,83
"OTOA",31,33,19,94,50,36,62,44,70
"KCTD18",730,402,701,470,447,440,501,565,737
"FAM126B",10879,3874,6350,5177,5356,5298,3045,6319,9677
"FLACC1",355,194,196,397,285,466,527,288,246
"C2CD6",157,122,224,210,185,197,194,205,165
"TMEM237",2113,717,1620,969,1019,932,760,1372,2187
"FZD7",260,64,137,137,113,108,268,204,199
"SPAG17",34,26,31,59,36,38,56,72,18
"DEPTOR",1322,786,1085,715,747,838,466,731,1102
"FMN2",10114,4917,6818,7290,4617,8048,9769,5677,7626
"RNF20",4546,1642,3091,2336,1989,2211,2110,2506,3988
"CYLC2",0,0,0,0,0,0,1,0,0
"PPARGC1B",2550,1296,2166,1978,1455,1703,1894,1458,2564
"ELMO1",8612,4147,5898,3307,2898,3444,2228,2940,7262
"SLC26A2",655,566,1383,493,547,517,1698,816,689
"LSM11",3794,1624,2227,1659,2020,1781,967,2590,4001
"MED7",1119,512,917,626,480,624,464,651,1139
"SAXO1",20,9,42,36,21,15,20,31,15
"RRAGA",5038,1662,2798,1646,1833,1783,1159,2274,5081
"SLC24A2",35443,20371,27638,21663,22601,15523,9529,24976,38934
"TRIM42",0,0,3,2,0,1,0,2,1
"PXYLP1",2472,1070,1464,1333,1287,1211,869,1208,1937
"ADCY8",2157,645,926,938,684,1227,1136,729,1826
"RASA2",2508,1660,1816,2130,1553,1643,2096,2116,2367
"RMND1",1591,658,829,675,803,734,506,949,1389
"RAET1L",4,0,0,2,0,0,1,0,4
"SLA",227,251,492,84,280,286,570,530,446
"TMBIM4",418,191,382,237,199,217,306,293,462
"VBP1",3596,919,2197,1259,1286,1423,794,1675,4079
"RAB39B",2720,956,1763,1012,1111,1078,431,1383,2962
"CLIC2",319,127,292,181,189,178,354,225,345
"AFF2",3069,1475,2571,2122,1614,2181,1167,2601,3478
"MICU3",7414,2163,3169,2859,2626,3164,1406,3261,6361
"GRIP1",1582,884,1142,1197,913,1183,1048,1287,1598
"VPS37A",3041,1224,2295,1608,1492,1604,1522,1780,2658
"KIF5A",101418,55632,62727,67093,50071,73489,101151,59124,84600
"NAT2",3,1,1,2,4,0,6,3,3
"MAGEA8",14,10,2,24,16,12,28,12,5
"PSD3",69733,21392,42606,35312,35703,34479,20788,42641,72188
"CARNMT1",1857,608,739,986,781,994,929,936,1703
"MCU",1371,456,674,603,528,591,494,629,1215
"MIDEAS",3344,1921,3371,1931,1599,2271,3374,1843,2857
"CFAP70",601,410,396,813,656,897,1225,831,504
"GNA14",507,174,347,321,286,533,685,583,395
"FAM161B",2032,727,1161,938,842,935,810,1193,1964
"GNAQ",20460,6746,15688,10792,8875,10073,8860,11054,21355
"WIF1",2572,233,871,1333,523,1529,1081,195,1998
"UGT2B4",0,0,0,0,0,0,1,1,0
"GPR61",1255,678,715,904,779,864,632,824,1137
"MMP16",6669,3819,5336,5741,4325,4274,5389,6623,7108
"ADK",1624,755,1127,1101,896,1010,697,1085,1544
"KCNMA1",26740,11284,16663,17074,14167,15990,13729,15742,24473
