"","C3N-03446","C3N-03450","C3N-03452","C3N-03026","C3N-01197","C3N-02684","C3N-01191","C3N-01365"
"STAP1",8,5,7,6,7,9,4,9
"TIMP2",3299,6498,7498,7235,1313,3480,5524,4137
"RFC1",3662,3539,3639,3807,2073,2871,6017,3119
"TBC1D23",1415,1140,1639,1908,1174,1428,1943,1581
"CUL3",2603,2491,3712,3152,1992,3064,2753,3295
"MYOM2",472,901,1316,718,1110,1045,350,1628
"OTC",5,14,8,4,6,12,14,13
"CYP46A1",668,1353,1560,1902,973,1724,355,2284
"ZZZ3",2321,3062,4382,4489,2836,3428,5617,4161
"SLC18A1",26,48,10,8,15,15,73,7
"USP2",465,796,1020,615,529,686,659,697
"CASR",5,3,3,7,6,2,4,3
"TUBG2",1267,1475,1831,1851,1814,2467,1500,2072
"RPL26L1",228,175,253,315,145,208,176,293
"FLT4",403,373,439,213,104,139,161,118
"NSUN2",3113,1342,2350,1993,987,1374,2179,1974
"FBXO42",1376,1775,2312,2194,1509,2060,1592,2226
"MFAP3",796,876,1326,1211,888,1138,921,1287
"MRI1",198,626,602,538,395,344,698,615
"METTL1",150,87,106,138,43,86,73,98
"HOXC8",78,3,0,1,0,0,1,0
"AGA",487,493,687,814,238,451,1235,486
"PI4K2B",674,204,302,347,182,181,322,215
"BOD1L1",6686,7337,9299,8661,5948,8111,9513,8317
"MAT2B",1969,1170,1805,2027,1581,1705,1484,1942
"TLL1",130,199,304,317,306,442,80,670
"EDC4",1938,1616,2159,1606,1259,1560,1511,1842
"TRIO",16932,11642,16953,14119,9955,12440,5866,14147
"VCAN",14518,14660,14574,14545,6136,8991,24886,9799
"CLEC16A",2657,2475,3498,2318,1939,2217,1842,2289
"MSR1",925,867,1685,4922,101,156,778,205
"CDH1",14418,583,381,386,117,269,397,222
"MTREX",3973,2587,3133,3539,2160,2032,3670,3519
"DNAH5",908,323,964,735,271,459,122,720
"ZFYVE16",4079,9089,7747,7879,4631,6051,20962,6920
"RIPOR1",1216,1349,2172,1409,898,1344,535,1243
"C6",24,16,62,86,4,9,4,8
"RAI14",3012,1153,1280,1073,378,521,1676,547
"SOX30",68,9,5,5,4,11,9,18
"PNKP",682,508,713,765,441,611,599,559
"BEST2",8,9,1,2,5,7,2,4
"PHLPP2",1652,2281,3684,3258,2199,3562,1387,3924
"SPDL1",615,538,588,547,331,460,802,506
"STAU2",1917,2077,3485,2961,2981,3564,1664,3784
"SLC66A1",346,475,546,577,343,472,576,423
"CTNS",1024,730,761,805,381,558,1344,520
"RTN4R",596,558,1038,889,451,730,67,929
"PHF23",559,624,1072,1195,719,912,714,883
"CDH10",551,1110,1851,1469,1724,1857,422,2341
"INPP4A",5302,4539,8398,7404,5224,7221,2110,8545
"RAB27B",784,904,1208,1770,669,2223,109,2724
"PSMA4",1461,1056,1780,2151,1023,1491,1470,1683
"MYO16",484,706,1079,780,734,1282,278,1734
"LSG1",1470,1379,1666,1571,1083,1294,1649,1426
"PARP3",480,503,751,658,559,581,462,515
"TNC",10857,5880,4324,4478,136,1550,3544,494
"THAP3",285,378,391,525,370,404,568,451
"RIPOR3",464,176,442,323,256,337,244,213
"TDP1",591,633,869,823,523,712,618,756
"AIFM2",556,330,420,437,347,315,241,447
"C2orf83",6,20,51,29,4,4,9,5
"SPATA7",745,1143,1147,958,1087,1111,1286,1807
"MED17",447,371,430,522,465,430,459,461
"RETSAT",1260,2134,2936,1814,1080,1640,1927,1453
"CAPG",1526,1187,2377,5174,413,413,1718,618
"AP2S1",912,1092,1560,1966,945,1437,819,1673
"USH2A",170,108,251,126,215,133,154,170
"ZPBP",11,12,28,15,41,19,4,50
"TG",68,165,126,608,46,92,37,168
"ADAM28",1105,1981,2498,3558,401,1064,3393,1037
"BARX2",99,8,25,17,10,9,17,21
"DCUN1D1",1593,1542,2045,2086,1361,1838,2581,2129
"JADE2",2501,3505,3816,3440,2448,4006,4349,3452
"ZIC2",131,181,423,327,161,171,96,140
"LCP2",703,617,1208,988,298,285,743,287
"TRIT1",817,956,1376,1312,930,1007,1230,1313
"ADRB1",232,308,484,402,268,307,73,389
"GUCA2B",0,0,0,0,0,0,0,0
"CUL7",1275,582,1015,1049,646,821,377,935
"CTNNA1",9382,13305,11542,11817,5558,7204,22091,7853
"PHKA2",1106,1341,1600,1053,749,869,1293,897
"CNTLN",751,592,870,889,439,450,730,521
"EPHA3",853,570,1000,1274,664,873,244,1094
"HSPA5",9387,5332,7894,6821,2115,4264,4071,3741
"DSG2",1044,40,50,170,36,15,4,28
"GEMIN8",449,648,743,566,556,661,951,625
"OFD1",1357,1471,1702,1592,1083,1270,2365,1532
"GPM6B",13585,37350,44290,37027,23846,30115,60094,37578
"MAGEC2",43,1,0,0,0,0,0,0
"PREX2",3791,5508,12409,9945,5689,6677,8430,7733
"WDR37",2462,3135,4463,3532,2593,3952,1469,4098
"YTHDC2",3197,2700,3356,2905,2466,2763,2427,3328
"CTPS2",791,897,924,899,517,609,1200,645
"ATP6V1H",2080,3812,5839,6863,3048,5912,1760,7867
"POLR2B",3119,3420,4887,5283,3157,4391,4203,5376
"FAM214A",2509,2088,2177,1602,1116,1512,2628,1651
"ARAP2",5156,14059,11707,9502,8856,10535,25288,11637
"TPR",9363,6713,9677,9386,5829,6923,9657,8124
"CP",1856,2120,1718,1949,135,131,1326,147
"KATNIP",1617,1705,2240,1558,1149,1513,1957,1603
"DTNBP1",540,638,797,1269,435,626,307,1055
"XK",313,519,769,652,453,903,172,1110
"ANO2",417,251,798,351,184,179,263,148
"C12orf4",926,914,1473,1719,953,1299,986,1660
"SCML1",365,334,513,404,301,308,391,360
"WWC3",2347,2237,2498,1935,1520,1472,2537,1501
"ARHGAP6",226,469,427,739,153,361,409,500
"FAM184B",211,274,304,257,267,271,256,327
"MAP4",11490,22673,27041,19316,10337,17155,27660,15465
"GOPC",1560,1507,1811,1993,1386,1790,1995,2283
"ROS1",2976,391,604,74,666,522,40,704
"USP28",1851,989,1641,1497,1337,1263,1185,1438
"HDAC9",976,2285,3107,2711,1895,2024,2731,2911
"TSPAN17",958,783,1282,1489,575,1136,501,1381
"NOP16",267,240,294,231,164,295,174,263
"CC2D2A",1792,1869,2924,2748,1794,1942,2353,2222
"RRM2B",1073,1445,2177,2489,1202,1667,1898,1926
"ZNF800",1251,1243,1412,1304,844,1074,1864,1299
"TNFRSF17",37,19,21,3,17,22,39,13
"SNX29",3080,4295,4870,3859,1299,2268,6148,2021
"LMO3",2279,3955,6456,6879,3533,5947,1503,8923
"MRPS10",950,795,1135,1248,646,1000,891,1291
"GUCA1A",0,1,4,11,2,5,8,7
"RSF1",4942,4892,7040,6467,3829,5619,5321,6115
"VPS13D",16164,15057,24639,17100,12133,16648,14985,18532
"CELF2",7266,8187,13890,10674,6408,10818,3306,12863
"FAM120A",4231,3769,5061,4691,2532,3404,4033,3756
"R3HDM1",4741,4650,7500,6022,6767,6575,2260,8678
"COL9A2",1316,3583,3085,2752,1369,2425,8254,2282
"KITLG",1236,925,1275,1209,1078,1242,416,1714
"ERCC8",783,632,859,909,512,730,853,747
"ADAMTS6",126,169,412,221,195,192,160,223
"H6PD",2773,3402,3597,2714,1028,1672,2899,1369
"VAMP3",1961,2834,3072,3282,1542,2223,6342,1940
"PER3",2287,2047,2017,2496,1687,1765,2439,2065
"UTS2",8,8,2,11,7,10,5,2
"TNFRSF9",10,8,21,22,10,3,9,6
"EPN3",157,61,199,65,179,121,44,119
"LTBP1",1443,1676,3173,2289,660,853,1278,1046
"RCN1",578,291,276,627,132,296,181,388
"ELN",662,778,1860,1008,299,466,1489,349
"RFC2",553,459,587,661,335,406,495,531
"ARID1B",7174,7256,9010,6792,4450,6103,7571,6678
"CLPTM1L",6608,1427,1948,1923,1067,1426,1380,1602
"NEDD4L",6034,4421,8566,5842,4736,6515,1596,8441
"FOXP3",23,20,35,21,14,12,20,16
"PPP1R3F",705,1137,1588,1494,1345,1480,990,1778
"HEXB",1487,945,1704,2580,837,893,1082,1098
"PTCD2",565,991,1261,1064,743,1086,1146,1232
"NEXMIF",1675,1461,2892,2589,1498,2736,276,3667
"JKAMP",1051,1182,1581,1964,996,1275,2085,1594
"DKK3",11639,20288,37583,34621,12583,22061,5135,27761
"ARHGEF5",400,57,84,53,13,17,15,26
"NFE2L3",557,531,531,539,361,501,778,376
"MCUR1",1553,1194,2060,1979,1076,1555,1017,2095
"LIMA1",2095,1640,1495,1469,532,860,2257,918
"LETMD1",1801,1690,2214,2214,1618,1998,1657,2399
"SLC4A8",5824,7632,10905,7771,7701,8863,8832,8291
"LAMC3",1106,429,1014,872,155,220,304,215
"PTGER3",6,58,120,862,33,182,14,625
"TNIP3",14,22,13,17,12,60,4,28
"MAPK9",6711,3694,5631,4623,3602,5709,2267,6728
"COL23A1",147,127,333,442,193,249,30,344
"BCAR1",2282,3284,2216,2450,1260,1839,3532,2101
"FAM160A2",1738,1309,1724,1524,1127,1395,1008,1560
"HERPUD1",4572,2079,4887,3064,1643,2274,2644,2642
"HOMER3",159,221,342,471,132,123,460,116
"RAD51",138,53,54,69,41,57,25,50
"POLQ",992,177,172,230,371,292,42,256
"PIK3CB",3073,2647,3576,2336,1983,3169,1642,3073
"CYBA",1870,937,938,2177,291,301,1091,247
"THOC3",311,189,428,467,164,297,121,431
"HEBP2",1352,506,1312,983,467,573,571,470
"MPHOSPH9",1865,1976,2583,2584,2090,2138,2198,2456
"PLEKHA5",3951,2909,4615,4433,3838,3314,2254,4889
"PRSS8",2719,18,31,31,26,19,35,23
"SIKE1",1106,980,1421,1362,927,1144,1326,1230
"RRP12",1067,1041,1749,1439,992,1272,632,1183
"FNIP2",3869,5775,6744,6764,2771,4339,5980,5037
"MSMO1",1508,913,1181,829,1024,1483,1231,1716
"TTC17",3701,3297,4286,4549,2824,2869,4266,3710
"ALX4",99,67,167,177,75,92,51,84
"FSTL4",1449,1512,2928,1484,1307,1973,86,1717
"FOXN3",4721,2910,4751,3811,2181,2869,3423,2964
"METTL24",109,127,241,191,185,144,71,129
"AKR7A2",705,1094,1766,1806,812,893,1068,1202
"MRTO4",748,769,1081,1075,823,1035,717,1440
"NNAT",725,773,1465,1379,794,1393,215,2014
"USE1",280,318,490,511,362,439,430,442
"MCF2L2",2807,3272,5312,4323,6283,5974,2409,6163
"NRIP2",663,697,815,523,357,407,883,434
"LAMA3",10552,400,1600,961,682,713,400,930
"AP5M1",2463,2720,4157,3844,2798,3648,3260,3908
"ANAPC4",1201,1308,1873,1675,1454,1586,1760,1797
"KCNQ1",293,224,252,304,44,79,196,61
"TRAPPC3",936,1008,1348,1588,877,1147,1070,1304
"THRAP3",5134,5549,7440,7088,4359,5954,6326,6294
"PHPT1",720,763,1099,1361,727,855,853,1000
"ENTPD2",97,246,504,173,69,101,160,133
"LY75",77,31,76,167,35,45,79,41
"ARID4B",3863,4172,4766,4587,3381,3810,7015,4199
"OPN3",86,61,122,93,143,107,49,120
"SDCCAG8",2656,2363,3069,3370,2470,2554,3768,2995
"PTPRN",3215,4543,9592,7734,3869,7548,350,7779
"HHAT",344,369,793,470,363,333,236,382
"KIF1B",22397,41820,58205,38810,25563,50411,46201,46935
"FOXC1",851,125,416,454,103,123,134,98
"TBC1D22A",1562,1369,1758,1675,747,1153,1459,1109
"SYNE2",10864,3068,6374,4933,3332,2917,3152,3533
"PLEKHH1",6753,32691,16064,9198,5064,12121,50350,9991
"ATP9A",12703,26514,36254,26401,16312,32181,17616,33591
"SPO11",1,0,0,0,0,0,0,0
"CBLN4",187,339,648,1251,541,714,43,1037
"CHRDL2",40,15,13,21,13,10,10,13
"FAM168A",7557,11958,17389,13287,7764,11776,10514,12579
"RELT",396,627,518,582,327,296,752,320
"GALC",1684,2291,2699,2970,1516,2129,3587,2215
"NOP58",1218,815,1155,1162,919,1014,943,1170
"SZRD1",1219,1219,1566,1406,585,803,1510,737
"KCNH2",388,457,759,586,414,531,126,571
"CUL1",2608,2697,3792,3520,2290,3084,2864,3675
"FAM114A2",609,676,918,1030,552,673,818,899
"CYFIP2",7402,11802,19501,16726,10008,17165,4420,19479
"TAB2",2998,2879,5512,4089,1728,2584,2703,2556
"GINM1",961,779,1048,1069,542,729,1328,773
"EIF2AK2",4203,4098,6228,4826,2706,6313,4530,4774
"USP36",2727,1757,1971,1324,1274,1562,1906,1406
"KMT2C",19223,16502,20596,15651,8515,12779,18963,13737
"MCOLN3",403,13,22,61,26,31,11,19
"CCDC85A",215,441,623,823,625,688,250,941
"PUM2",6319,5455,7833,5983,4629,6369,5627,7060
"MRPL43",509,626,718,854,545,627,870,609
"ITIH4",41,8,38,25,29,22,22,28
"ITIH1",6,2,11,5,5,4,1,3
"HPF1",305,427,601,550,485,466,665,563
"ZFR",6560,6066,8556,10471,4906,6966,7969,8508
"ZNF280C",434,341,484,373,243,310,311,425
"NPFFR2",128,12,15,37,11,31,3,40
"PHF21B",207,195,376,273,170,221,195,225
"TRAF1",517,1179,847,790,514,625,2563,822
"RC3H2",3881,4346,5869,5670,3382,4953,4725,5654
"IL17RB",453,682,1408,1172,833,741,836,816
"TRAF3IP2",1017,1082,1848,1293,750,857,967,970
"GYG2",286,430,1070,521,200,254,572,297
"DCBLD2",2731,1103,1575,1530,1072,1038,891,1197
"SERPINB3",0,0,0,0,0,0,0,0
"SOAT1",3887,1350,1990,2908,747,860,1612,978
"PKP2",147,143,428,638,180,188,35,335
"MSH4",101,54,63,86,112,82,77,53
"F7",62,18,53,21,52,46,7,57
"GDI2",4098,5094,6566,7358,3553,4576,7048,5656
"PRDM1",609,397,550,385,223,230,236,229
"ATG5",1255,944,1376,1521,1089,1239,1087,1553
"TMCC3",1038,3104,2388,2344,827,1681,5812,1302
"PITHD1",1830,2507,4092,3666,2351,3574,2754,4608
"MTA3",2340,3078,5058,4488,2465,4290,1858,5062
"USP13",1720,1611,1910,1295,977,1417,2095,1455
"ATP11B",3281,2479,3494,3231,1701,2389,3829,2924
"LAMC2",2003,43,59,35,51,61,6,43
"CDK14",2629,3099,5487,4672,5119,6632,1040,7782
"SEC61A1",7144,3897,5218,5349,1713,2577,3444,2748
"PPP1R12A",3528,4341,6567,6395,5080,5732,4194,7259
"RASGRF1",2237,2440,3245,1465,3182,3902,2631,4120
"CAMK2B",4551,5482,10208,8148,6622,9301,985,10662
"CROCC",853,911,1568,1240,967,961,1302,829
"POLR3E",1593,1485,1550,1686,1215,1378,1806,1538
"ATP2B4",15040,13695,17981,27113,4937,14934,5463,18434
"ZC3H11A",41,28,22,31,19,26,27,24
"RIOK2",497,535,741,788,454,600,700,774
"YIPF1",514,611,743,911,435,687,674,858
"NDC1",750,480,768,774,548,692,756,851
"DGKG",1929,3395,4917,4541,2078,4234,1705,4572
"FLYWCH1",1937,2166,2408,2229,1728,1906,1679,2219
"UNKL",960,759,874,1068,577,697,929,743
"TBXAS1",879,1607,1126,1911,335,541,1580,523
"PARP12",1095,488,1026,881,275,516,731,314
"ALDH18A1",1767,1054,1514,1662,915,1018,960,1381
"TARBP1",5241,4055,6136,5156,5602,5429,2892,7984
"GATB",653,1081,1213,1336,1004,1294,1279,1463
"MXD1",1044,1143,1466,1163,1216,972,1471,1093
"CDK17",2454,3801,4956,5286,2526,4123,5873,5752
"DNAJC25",219,159,237,233,168,192,134,220
"SLC2A3",5548,2147,4198,3094,1908,2933,1280,3658
"PSD",2995,4308,7306,10032,6066,7795,839,11070
"CTDP1",605,812,904,883,449,622,1019,556
"YBX3",1627,740,1123,781,410,338,766,500
"STYK1",317,307,521,666,279,653,30,1057
"WNK1",20748,32973,29460,19984,9415,18697,38069,18425
"CCAR1",2573,2225,2889,2935,2064,2338,3117,2627
"OGFR",1243,1141,1572,1847,1462,1674,1363,1503
"GNA15",174,204,135,217,115,106,157,115
"CREB3L3",2,4,9,5,15,13,4,16
"PIGV",445,603,817,722,449,618,741,651
"PTPRU",2153,1087,1479,1373,1024,1568,1093,1603
"SNRNP40",1004,1010,1234,1279,774,1001,1924,1077
"RIMBP2",1368,1647,3428,2697,2317,3203,325,4055
"COL11A1",833,1125,1368,2041,1571,1302,1163,1970
"QSER1",2828,3094,4421,3346,2295,2763,3585,3364
"MPC1",1101,1426,1299,1559,1087,1249,2630,1370
"ACAA1",952,1265,1411,1185,873,983,1308,1042
"BCAT1",1590,1909,3334,2857,2081,2162,1307,2413
"HDAC7",1918,1495,1716,1271,832,977,1381,836
"LZTS1",1066,1684,2635,1964,1069,1982,229,2534
"PRDM6",95,49,106,181,62,55,120,59
"WNT8A",21,19,42,24,53,40,17,63
"SPAG4",497,54,107,103,144,112,35,96
"NCKAP1",8830,9047,16595,13814,8480,13562,5689,17025
"MRPS35",1077,764,1009,1261,942,1200,1060,1515
"GUCY1B1",1577,2750,4736,4261,2839,4919,739,6748
"SFSWAP",2806,3159,3360,2982,2246,2685,4965,2949
"TNK2",2481,3314,4164,4306,4156,4253,3309,4210
"MON2",5705,6770,7246,6202,4523,5491,10369,6501
"CDH3",869,147,162,229,155,176,95,243
"ARSF",49,121,339,264,103,86,32,102
"GPBP1",5059,3762,5063,4929,3423,4462,5729,5015
"DGAT2",1370,134,232,169,228,261,62,330
"ZNF112",858,512,775,755,509,611,873,810
"CS",3428,3189,4760,3640,2649,3660,2369,3728
"LTK",85,64,74,152,118,119,31,130
"MRPS24",13,8,14,20,19,15,7,11
"ELMO2",2726,3574,4493,3393,1871,3119,4238,3514
"WAPL",2722,3394,4293,4659,2542,2979,4404,3833
"VMP1",10334,3451,3123,3627,2279,2235,2887,2703
"APPBP2",2845,3837,4481,4407,2521,3916,5773,4454
"POLD1",566,255,275,325,128,164,326,148
"SEZ6",999,1140,2649,2043,677,1553,414,1595
"EIF4B",5716,8759,10690,12847,6797,8581,11510,10786
"SLC6A16",121,79,173,135,81,123,50,89
"BICRA",334,270,255,218,153,159,250,163
"SPHK2",610,760,845,787,931,755,784,765
"RPL18",4183,3848,5282,6751,3625,3760,5685,4647
"CA11",2431,2575,6333,7811,4488,5262,1089,7946
"ISOC2",340,568,598,885,540,538,678,665
"U2AF2",2157,2164,2890,2923,1627,2172,2673,2160
"EPN1",2695,2880,3700,3165,1395,2549,1459,2545
"MED29",3264,2597,3274,2667,1808,2514,3012,2859
"AHRR",76,19,45,37,12,41,8,47
"GSC2",1,0,4,0,0,0,0,1
"ZNF275",1258,1688,1952,1197,825,1456,1777,1278
"MTMR1",1458,1638,2557,2353,1479,1921,1408,2429
"GPC1",2333,2440,3584,3479,2773,3465,1372,3811
"ADCK1",474,638,621,594,333,510,745,564
"HAGH",1674,1645,2288,2646,1956,2255,1676,2440
"RNF4",1830,1862,2444,2591,1414,1839,1921,2182
"CASP8",1108,348,537,670,175,216,358,253
"LIMCH1",5901,14163,15651,13600,8117,12610,24240,13814
"INTS13",770,910,914,1034,472,629,1838,768
"TM7SF3",1543,1865,2603,2930,1758,1935,2046,2098
"DLX3",16,5,18,4,3,2,1,2
"SPA17",76,42,85,42,60,59,29,67
"TSPAN32",51,61,119,192,54,95,50,85
"CCN5",102,68,134,77,102,96,132,124
"DMRT3",16,28,11,24,22,9,1,23
"ST3GAL6",2175,745,1405,1493,937,927,708,987
"ATP2C2",907,143,211,244,247,301,124,355
"NGFR",316,561,632,472,50,145,292,71
"CDON",645,518,1251,726,906,655,288,1061
"TAF2",1426,1446,1924,2072,1498,1567,2098,2177
"HIPK2",18003,60785,44123,21309,6863,23168,50770,16327
"TNPO3",2783,2312,3508,3545,2199,2742,2649,3254
"BORCS8-MEF2B",2,0,1,1,0,0,1,0
"RFXANK",429,312,449,506,259,273,455,330
"TMEM161A",344,365,476,469,329,342,443,368
"LPAR2",167,128,126,159,105,82,77,68
"CTSA",3932,1567,2267,2682,1355,1491,1170,1586
"SUGP2",5761,6471,9740,8616,7021,7600,5136,9200
"SLC12A2",5530,9338,8671,7128,4480,6356,18719,5514
"SNX24",529,501,827,736,451,528,877,592
"EYA2",121,199,454,363,176,171,102,166
"CNN2",2539,146,238,312,193,89,385,52
"ABCA7",2165,341,647,591,596,424,367,507
"SNCAIP",390,319,589,429,267,325,305,415
"DDX20",584,516,637,803,469,598,455,703
"BTBD1",1925,2147,3325,3915,1926,3056,2696,3849
"FAR2",787,1097,1399,1483,1111,1340,1054,1711
"BCAS1",5517,21287,14579,17992,8214,13366,46329,11823
"POU1F1",8,2,13,7,2,4,3,4
"CHI3L2",822,1664,1224,2685,3,48,474,23
"SBNO2",1710,700,687,648,478,356,694,322
"PMS1",891,979,1116,1208,983,1078,1146,1336
"HMG20B",584,511,642,689,272,340,858,363
"CALCRL",879,871,803,860,331,462,644,574
"TAF11",714,553,769,823,540,632,773,794
"ANKS1A",3057,2511,4079,2641,2546,2675,2141,2846
"AP3D1",4362,4583,5896,5033,2817,4807,3010,4331
"ZNF76",1256,1218,1721,1349,942,1040,1275,1156
"SLC9A3R2",1483,786,1019,974,941,900,650,784
"NTHL1",682,293,384,398,314,364,394,413
"UHRF1BP1",2914,2039,2936,3072,1519,2113,1541,2134
"GNAI3",1420,1421,2292,2688,1361,1481,2013,1745
"IPO5",6617,6496,8369,8157,5092,7265,6429,9400
"OAT",2974,3505,5446,5376,3482,4623,4799,5785
"WDR3",937,994,1318,1312,829,1125,1044,1352
"PKN2",2408,2166,2841,2907,1782,1957,3486,2242
"WDR18",410,391,561,424,270,362,375,338
"TRAM2",1252,496,1044,810,427,461,402,494
"NTN1",642,602,885,654,184,374,533,298
"GLP2R",181,420,1229,675,107,421,24,663
"MCM10",259,34,23,28,17,4,14,12
"DGKA",869,718,1062,1486,666,972,522,1299
"ERBB3",4221,9233,4224,3903,2195,4400,19213,3564
"ROPN1",8,1,4,9,3,7,6,16
"ANKRD44",1774,2965,3160,3449,1530,2163,4931,2343
"KARS1",2073,1833,2540,2778,1607,1951,1917,2455
"ADAT1",1437,1020,1481,1168,822,1112,1131,1098
"PDIA5",850,145,297,175,160,110,73,138
"TBC1D22B",632,574,843,705,422,637,495,683
"NDUFB4",1003,773,1312,1694,1090,1223,1143,1427
"SPEN",7556,9624,9987,6110,3609,7136,8866,6133
"MYLK",4339,5191,8490,4917,2835,3032,9653,3432
"ZC3H15",1821,1727,2540,2869,1677,2696,2079,3178
"MAP2K4",2377,3296,5887,5839,3900,5897,2725,7977
"PACC1",555,2163,1187,1538,637,871,4913,1008
"SNAP91",3940,5193,9515,7494,6728,9204,1067,10582
"SLK",4407,4031,5628,5874,3492,4408,5296,5409
"CYB5R4",1233,1013,1362,1305,991,974,1382,1117
"COL17A1",484,61,91,111,67,73,112,55
"GSTO2",706,800,1295,1092,572,812,1294,993
"SEC61A2",827,1472,1792,1533,1020,1817,1694,2014
"PRKCQ",564,1200,1143,773,372,763,1760,641
"TLE2",663,331,435,495,633,431,655,481
"ASB1",1918,2808,3825,3349,2084,3396,2926,3326
"FAM107B",4854,8296,4299,3368,1668,3399,16525,3228
"ME1",1463,852,1964,1610,697,1171,626,1561
"TBC1D1",1708,2057,3876,3425,1566,1895,1552,2127
"CDK13",4465,4081,5407,5230,3717,4545,5012,5071
"MTHFD2",1046,308,316,570,191,313,458,248
"SLC9A7",2162,3222,5940,5753,2663,5396,885,6743
"FOXJ2",1352,1127,2019,965,522,1000,858,893
"YBX1",3062,3161,4071,5231,1689,2012,4472,2040
"PDE4A",1122,825,1835,750,1029,1478,245,1044
"PPP2R5A",2088,1576,1752,1927,1182,1242,2664,1597
"CTNNA2",3491,4659,11258,10130,9194,10046,2180,12482
"ELAVL1",1552,1597,2122,1610,780,1445,1281,1467
"TIE1",686,757,1377,934,675,867,903,687
"DIP2B",6899,17350,12111,11981,6772,10424,30091,10238
"SMARCD1",1459,1951,2114,1701,979,1556,1697,1758
"KDM4A",842,866,1103,1047,663,825,917,959
"NFYC",1124,1092,1501,1405,989,1066,1078,1248
"ZMYND12",79,116,191,120,97,157,89,150
"SLC9A3",51,40,63,68,34,22,30,29
"NGEF",3168,3861,5978,3459,4044,4737,634,6232
"ASPM",1710,201,118,146,174,55,40,69
"CD84",1574,2770,2730,5958,186,530,2856,550
"ELOVL1",1666,4418,2043,2306,1039,1853,10872,1366
"SPI1",294,488,515,780,141,144,460,122
"POLR1H",156,131,150,181,115,116,163,118
"MPPED2",617,650,1212,728,745,865,324,1151
"CLDN18",9819,76,160,152,51,68,66,63
"ZBTB11",2161,1561,2236,2428,1710,2110,2209,2682
"ATXN3",1185,1240,1870,1710,1084,1517,1531,1629
"GOLGA5",2478,1555,2032,2038,1179,1608,2067,1919
"FGFR2",5586,11731,10700,7922,4895,6174,20330,5212
"LRRC40",671,751,969,990,788,1017,863,1261
"ISOC1",306,324,382,416,235,333,556,405
"EML1",1379,1884,2000,1957,1183,1835,4929,2174
"TRMT11",1635,1164,1625,1624,1815,1478,1500,1950
"THUMPD1",2032,1743,2650,2834,1714,2122,2253,2628
"MSANTD3",401,426,597,540,408,503,433,543
"KIF26A",158,90,325,263,133,127,104,142
"ATG2B",5114,6267,8147,6533,5280,7148,7163,10757
"ARFGEF1",4433,4294,6078,5560,3435,4715,4993,5751
"ACSM2B",2,1,1,1,0,1,2,0
"ZFAT",779,620,1055,916,770,687,624,876
"MTFR1",403,418,539,524,381,373,882,418
"STAG3",1080,2131,1830,944,797,1199,2052,1165
"FECH",985,1824,2064,1858,1385,1793,2796,2035
"MYO9A",5881,6539,10231,9816,6325,8887,7073,11517
"DDX3Y",2510,0,3404,3677,2,2855,1,3357
"PFKP",5901,3997,11600,7442,5499,7725,1644,7065
"IDI1",1813,1338,1623,1367,1421,1978,2040,2324
"SP100",2596,1424,1859,2224,570,905,1793,602
"KLF6",3902,2939,3518,1497,814,1063,1995,1033
"PLPP1",1578,894,1124,1120,544,802,1705,821
"NEO1",4081,8644,8554,6438,3828,6320,13703,5584
"TRAM1",2035,1328,1894,2163,771,1128,2194,1256
"PHKA1",1293,1115,3308,2758,716,662,499,1035
"TNFRSF1A",1739,1218,1429,1659,454,495,816,489
"CACNB1",1432,1488,2736,2475,1788,2838,327,3232
"EVI5",2471,3277,3779,3437,2506,2925,4402,3175
"STOML1",682,1298,1589,2066,1129,1586,860,2262
"PKM",21800,18830,32730,30612,19565,26482,10095,29940
"DHX29",3369,1809,2187,2105,1557,1927,2465,2069
"DNTTIP2",799,1221,2076,2155,1418,1756,1644,2026
"METTL22",797,633,806,580,512,475,598,560
"TP53BP1",5206,6382,10072,8567,5265,7976,5277,9241
"TRO",1239,2221,3152,3212,3100,3484,1734,4047
"RRP15",694,644,830,834,583,798,821,819
"RHOA",5471,6731,9579,10476,4002,5780,9581,6339
"DHX8",3079,2500,3049,2943,1837,2495,2728,2656
"PRKCZ",2040,1454,2153,1840,1449,2026,1331,2532
"ZFY",650,0,1054,1098,0,725,3,865
"IARS2",2944,2125,3165,3254,2030,2733,2935,3143
"SYT1",14054,24759,43172,34362,27341,53868,3008,57676
"NAV3",3612,5840,9542,8049,5632,7850,8627,10836
"IDH3G",1007,1099,1483,1539,1021,1318,996,1360
"ROGDI",575,1135,825,1055,720,951,2130,863
"PDZD4",2998,3861,7601,9036,8629,8084,1320,11089
"ATP2B3",1793,1932,3514,2412,1929,3066,235,2868
"ROCK1",2434,3040,4085,4102,2356,2657,4770,2984
"CBFB",983,1142,889,1292,445,730,2109,798
"PDK3",4683,5562,10831,5801,4434,8004,2124,9780
"HYAL2",772,552,744,753,497,516,499,763
"HDAC4",2386,2942,3495,2631,1857,2384,2159,2454
"RASSF1",408,413,538,704,325,352,697,383
"FGFR3",2984,5213,11054,7900,6283,6391,3075,5566
"IFI35",359,271,452,487,177,324,319,193
"HEATR6",1368,1315,1388,1396,885,1098,2064,1322
"COASY",1603,866,1182,1104,803,950,969,878
"PLEKHH3",531,277,437,390,315,325,262,253
"MEF2A",4456,4831,8754,7352,3101,4548,4721,5360
