"","C3N-03446","C3N-03450","C3N-03452","C3N-03026","C3N-01197","C3N-02684","C3N-01191","C3N-01365"
"DAB2",2686,1404,2444,2924,234,418,939,499
"ACMSD",68,71,121,88,66,87,61,98
"ACOXL",3432,74,80,55,25,59,39,37
"BCL2L11",1331,384,485,508,242,403,637,351
"ANAPC1",1897,1415,2157,1943,1556,1924,1792,2375
"CAST",3429,3759,4768,4361,2206,2653,4171,2576
"SCOC",1067,1500,2264,2205,1412,2437,2165,2487
"CLGN",131,129,218,151,191,136,48,303
"CETN3",266,414,428,549,368,398,765,467
"SMARCA5",3718,5757,6426,6401,4568,5767,9920,6369
"SYCP2L",183,159,180,202,220,187,107,217
"BMP6",146,122,501,295,121,155,179,192
"RGPD3",42,79,74,74,72,46,48,105
"RASSF3",1335,364,854,820,231,341,494,273
"HNRNPU",20911,16345,19667,19942,12161,15881,23639,17857
"RANBP2",10749,9869,15573,14189,9630,12385,11614,14200
"AHCTF1",4533,3194,4730,4169,2992,3777,3319,4503
"MERTK",2990,4217,4661,4404,1933,2159,2568,2055
"TMEM87B",1622,734,1108,1019,411,606,823,709
"OR14K1",3,1,3,3,4,4,0,3
"PTPRR",326,847,946,1864,691,1500,143,2393
"NR4A2",380,457,322,233,101,297,212,442
"CCDC148",134,201,293,318,263,322,278,425
"PLA2R1",706,315,1081,1170,692,397,184,532
"RBMS1",2971,660,1216,1367,769,535,719,683
"SCN3A",1794,2889,4618,4483,3378,3958,966,6256
"FEZF2",106,147,199,143,204,285,55,295
"CD96",115,10,81,107,10,6,24,17
"SLC25A27",1444,2296,2536,2610,2149,2848,2693,3948
"ADGRF1",49,3,3,0,1,1,1,4
"ADGRF4",36,2,6,13,16,1,0,11
"FRMD1",1,0,3,1,4,0,0,0
"CYRIB",2211,2911,3452,4471,2642,3178,3508,3859
"ASAP1",2394,2725,4653,3304,2209,3062,1854,3273
"TRAPPC8",1950,2598,3397,3730,2274,2796,3574,3590
"FAM81B",36,33,70,45,53,39,17,47
"INO80C",165,142,307,205,166,210,191,223
"LPCAT1",13138,1486,2411,2262,938,1227,480,1447
"PLEKHG4B",2495,34,75,70,34,38,33,48
"NMRAL1",1105,1046,1115,1356,963,1030,1318,1111
"UBALD1",323,222,225,282,177,250,276,255
"C16orf89",1118,435,838,1299,461,369,262,408
"TMEM251",192,100,187,225,116,170,183,115
"ING1",560,316,411,528,394,477,282,447
"TEX29",109,41,80,62,97,100,63,59
"SPACA7",1,0,2,0,1,0,0,0
"ADPRHL1",485,219,490,182,385,288,103,342
"CMTM7",158,180,225,410,47,73,260,79
"FBXL2",1138,1183,1812,1527,1366,2069,711,2897
"UBP1",3076,2275,3243,2756,2015,2592,1819,2823
"RMND5A",3112,4295,5161,5749,3864,5046,7086,5918
"CD8A",124,50,114,143,56,73,28,113
"RPIA",374,182,283,265,186,177,177,248
"GOLGA8F",2,0,2,2,0,0,1,0
"PTPRD",8491,22146,17579,12297,11421,15827,34534,18706
"LURAP1L",240,400,200,255,201,201,572,198
"CNKSR3",1176,1287,1121,594,490,827,2130,467
"GTF2E1",536,364,592,563,294,372,487,470
"CFDP1",711,707,1030,1132,726,843,939,1072
"TGIF2LX",0,0,0,0,0,0,1,0
"ZDHHC7",4159,1384,1975,2070,844,1432,1349,1336
"CIBAR2",11,2,5,5,2,2,0,0
"C7orf31",125,131,122,103,11,72,138,72
"TMPRSS11D",121,95,134,191,194,117,104,265
"JAZF1",619,756,1012,973,481,1011,576,923
"CMIP",2972,3414,5021,3045,1360,2886,1387,2736
"SPHKAP",410,922,1492,1163,1120,2192,320,2843
"KCNJ16",751,361,1161,1011,670,430,220,565
"PID1",698,903,1505,1581,728,1594,402,1984
"TRIP12",12513,12829,16466,15583,9298,12805,15842,14916
"FBXO36",228,378,484,411,269,377,479,413
"CEBPG",2909,897,1561,1826,1068,1304,934,1440
"KCTD15",724,895,1556,1121,689,1096,616,1312
"ZNF599",379,239,312,291,145,181,408,209
"MCOLN2",30,29,25,113,23,22,10,7
"LGI4",906,1488,2683,2044,1559,1911,1720,1814
"DDAH1",3972,5196,10849,8038,4914,6170,2795,7607
"SREK1",4985,3092,4270,4178,2941,3401,4769,3740
"CHD1",1950,2129,2726,2770,1642,1957,3127,2342
"ANKFN1",427,368,669,314,172,261,205,317
"DGKE",1223,1363,2206,2037,1799,2297,788,2865
"HS2ST1",1022,1079,1973,2035,1062,1408,616,1619
"MSI2",7391,5766,9365,5756,3808,5263,4513,4548
"CACNA2D1",2145,3978,4855,4942,2930,5213,3459,6940
"ZUP1",498,532,720,717,546,570,687,746
"HS3ST3A1",47,12,80,31,22,9,11,26
"GDPD1",820,648,943,823,859,902,544,1023
"NUS1",774,637,1001,733,356,756,502,818
"SEMA3D",66,263,194,991,92,548,219,606
"PPP2R5E",2307,1716,2534,1864,1179,2048,1255,2322
"ASB17",11,0,2,4,7,2,0,2
"GRAP",26,14,36,34,3,11,2,13
"SLC5A10",18,18,25,21,4,6,18,11
"AK5",3272,9970,11709,10861,5138,13309,11259,16485
"CABYR",505,439,574,383,370,461,520,529
"IMPACT",2863,1029,1699,2181,817,1352,1432,1396
"ANKRD29",4103,249,845,492,540,473,173,598
"SDHAF4",296,349,508,532,355,518,336,611
"CHST9",150,363,332,391,187,280,485,426
"THY1",2776,5686,7608,7432,5741,9993,1188,12192
"DNAAF1",166,223,334,301,335,377,75,502
"C16orf74",48,21,58,58,17,25,22,39
"TBCEL",868,801,1125,998,593,726,1084,828
"JPH3",1437,1804,2881,2975,2694,3602,380,3932
"ANKH",5409,6050,7862,6909,3823,5484,4778,5392
"OTULIN",3149,1289,1442,1800,833,980,1636,1079
"UBASH3B",539,725,1169,1235,843,925,295,1173
"ROBO4",548,687,1289,395,278,286,343,221
"ROBO3",361,556,629,494,633,427,789,540
"PANX3",8,8,8,5,15,7,3,7
"TBRG1",1829,2057,3020,2737,2092,2649,2085,3068
"NRGN",2867,2475,5050,4551,3626,4351,407,5075
"RETREG1",3100,2853,2778,2194,1426,2435,4920,2570
"CDH12",3234,798,1019,1108,947,1043,72,1584
"GPR15",48,55,20,33,16,33,87,58
"TOMM70",3335,3200,4537,4558,2839,4839,2874,5462
"ABI3BP",511,492,737,423,186,163,858,259
"ANGPT1",239,192,362,334,64,141,309,135
"PITPNC1",1632,2445,4497,2884,2194,2551,1322,2611
"CC2D1B",2191,1857,2247,2128,1236,1428,2384,1317
"CERS3",18,31,40,46,15,46,21,51
"PRKCA",8729,9687,17791,11038,5854,9212,5655,10155
"LRRK1",1525,2174,2466,2583,1710,2093,1733,1911
"CEP112",703,566,1173,903,749,763,388,869
"GAL3ST2",14,25,21,17,23,22,4,11
"ABCA9",1125,861,2138,1925,1222,962,2045,1178
"ABCA6",1134,1362,1483,1714,1473,1218,7679,1633
"ABCA10",806,688,1166,1138,1471,1029,398,1135
"ABCA5",2853,3220,4524,4784,4173,4082,3096,5716
"ENPP3",209,43,88,88,54,58,31,80
"C4orf19",599,149,570,339,129,107,131,118
"UCHL1",6951,10553,19617,22978,10530,20051,3027,25276
"MIA3",6270,4308,6630,5732,3743,5386,3958,5735
"DISP1",977,999,948,1102,522,524,942,563
"TNIK",4973,8790,12931,9710,6781,8531,6477,10880
"FAM167A",1255,1196,3046,1974,1254,1147,916,1395
"NEIL2",691,983,1609,1711,969,1479,890,1477
"PGM5",267,422,927,837,251,313,795,373
"WNT3A",20,1,4,1,3,0,0,0
"OBSCN",3772,886,1234,1373,1171,1371,561,1741
"LONRF1",916,1011,1392,1365,1213,1049,912,1486
"TRIM11",1164,502,630,770,502,600,501,707
"ENAH",4567,5150,7803,6623,3101,4543,8115,4384
"PPP1R3A",2,0,0,0,0,0,0,3
"CCSAP",2341,3146,5346,4373,2795,4177,3563,5263
"ASZ1",2,9,5,10,1,6,31,4
"SH3RF1",1747,1919,2169,2051,1340,2128,2215,2129
"GBP5",181,74,141,431,41,35,25,31
"BUB3",1835,1758,2192,2390,1312,1721,3103,2060
"GPR26",1133,331,1720,588,1188,778,106,1120
"CCDC173",107,130,297,149,205,189,166,252
"MMP21",126,100,120,132,63,93,109,101
"C10orf90",834,4116,2269,1733,819,1661,6802,1684
"DIPK1A",870,1638,1986,1608,1018,1712,2648,1872
"ATP5MC3",1528,1647,3090,2952,2134,2578,1624,3304
"CNTNAP3B",326,131,481,729,462,503,80,246
"MAGED4",2,3,8,5,2,4,2,4
"SRSF12",180,268,445,456,292,584,162,640
"PDLIM3",401,504,537,487,282,346,320,352
"SORBS2",2221,3011,4916,5114,2757,4539,999,6206
"ELOC",485,582,884,979,662,910,639,920
"LY96",59,44,84,207,23,24,44,35
"PSMA8",2,0,2,8,0,2,0,1
"TMSB4Y",56,0,92,105,0,84,0,88
"CXADR",1098,1425,1571,1548,645,1245,2005,1548
"BTG3",701,295,308,380,138,214,543,295
"C21orf91",591,1834,816,914,512,1017,5789,869
"CHODL",27,36,35,77,18,13,81,18
"TMPRSS15",6,1,1,1,0,1,1,3
"NCAM2",2935,8074,9312,11614,4267,10023,10961,13521
"L3MBTL4",576,1380,1554,1255,822,1027,1940,1448
"PDE1C",2294,9131,4808,4156,4001,5935,21877,6664
"RABGEF1",181,234,231,172,147,181,274,204
"MRPL39",344,441,618,644,429,579,622,630
"JAM2",1082,1315,3021,1917,1048,1234,1334,1114
"ATP5PF",502,570,870,940,700,786,602,930
"GABPA",543,630,893,907,447,573,1081,664
"ADAMTS1",1359,2047,1992,1176,691,791,3639,1600
"ADAMTS5",138,99,139,122,94,69,83,96
"TSEN2",662,810,907,895,836,963,972,1032
"SLFN13",1794,105,159,188,63,87,127,83
"WNT7A",163,178,618,402,233,403,80,376
"XPC",943,1425,1532,1494,889,1127,2095,1110
"CCDC174",674,913,1219,1068,766,888,1178,975
"FGD5",534,460,1182,651,349,518,299,439
"FLCN",2302,1970,3131,2725,2022,1816,2186,2263
"DPH3",597,646,1057,1007,622,916,932,915
"OXNAD1",1185,1028,1465,1356,1281,1148,1226,1390
"PLCL2",1095,1390,2316,2137,2072,2027,815,2736
"CXXC1",726,979,1353,1326,879,957,1283,1025
"SKA1",54,13,11,13,13,7,4,8
"PPP4R1",2346,2499,3579,3235,2209,2244,3486,2792
"APCDD1",991,2694,3815,3289,1166,1950,2429,1664
"PIEZO2",1106,5672,2205,2276,893,2249,9175,1905
"MPPE1",681,998,924,951,608,749,1243,868
"USP43",684,416,839,569,544,615,127,1051
"RAB6B",5615,9749,15276,12714,7760,16273,1918,17972
"EME1",272,58,47,82,16,39,70,32
"EPHB1",732,1046,2052,1166,815,1042,409,981
"ACSS1",5853,3836,7033,5114,3509,3456,3757,3282
"ANKRD40",3415,5727,6920,5340,2736,3985,10433,3764
"ZNF18",430,579,625,580,449,541,599,577
"CA10",509,1575,1848,2491,1155,2104,707,3739
"VOPP1",1376,1334,2692,2553,1067,1629,1910,2192
"SEPTIN14",0,0,2,1,1,0,1,1
"APOOL",774,911,1125,784,487,810,653,854
"DKK2",94,30,128,300,39,64,15,123
"CYP2U1",646,954,1356,1320,886,1000,1211,1231
"RSPH10B",9,14,7,19,9,12,12,16
"FBXL18",923,922,1218,904,679,970,453,1079
"CNTNAP5",1578,2133,2281,2666,2970,3080,603,4198
"PROM2",125,160,179,178,169,157,192,248
"AK9",782,655,1067,826,804,847,1089,1002
"ODF1",1,0,3,5,4,1,1,6
"KLF10",574,295,635,792,224,511,206,544
"PTPRN2",5060,4112,7875,5370,4158,6946,966,7495
"AZIN1",3845,4976,8123,9424,4264,7151,6036,8601
"ATP6V1C1",3758,5392,9045,8401,5284,9433,2606,11413
"PIP4P2",230,369,454,526,429,456,507,442
"OTUD6B",355,483,559,636,359,516,744,558
"CDK19",2705,5582,4542,3752,1874,3298,9384,3394
"GTF3C6",507,536,801,1014,537,628,837,694
"TTC39B",3016,1128,2206,1398,2141,1799,433,2101
"AGPAT5",1215,1570,2544,2426,1275,1752,2272,2190
"MMS19",3037,3253,4082,3900,2715,3216,3116,3780
"OR4K1",0,0,0,0,0,0,0,0
"PI4K2A",723,849,1186,1363,630,860,624,1092
"MARVELD1",341,157,333,402,124,135,122,152
"ZFYVE27",1641,1898,2499,2399,2089,2192,1648,2781
"GOLGA7B",1155,1289,3297,2209,1644,1965,422,1930
"GPR78",27,14,51,64,20,63,7,61
"TRMT44",1064,896,1048,920,694,844,790,944
"SLC25A28",607,1026,1128,988,714,846,1148,1066
"HSPA13",1499,1638,2657,3104,1581,2522,1573,3272
"SAMSN1",348,462,713,1291,274,181,1001,212
"USP25",2461,2360,3565,4527,2539,3296,2191,4731
"GRAMD2B",1213,2322,3763,1920,1384,1751,2648,1775
"ZCCHC10",175,181,289,377,206,239,315,297
"C16orf87",357,374,577,512,392,481,248,607
"MOV10",1253,726,1073,1006,427,629,656,625
"RHOC",1212,1186,1729,1955,595,747,984,798
"PPM1J",44,50,73,110,87,139,23,164
"DBI",1932,2776,2931,3760,1764,2303,3790,2107
"SLC16A1",967,2517,2109,2179,1214,2451,3042,2243
"HEATR3",939,712,913,1180,493,730,751,967
"TRIM74",15,13,10,5,3,3,12,6
"NIFK",331,348,452,540,291,417,700,477
"OXA1L",1856,1495,1953,2024,992,1264,1464,1399
"SLC7A7",883,527,653,1515,144,226,792,219
"MAGEC1",1,4,2,1,0,2,9,1
"LARP1",6603,9465,12836,7923,4111,9162,5810,8296
"CNOT8",1168,1364,1716,1901,1085,1567,2016,1626
"GRIA1",2749,4995,9642,9475,4414,9145,633,13813
"LRGUK",290,134,286,191,140,195,86,229
"SETD9",205,161,150,107,75,136,307,89
"MIER3",1661,701,964,901,649,748,1134,945
"NUP205",3950,2356,3122,3142,2180,2365,3580,2859
"ZKSCAN2",788,816,1124,853,526,895,913,859
"C9orf85",314,483,545,527,309,504,804,507
"XAGE2",2,0,0,0,1,0,0,1
"PIK3AP1",608,928,1086,2573,325,374,1242,329
"RBM45",496,549,652,799,527,550,893,752
"TTN",12971,7505,10507,10753,11064,7230,7973,11602
"VSIG4",2027,3622,1499,4123,440,529,3043,715
"PDIA4",4604,1668,2007,2593,901,1118,2491,1310
"KDM8",188,240,319,283,169,250,236,233
"PDZD9",67,47,76,64,75,72,59,76
"OTOA",40,17,139,105,27,31,12,41
"KCTD18",576,718,770,939,564,655,1156,617
"FAM126B",3488,2296,4036,3183,2639,3683,1649,4251
"FLACC1",281,228,404,371,277,334,230,413
"C2CD6",209,166,168,260,115,151,379,171
"TMEM237",747,793,1159,1110,882,1073,842,1359
"FZD7",224,176,315,251,111,167,114,127
"SPAG17",112,79,141,76,48,63,36,60
"DEPTOR",1353,1605,1020,866,846,1163,2828,1069
"FMN2",2238,2907,5964,2862,2503,3016,1049,3158
"RNF20",1972,2494,3504,3919,2211,2766,3835,3252
"CYLC2",0,0,0,0,1,0,0,0
"PPARGC1B",1032,1090,1974,1425,1079,1595,453,1516
"ELMO1",3445,8725,6097,4912,3010,5235,13330,5399
"SLC26A2",754,961,1269,2419,374,530,952,639
"LSM11",813,829,1150,1039,1254,1495,339,1704
"MED7",445,485,682,633,445,527,670,646
"SAXO1",24,40,43,29,25,54,24,52
"RRAGA",1404,1711,2308,2210,1208,1888,1708,2059
"SLC24A2",12284,29754,21938,11028,11624,17647,32169,14526
"TRIM42",5,0,1,1,1,4,1,2
"PXYLP1",1433,1118,2484,1461,1191,1356,640,1503
"ADCY8",645,823,2133,1201,856,1020,754,1242
"RASA2",1601,1132,1777,1507,1546,1574,1053,1848
"RMND1",1110,560,900,874,562,724,553,867
"RAET1L",0,1,1,16,0,5,0,9
"SLA",982,1528,1957,2836,502,767,1494,884
"TMBIM4",407,332,503,551,256,381,663,421
"VBP1",858,1068,1539,1791,1003,1389,1855,1829
"RAB39B",481,866,1188,1184,735,1194,786,1415
"CLIC2",202,149,285,376,159,133,81,180
"AFF2",815,1175,1927,1390,942,1852,294,1986
"MICU3",899,1199,1547,1430,1514,1750,945,2242
"GRIP1",592,604,1270,906,1192,1057,202,1388
"VPS37A",1163,1295,1765,1712,1229,1379,1967,1606
"KIF5A",30430,27011,56653,41936,49920,68271,11675,53108
"NAT2",5,7,11,16,1,3,2,4
"MAGEA8",33,16,17,11,23,7,8,8
"PSD3",11772,20273,29503,35201,16186,27310,14538,38732
"CARNMT1",681,370,600,812,553,602,425,715
"MCU",1181,411,739,654,494,497,403,639
"MIDEAS",3115,3153,3528,2911,1250,2243,3011,2059
"CFAP70",531,657,1421,815,647,765,831,996
"GNA14",430,340,617,446,265,319,120,366
"FAM161B",512,670,1071,949,621,929,653,1115
"GNAQ",5156,7109,10828,9294,5039,8591,6560,9526
"WIF1",474,394,1714,1945,939,1555,74,2107
"UGT2B4",2,5,1,3,0,0,1,0
"GPR61",330,379,725,697,762,818,190,1044
"MMP16",1547,3104,2960,3404,2511,3795,2138,4767
"ADK",1129,699,1006,911,656,803,706,857
"KCNMA1",8072,10311,20252,14495,10925,15078,3471,18959
"BATF",60,9,15,45,7,2,6,1
"DCK",344,482,579,758,383,567,560,696
"ADAMTS3",60,254,290,698,221,449,88,962
"ALX3",15,5,9,10,2,7,5,3
"DPY19L4",719,1029,1320,1297,732,935,2092,1032
"NDUFAF6",511,580,797,692,495,665,592,806
"DRAM2",579,542,919,1421,325,448,970,632
"C8orf37",195,267,472,274,277,290,244,287
"PPEF2",5,8,9,10,12,9,2,17
"CFAP161",50,37,66,55,82,71,44,105
"ADAMTSL3",440,740,936,773,394,553,1108,602
"ART3",253,283,345,241,287,283,1195,300
"SLC28A1",10,30,15,8,3,3,15,7
"WHAMM",643,629,789,700,464,593,671,580
"CXCL13",21,1,9,8,8,6,1,2
"N6AMT1",657,893,1158,1221,694,700,1673,1065
"RWDD2B",335,258,413,506,424,461,352,686
"USP16",1667,2040,2529,2604,1608,1999,3663,2218
"CCT8",2069,1931,2909,3660,1904,2565,1800,3521
"MAP3K7CL",233,80,189,187,50,76,99,70
"NAA11",47,35,25,28,25,34,56,17
"BACH1",2428,2037,3263,3371,2218,1947,2828,2618
"CLDN17",0,1,1,0,2,0,0,0
"CLDN8",1,0,0,0,0,0,0,1
"TSPAN7",2410,3347,6681,7113,5103,5568,1143,6781
"TIAM1",2898,5967,7013,7378,4605,5786,4435,7103
"SCAF4",1146,1232,1427,925,645,859,1098,825
"RPGR",633,528,909,536,529,633,696,655
"CDK20",426,603,964,919,740,903,426,1234
"PCGF6",203,248,289,289,198,277,279,287
"ANKRD9",863,742,923,1084,1179,960,581,1042
"SFR1",186,212,170,203,98,144,507,142
"SORCS3",580,1035,2088,1037,1191,1660,353,2083
"SFXN2",627,465,557,834,325,459,453,408
"ATP5MPL",1021,1124,1816,2532,1754,2165,1217,2757
"FUT6",20,2,2,4,4,0,0,0
"TDRD9",71,161,324,307,135,429,78,468
"FGF18",58,7,24,6,34,8,4,22
"PCDH1",3353,4597,6452,4540,2458,5422,1595,5053
"SH3RF2",1332,119,198,145,190,168,50,213
"GDF6",14,26,20,13,29,20,10,19
"UQCRB",2236,2845,4459,4791,4200,4563,3211,5057
"MTERF3",234,273,504,508,270,377,452,471
"PTDSS1",1770,2167,3779,3189,1768,2793,1238,3387
"PPP2R2B",5960,12941,14516,9624,5654,9572,10813,10635
"RPL30",1158,1412,1648,2523,1191,1457,2662,1411
"KCNS2",1431,1294,2992,1389,1582,1914,142,2492
"FAM122C",221,227,319,240,129,209,257,232
"SUPV3L1",890,831,1153,1264,961,1207,847,1453
"FAM122B",991,1004,1327,974,508,980,876,1035
"EEF1A1",57704,58703,98342,116397,42054,46488,90482,61860
"FBXO43",7,18,13,15,15,15,19,26
"HKDC1",546,64,134,82,28,79,18,48
"HK1",5963,6314,13077,10454,6455,10444,1903,11032
"TYSND1",698,609,712,808,612,610,593,779
"PHF6",1002,1158,1429,1533,930,1216,1866,1345
"CD109",588,519,1532,815,392,620,605,444
"LRFN2",409,670,977,1048,699,968,109,1262
"NODAL",127,39,77,47,37,44,32,35
"PRG3",0,0,1,0,0,0,1,0
"UBE2L6",1060,994,1700,2082,859,1138,976,1195
"ZDHHC5",2464,1961,2654,2263,1299,1798,1940,1687
"MED19",311,305,419,496,284,425,334,407
"ZFAND3",2138,2247,2459,1839,826,1407,2225,1510
"NPTN",3686,4575,7850,8619,4364,6898,1760,8893
"KAT6B",2601,3445,4910,4359,3105,3626,3988,4411
"SAMD8",3170,5356,7248,6474,3279,5171,6576,6108
"RAB11FIP1",6482,213,533,693,362,290,188,429
"UNC5D",1254,1630,2912,2042,2301,3332,301,4319
"GLYATL2",9,14,29,42,45,35,16,31
"UTP14A",626,674,756,694,469,658,677,622
"AIFM1",954,876,1039,925,577,774,965,865
"MAPK13",2443,440,795,668,650,804,204,852
"BAG4",1280,1509,2516,2446,1538,2500,953,3101
"MS4A1",44,1,25,34,19,1,4,3
"TBC1D31",428,511,774,921,1031,672,635,1002
"NTAQ1",308,339,565,448,326,443,456,377
"ATAD2",1219,627,962,1039,902,970,425,1184
"FBXO32",4053,4114,3676,4168,1720,2508,6324,2887
"NSMCE2",359,498,601,630,406,500,681,543
"ZNF689",423,459,557,569,326,432,565,439
"PRR14",524,413,475,472,365,360,487,375
"FBRS",1718,1466,1378,1019,664,873,1438,788
"FRRS1",301,96,216,738,46,63,155,116
"PHKG2",864,468,589,671,508,612,533,685
"MFSD14A",81,104,86,125,52,107,167,78
"SASS6",307,197,216,203,153,166,361,146
"COX6A2",0,1,1,7,1,4,5,4
"ITGAD",4,6,54,242,6,3,5,3
"ADGRG4",3,0,9,0,1,1,0,1
"ZIC3",34,32,109,82,23,31,42,26
"MALSU1",588,378,480,500,377,452,523,504
"VPS8",3544,3645,5444,5248,4053,4145,4872,5076
"GALK2",1299,1294,1704,1719,1298,1445,1747,1751
"LHFPL4",981,1190,1969,1777,1139,1850,335,2095
"B3GNT7",820,486,348,498,144,239,305,160
"MPV17L",234,548,650,618,389,554,625,642
"BUB1B",261,50,44,83,37,31,14,49
"PDE6D",451,638,818,831,450,561,747,682
"EIF4A2",9036,12819,17635,22490,18008,20843,11699,26729
"BRPF1",914,1031,1236,1083,556,783,982,793
"RPUSD3",564,636,920,1068,747,891,637,890
"SST",34,181,443,339,228,569,64,743
"TATDN2",498,814,944,620,387,630,396,798
"GHRL",166,226,194,139,91,91,112,143
"SEC13",1991,2029,2218,2366,1345,1629,2285,1851
"EXOG",775,899,1229,984,704,1021,903,1023
"NTAN1",319,233,413,478,299,306,172,374
"SHCBP1L",3,5,1,0,1,3,0,6
"NMNAT2",4351,5607,8647,5690,4558,8498,596,9155
"ZFYVE9",3797,3584,6300,4805,4427,5726,2721,6447
"ATP2B2",9952,10014,17689,10842,11980,16063,1234,15645
"LYZL4",12,12,25,20,8,25,1,27
"SLC6A1",5780,14148,20656,13422,10318,13456,13117,13849
"SMG1",11296,10670,13878,12630,7204,10320,11115,13382
"FCHO2",1162,1073,1682,1867,888,990,1387,1217
"RBPMS",1427,569,1430,607,445,470,483,565
"TMEM171",17,55,30,64,23,54,29,53
"KLHL40",9,23,34,10,13,17,47,12
"C8A",0,0,0,0,0,1,0,1
"TIMP4",185,308,394,349,221,414,265,407
"SYN2",5146,9182,17359,13582,5718,15857,760,16869
"NRG1",500,369,773,256,735,616,77,695
"ODR4",1663,1461,1756,1821,1216,1483,2253,1658
"CPT2",407,312,419,445,220,308,524,275
"NECAP2",1148,1415,1771,2029,908,969,1588,963
"LRP8",2000,1733,3148,2352,2934,3153,899,3615
"CDCP2",1,3,3,1,4,0,0,2
"PAXIP1",912,499,702,624,496,522,647,651
"STEAP2",1020,1403,2940,2741,1623,2296,366,3042
"SSBP3",2016,2110,3178,2161,1944,2494,1231,2585
"HTR5A",200,246,510,235,353,479,24,605
"CLDN12",1254,616,1263,1402,928,1077,397,1368
"MMP14",1302,973,1347,3339,121,153,861,203
"FZD1",273,307,510,771,209,387,213,352
"GATAD1",1978,1855,1934,1866,1424,1703,3426,1945
"SUSD3",64,118,99,262,42,64,236,49
"TMED6",30,20,28,23,22,28,17,37
"CLEC18A",47,11,12,25,14,33,32,21
"DHRS4",169,108,147,207,64,105,125,121
"C1orf158",24,6,40,3,2,3,0,4
"CLEC18C",18,5,8,4,8,1,3,3
"ARMC12",18,42,36,32,27,37,23,39
"DDX19B",559,450,494,390,295,393,431,371
"ST3GAL2",2184,895,1558,1373,979,1029,678,1143
"FCSK",1268,895,981,1034,623,663,1095,754
"IL34",252,401,875,938,252,473,84,803
"DHRS1",514,483,513,522,255,291,561,394
"CACNA1D",3532,3007,5214,4140,3607,4169,1775,5144
"ARSL",147,92,212,126,58,72,42,100
"KIT",370,974,2430,1459,1035,1334,523,2180
"HYDIN",405,448,1323,818,359,620,384,887
"AASDH",784,941,1618,1258,924,1016,1108,1196
"ZNF19",340,202,354,250,139,216,233,254
"CACNA2D3",1093,1522,2553,1740,2535,2592,594,3384
"RNF111",1744,1929,2344,2207,1442,1952,1654,2098
"CCNB2",393,278,163,90,54,93,228,64
"FAM81A",877,906,1573,931,1437,2039,249,2250
"MYO1E",3304,4109,3451,3461,1014,1731,8044,1468
"APPL1",2477,2771,3927,4157,2599,3484,3788,3805
"PWWP3B",143,506,642,657,489,1031,627,1322
"AFAP1L1",419,429,623,522,231,245,200,195
"TSC22D3",3617,3827,4630,2813,3116,3631,4741,4668
"VPS26C",1421,1643,2354,2320,1325,1544,2135,1789
"DYRK1A",5013,5229,8024,7814,5001,6549,5495,7572
"KCNJ6",2463,2630,5134,4086,2292,4063,352,5342
"KCNJ15",1148,19,18,16,201,22,22,25
"ERG",343,258,741,366,319,322,287,280
"ETS2",4602,3265,5045,2738,2917,4077,2724,4330
"TSPAN18",306,198,353,302,68,149,198,185
"LCA5L",126,132,186,143,96,123,143,123
"SLC35B2",747,1072,1011,1242,682,780,1931,744
"TMEM164",2395,1191,1832,1923,1156,1167,676,1469
"MX1",1367,1162,1583,2016,978,1746,1911,987
"CREB3L1",2373,77,60,64,34,86,70,83
"C2CD2",1601,1628,2814,1831,1217,1855,1570,1802
"TAB3",1098,1014,1608,1137,798,1042,947,1243
"SLC38A10",3992,2054,2432,2273,1029,1246,2305,1198
"C9orf43",40,58,89,58,41,71,83,72
"PALM2AKAP2",3090,6566,7541,4782,3621,6169,9062,6394
"ZNF618",896,704,1320,763,256,516,607,502
"DGKI",3052,4541,6263,6424,6808,7230,2078,10249
"TMEM268",1791,2255,2622,2028,1701,3220,695,2923
"SVOPL",74,48,34,16,14,23,54,37
"SNX22",597,2243,1118,1532,741,1407,4622,1114
"UBN2",4748,3770,4850,4378,3369,3955,4491,4367
"BRAF",5437,4375,6666,5432,4334,5804,4083,6967
"SLC34A2",20814,11,15,9,5,4,2,11
"ACAN",445,493,463,332,142,170,298,109
"PSMG3",679,349,500,529,418,551,322,643
"CABP1",2186,1642,2582,1761,4740,4041,323,5015
"WDR19",1660,1830,2711,2117,2485,2055,1998,2826
"SLC37A3",1486,1054,1767,1632,1296,1502,1017,1870
"AP3S2",943,1276,1777,1547,915,1285,1284,1518
"FMNL2",8007,16311,16574,15308,8004,11638,32230,10692
"GAREM2",555,722,2293,1398,777,844,450,783
"SPPL3",1499,2119,2792,1936,954,1709,2281,1874
"DPYSL5",1482,4949,3345,2811,1222,2907,10382,2146
"DRC1",62,108,292,140,101,173,52,186
"RAB28",538,643,920,955,695,758,987,863
"PRXL2B",451,702,990,910,629,1010,300,1463
"TNFRSF14",623,328,905,1088,280,285,280,286
"PANK4",685,694,1022,1082,758,839,721,996
"CIB4",8,6,13,5,3,4,1,4
"MEGF11",2350,1602,1445,1281,1110,1440,2028,1399
"C12orf43",552,617,874,911,656,929,426,988
"PEX10",432,529,717,658,354,515,517,533
"RER1",1845,1661,2021,1973,1025,1509,2159,1604
"RADIL",232,186,318,204,118,176,149,160
"SKI",2946,2869,3898,2110,1044,1908,1614,1659
