,C3N-03452,C3N-01197,C3N-02684,C3N-01365,C3N-01191,C3N-03446,C3N-03450,C3N-03026
FBXO3,0.68,0.34,0.95,0.94,0.51,0.47,0.54,0.78
FBXO30,-0.16,-0.34,-0.5,-0.46,-0.03,-0.38,-0.06,-0.29
FBXO31,0.67,0.73,1.58,2.28,0.49,0.96,-0.27,0.81
FBXO38,-0.25,-0.14,0.15,0.08,-0.14,-0.02,-0.17,-0.37
FBXO4,-3.69,-0.77,-1.47,-0.83,-0.37,-0.32,-0.89,-1.35
FBXO41,1.42,2.25,1.9,2.35,0.11,0.71,1.32,1.73
FBXO42,0.48,0.79,0.66,0.95,0.41,0.03,0.2,0.66
FBXO44,0.18,0.9,0.6,1.27,0.55,0.77,0.68,0.19
FBXO45,0.06,NA,0.5,0.4,NA,0.05,0.23,0.1
FBXO6,0.28,-0.15,-0.08,0.15,-0.22,-0.32,0.26,0.13
FBXO7,-0.32,0,-0.21,-0.09,0.34,0,-0.14,-0.22
FBXO9,-0.28,NA,0.52,0.78,NA,0.47,NA,-0.26
FBXW11,0.06,-0.29,0.49,0.36,0.18,0.06,0.02,0.22
FBXW2,-0.04,0.27,0.05,0.75,0.49,0.07,NA,0.03
FBXW5,0.31,1.03,0.34,0.53,-0.2,0.11,0.08,0.17
FBXW8,-0.06,-0.91,-0.88,-0.61,-0.83,-0.6,-0.84,0.41
FBXW9,-0.23,0.13,-0.08,0.14,-0.08,-0.59,-0.59,-0.19
FCER1G,-1.05,-2.1,-2.59,-1.69,-0.82,-1.2,-0.86,-0.33
FCF1,NA,0.11,NA,0.41,0.15,0.01,-0.37,NA
FCGBP,-0.73,-1.88,-1.81,-1.77,-0.32,-1.91,-0.11,-0.98
FCGR1A,-0.7,-1.59,-1.03,-1.01,-0.17,-0.89,-0.06,0.12
FCGR2A,-1.04,0.04,-1.49,-0.12,0.34,-0.33,-0.17,-0.17
FCGR2B,-2.21,-3.52,-1.34,-4.49,-1.63,-0.83,-2.43,-1.68
FCGR3A,-0.88,NA,-1.15,-3.06,NA,-0.77,-0.5,-0.65
FCGR3B,NA,NA,NA,-2.49,NA,-1.15,NA,NA
FCGRT,-0.15,-1.52,-1.63,-1.1,-0.89,-0.2,-0.63,-0.24
FCHO1,0.6,0.79,1.1,0.76,2.21,0.25,1.68,0.68
FCHO2,-0.47,-1.22,-0.92,-0.9,-0.18,-0.32,-0.33,-0.46
FCHSD1,-0.22,-0.3,-0.87,-0.05,0.24,0.18,-0.65,-0.3
FCHSD2,-0.21,0.02,-0.08,0,-0.05,-0.23,0,-0.21
FCN1,-0.88,0.03,-1.38,-0.83,-1.01,-0.87,-1.37,-1.2
FCN2,-0.51,-0.78,-1.85,-0.52,-0.61,-0.83,-1.1,-2.05
FCN3,-0.5,0.23,-0.53,0.48,0.08,0.26,0.22,-0.89
FDFT1,-0.43,0,0.03,0.11,-0.15,1.08,-0.15,-0.39
FDPS,-0.08,0.41,0.37,0.3,0.47,0.31,0.47,0.04
FDX1,0.28,-0.04,0.28,-0.6,-0.31,0.41,0.18,0.15
FDX2,0.76,1.01,0.97,0.58,0.29,0.29,0.33,0.98
FDXR,0.2,0.46,0.36,0.04,0.25,0.21,0.23,0.49
FECH,0.75,1.23,1.32,0.96,0.61,0.47,0.79,0.69
FEM1A,0.44,0.48,0.41,0.38,0.24,-0.3,-0.25,0.12
FEM1B,0.59,0.44,0.12,0.14,0.61,-0.35,0.06,0.29
FEM1C,-0.76,-0.24,-0.6,-0.12,-0.2,-0.38,-1.01,-0.89
FEN1,-1.31,-1.12,-0.98,-1.31,-0.79,0.18,-0.95,-1.03
FER,-0.07,-0.32,-0.08,-0.18,0.13,-0.28,0,-0.15
FERMT1,-0.38,-1.09,-0.55,-0.34,0.24,0.32,-0.06,-0.28
FERMT2,-0.22,-0.77,-0.69,-0.86,-0.39,-0.34,-0.35,-0.5
FERMT3,-0.8,-0.51,-0.93,-0.87,-0.49,-0.32,-0.54,-0.44
FES,-0.37,-0.28,-0.53,-0.48,-0.47,0.01,-0.19,-0.56
FETUB,-0.25,-0.46,-1.39,-1.36,0.21,-1.31,0.15,-0.41
FEZ1,0.64,0.16,0.47,0.14,1.04,0.05,0.81,0.6
FEZ2,-0.49,-0.78,-0.32,-0.87,-0.04,-0.18,0.18,-0.18
FGA,-0.17,-0.81,-0.94,-1.11,-0.11,-1.02,-0.54,-0.29
FGB,0.12,-0.7,-0.46,-0.73,0.05,-0.78,-0.11,-0.17
FGD1,0.25,0.32,-0.08,0.41,-0.39,-0.04,0.05,0.44
FGD2,-0.18,-0.7,-0.82,-0.44,-0.14,0.26,0.1,-0.27
FGD3,-0.13,-0.16,-0.42,-0.42,0.11,-0.41,0.2,-0.14
FGD4,0.67,0.45,0.5,0.27,0.6,0.56,0.55,0.61
FGD5,0.46,NA,-0.18,0.62,NA,1.34,-1.58,0.24
FGD6,NA,0.76,0.7,NA,0.69,NA,0.18,NA
FGF1,0.56,-0.4,0.02,-0.44,1.52,0.44,0.96,0.07
FGF12,1.35,1.65,2.43,1.52,0.97,0.59,1.7,1.7
FGF2,-0.29,-0.24,-0.44,-0.59,-0.22,-0.37,-0.84,-0.59
FGFBP2,-1.05,NA,NA,NA,NA,NA,NA,-1.52
FGFBP3,NA,NA,0.04,0.49,NA,-0.67,0.07,NA
FGFR1,0.48,0.15,0.3,0.65,0.29,0.06,0,0.23
FGFR1OP,-0.79,-0.56,-0.92,-0.45,-0.72,-0.22,-0.68,-0.84
FGFR1OP2,0.81,1.08,1.27,1.45,0.51,0.55,0.71,1.08
FGFR2,1.21,0.76,0.84,1.32,2.71,0.75,1.23,1.14
FGFR3,1.17,1.07,1.5,0.9,0.81,0.01,0.46,1.02
FGFRL1,NA,-0.27,-0.17,-0.41,0.21,-0.03,0.86,NA
FGG,0.02,-1.05,-0.74,-0.99,0.01,-0.76,-0.24,-0.33
FGGY,0.15,0.16,-0.01,0.1,0.08,0.09,0.46,0.1
FGL2,-0.05,-1.13,-1.64,-1.47,-0.81,0.54,-0.72,0.06
FGR,1.68,0.06,-0.87,-0.16,-0.13,-0.17,-0.66,-0.5
FH,0.68,0.9,0.84,0.71,0.24,0.43,0.4,0.71
FHDC1,-0.92,0.04,1.87,-1.55,-0.07,-1.44,-1.61,-0.97
FHIT,0.63,0.79,0.91,1.01,0.88,0.4,1.03,0.65
FHL1,-0.04,-0.66,-0.31,-0.5,-0.1,-0.55,-0.43,-0.21
FHL2,0.65,-0.25,0.2,0.15,-0.64,0.83,-0.18,0.23
FHL3,-0.9,-0.54,-0.78,-0.02,-0.37,-0.11,-0.41,-1.33
FHL5,1.1,-0.58,-0.48,0.5,-0.22,1.5,0.18,0.34
FHOD1,-0.91,-0.5,-1.34,-0.96,-0.35,0.02,-0.64,-0.77
FIBIN,-1.2,-1.52,-2.8,-1.12,-1.14,-1.14,-1.26,-1.37
FIBP,0.36,1.32,0.99,1.43,0.2,0.68,0.65,0.94
FICD,-0.46,-0.18,NA,NA,-0.14,NA,NA,-0.28
FIG4,0.07,0.22,0.09,0.22,-0.02,-0.15,0.11,0.21
FIGNL1,-0.21,NA,NA,NA,NA,NA,-0.48,-0.29
FILIP1,NA,NA,-0.83,NA,NA,NA,0.28,NA
FILIP1L,-0.76,-0.64,-0.33,-0.42,-1.2,-0.18,-0.7,-0.84
FIP1L1,-1.14,-0.63,-0.82,-0.83,-1.01,-0.78,-0.55,-1.13
FIS1,0.71,0.6,0.63,0.25,0.68,0.39,0.42,0.43
FITM2,-0.08,0.76,0.68,-0.55,0.59,-0.59,0.72,-0.27
FIZ1,NA,-0.53,-0.24,0.07,-0.3,-0.33,NA,NA
FJX1,NA,1.15,-0.64,0.21,0.62,-0.39,0.24,NA
FKBP10,-0.96,-1.6,-0.76,-0.83,-1.36,-0.58,-1.15,-1.23
FKBP11,-0.87,NA,-0.73,-0.5,NA,0.82,-1.03,-1
FKBP14,-1.22,-0.77,-1.21,-0.9,-0.03,-0.6,-0.96,-0.91
FKBP15,-0.43,-0.52,-0.43,-0.46,-0.3,-0.5,-0.21,-0.24
FKBP1A,0.47,0.57,0.63,1,0.15,-0.24,0.48,0.54
FKBP1B,1.1,1.91,1.48,2.32,0.67,0.14,1.24,1.3
FKBP2,0.08,0.27,0.14,-0.29,-0.12,0.46,0.2,0.04
FKBP3,-0.16,0.12,0.25,-0.07,0.31,0.08,0.04,-0.1
FKBP4,0.02,0.64,0.33,0.28,0.33,0.28,0.22,0.09
FKBP5,-1.08,-0.81,-0.66,-1.15,-0.3,0.05,-0.18,-1.6
FKBP7,-0.91,-1.62,-1.1,-1.72,-1.16,-0.07,-1.47,-0.91
FKBP8,0.77,1.01,0.89,0.77,0.27,0.58,0.71,0.75
FKBP9,-1.47,-1.65,-1.22,-1.29,-1.66,-0.9,-1.74,-1.64
FKBPL,-0.04,-0.24,-0.32,0.32,0.13,0.25,0.11,-0.02
FKRP,0.45,NA,-1.28,0.43,NA,0.08,-0.13,0.4
FLAD1,-0.14,-0.24,-0.01,0.04,-0.01,-0.05,-0.25,-0.08
FLCN,0.6,0.38,0.26,0.84,0.28,0.2,0.26,0.58
FLG,-1.24,1.09,NA,NA,1.51,NA,0.07,1.57
FLI1,0.35,0.86,0.15,-0.28,1.02,0.23,-0.07,0.12
FLII,0.13,-0.06,-0.09,-0.21,-0.11,0.16,-0.2,-0.11
FLNA,-1,-1.51,-1.65,-1.55,-1.17,-0.29,-1.06,-1.52
FLNB,-0.33,-0.82,-0.83,-1.08,0.35,0.99,-0.07,-0.67
FLNC,-1.02,-1.73,-1.65,-1.44,-0.36,-0.47,-0.37,-1.3
FLOT1,0.91,0.66,1.21,1.2,0.31,0.1,0.8,1.1
FLOT2,0.82,0.72,1.28,1.58,0.3,-0.11,0.96,0.99
FLRT1,NA,0.3,NA,0.79,0.57,-0.2,NA,NA
FLRT2,0.78,1.11,0.49,0.58,0.45,-0.44,0.84,1.05
FLRT3,-0.14,0.07,0.6,0.62,0.09,-0.15,0.05,0.12
FLT1,-0.92,-0.51,-0.63,-0.54,-0.54,0.43,-0.42,-0.9
FLVCR1,0.31,-0.62,-0.31,NA,-0.21,NA,-0.35,0.35
FLYWCH1,-0.67,-0.52,-0.73,-0.95,-0.53,-0.35,-0.54,-0.69
FLYWCH2,-0.89,-0.64,-0.75,-0.72,-0.85,-0.2,-0.62,-0.68
FMN1,-0.13,0.97,0.86,0.85,1.35,1.55,NA,0.5
FMN2,1,1.02,0.89,0.69,0.36,0.24,0.61,0.74
FMNL1,-0.23,-0.43,-0.18,-0.73,-0.39,-0.25,-0.16,-0.08
FMNL2,0.45,0.08,0.33,0.47,1.89,0.3,1.47,0.57
FMNL3,-0.59,-0.59,-0.79,-0.72,-0.54,-0.56,-0.48,-0.62
FMO1,NA,-1.86,NA,NA,-0.94,NA,0.81,NA
FMO3,0.76,0.03,0.08,0.26,0.45,-0.08,NA,-0.08
FMO4,0.08,NA,NA,NA,NA,NA,0.53,-0.02
FMOD,1.06,-0.35,-1,-0.67,-0.35,0.01,-0.63,0.43
FMR1,-0.18,0.13,-0.04,-0.07,-0.2,-0.04,-0.1,-0.14
FN1,-1.04,-0.66,-1,-1.25,-0.51,-0.51,-0.44,-1.3
FN3K,0.97,1.43,1.12,1.24,1.54,0.68,0.23,0.74
FN3KRP,0.77,0.52,0.36,0.7,1,-0.04,0.71,0.65
FNBP1,0.26,0.28,0.43,0.31,1.03,0.17,0.82,0.27
FNBP1L,-0.52,-0.72,-0.39,0.11,-0.39,-0.15,-0.44,-0.16
FNBP4,-0.99,-0.83,-0.96,-0.96,-0.61,-0.35,-0.61,-0.68
FNDC1,NA,0.23,NA,NA,0.12,NA,-0.56,NA
FNDC3A,-0.67,-1,-0.56,-0.74,-0.34,-0.64,-0.33,-0.64
FNDC3B,-0.78,-1.18,-1.6,-1.25,-0.79,-0.31,-0.63,-0.98
FNIP1,0.44,0.43,NA,0.46,0.09,-0.34,0.04,0.56
FNIP2,NA,NA,1.11,NA,NA,NA,-0.16,NA
FNTA,-0.2,-0.44,-0.33,-0.73,0.46,-0.19,0.24,-0.53
FOCAD,0.26,0.17,0.3,0.51,0.38,0.25,0.26,0.23
FOLH1,1.31,0.19,1.3,1.2,2.94,1.17,2.59,1.18
FOLR1,-1.02,-1.22,-0.76,-0.66,-0.99,2.29,-0.51,-0.14
FOLR2,-0.21,-1.59,-0.94,-0.66,-0.19,0.05,0.45,0.31
FOLR3,-0.48,NA,NA,NA,NA,NA,NA,-0.06
FOS,NA,NA,0.12,NA,NA,NA,-1.16,NA
FOSB,1.3,0.4,0.49,NA,0.01,NA,NA,0.04
FOSL2,-2.18,-2,-1.44,0.78,-0.14,0.5,-0.92,-1.7
FOXC1,NA,NA,0.75,NA,NA,NA,0.06,NA
FOXC2,NA,NA,NA,NA,NA,NA,NA,NA
FOXG1,NA,-0.13,-0.23,-1.14,0.21,-1.04,-1.11,NA
FOXJ2,0.19,-0.34,-0.05,-0.96,0.13,-0.23,0.18,-0.52
FOXJ3,-0.41,0.01,0.56,0.23,-0.57,0.18,0.54,-0.12
FOXK1,-0.7,-0.13,-0.51,-0.18,-0.26,-0.23,-0.24,-0.53
FOXK2,-0.82,0.37,-0.29,0.42,-0.17,0.27,-0.37,-0.45
FOXN3,-1.04,NA,NA,0.48,NA,0.32,NA,-0.7
FOXO1,-0.2,-0.48,-0.46,-0.11,0.59,-0.42,-0.51,-0.2
FOXO3,0,0.96,0.16,0,0.34,0.27,-0.05,-0.09
FOXP1,NA,0.54,NA,NA,0.33,NA,NA,NA
FOXP2,NA,0.29,NA,NA,-0.88,NA,NA,NA
FOXRED1,0.36,0.66,0.05,0.12,-0.29,-0.29,0.03,0.57
FOXRED2,0.2,0.53,0.68,0.42,0.33,-0.47,-0.48,0.21
FPGS,NA,-0.11,-0.47,-1.47,-0.1,-0.74,-0.11,NA
FPGT,-0.14,-0.12,-0.2,-0.33,0.46,-0.02,0.04,-0.38
FPR1,-0.39,NA,-1.62,NA,NA,NA,-0.41,0.22
FRA10AC1,-0.24,NA,-0.05,-0.3,NA,0.25,0,-0.33
FRAS1,0.79,0.17,NA,-1.79,0.16,-1.37,0.13,0.38
FREM2,-0.4,-1.27,-0.45,-0.22,-1.3,-1.25,-0.24,-2.44
FRG1,-0.71,-0.42,-0.74,-0.74,-0.37,-0.32,-0.65,-0.92
FRMD3,-0.46,NA,NA,0.14,NA,-1.7,NA,-0.31
FRMD4A,0.94,1.09,1.2,1.47,0.55,0.44,0.97,1.04
FRMD4B,0.98,0.5,0.28,1.08,0.54,1.57,0.26,1.37
FRMD5,-0.09,0.02,0.2,-0.08,0.66,-0.17,0.44,-0.17
FRMD6,0.94,-0.13,0.49,0.8,-0.17,-0.8,-0.37,0.54
FRMD8,-0.12,-0.33,-0.4,-0.17,-0.07,-0.09,-0.25,-0.11
FRMPD3,0.38,0.35,1.41,1.33,0.97,-0.02,0.19,0.13
FRMPD4,-0.48,0.67,0.9,0.85,0.2,0.09,1.17,0.14
FRRS1L,1.7,1.86,1.95,1.95,0.65,0.45,1.37,2.14
FRS2,-0.25,1.03,-0.34,0.47,0.2,-0.56,-0.39,-0.09
FRY,0.7,1.17,1.26,1.53,0.41,0.66,0.84,0.9
FRYL,-0.27,-0.42,-0.41,-0.44,0.03,-0.32,0.07,-0.38
FRZB,-0.07,NA,-0.38,-0.19,NA,-0.24,-0.04,0.08
FSBP,NA,NA,NA,NA,NA,NA,-0.1,NA
FSCN1,0.36,0.01,0.12,0.38,0.48,-0.26,0.66,0.17
FSD1,0.84,1.55,1.45,1.66,1.18,0.3,1.07,0.91
FSD1L,1.16,1.29,1.85,1.66,1.34,0.52,1.41,1.55
FSIP1,NA,-2.68,NA,0.21,1.67,-0.01,NA,NA
FSTL1,-1.26,-1.66,-1.03,-1.53,-1.12,-0.76,-0.42,-1.47
FTH1,0.5,1.11,0.45,0.2,0.92,1.07,0.83,0.33
FTL,0.9,-0.08,-0.68,-0.55,-0.39,3.13,0.45,0.22
FTO,-0.4,-0.07,-0.03,-0.04,-0.35,-0.16,-0.52,-0.27
FTSJ1,0.23,-0.76,-0.4,0.08,-0.3,-0.25,-0.25,-0.18
FTSJ3,-0.54,-0.52,-0.44,-0.47,-0.54,0.08,-0.3,-0.6
FUBP1,-0.61,-0.39,-0.61,-0.64,-0.65,-0.25,-0.42,-0.5
FUBP3,-0.95,-0.91,-0.77,-0.87,-0.27,-0.4,-0.4,-0.9
FUCA1,-0.23,-0.58,-0.49,-0.56,-0.28,1.34,-0.03,0.03
FUCA2,-1.28,-1.13,-0.66,-1.08,0.25,0.42,-0.34,-0.42
FUK,0.41,0.18,0.11,0.33,0.46,0.06,0.4,0.3
FUNDC1,0.96,1.87,1.43,0.86,0.33,0.63,NA,0.75
FUNDC2,0.3,0.34,0.51,0.29,-0.27,0.11,-0.09,0.03
FURIN,0.28,-0.57,NA,NA,-0.74,NA,-0.71,-0.13
FUS,-1.1,-0.93,-1,-1.03,-1.04,-0.45,-0.83,-0.96
FUT11,-0.87,-0.71,-1.2,-0.39,-0.21,-0.23,-0.13,-0.77
FUT8,0.2,-0.93,0.34,0.03,0.23,1.1,0.73,-0.04
FUT9,NA,NA,-1.63,1.41,NA,0.29,0.88,NA
FXN,0.62,0.89,1.02,1.01,0.04,0.39,0.38,0.88
FXR1,-0.4,-0.29,0.03,-0.21,-0.24,-0.14,-0.19,-0.27
FXR2,0.1,0.44,0.61,0.83,0.21,0.22,0.34,0.4
FXYD6,0.46,0.93,1.58,1.78,0.54,0.42,-0.39,0.82
FXYD7,1.04,2.01,0.07,1.71,0.78,0.69,1.15,1.64
FYB1,-0.54,-1.33,-0.89,-0.85,-0.81,-0.44,-0.18,-0.24
FYCO1,-0.37,-0.53,-0.58,-0.68,-0.12,0.07,-0.13,-0.35
FYN,0.91,0.91,1.09,1.3,0.74,0.03,1.03,0.98
FYTTD1,-0.8,0.15,-0.92,-0.4,-0.05,-0.52,-1.16,-0.31
FZD1,0.32,-0.55,-0.14,-0.01,-0.27,-0.6,0.64,-0.1
FZD3,0.1,-0.11,0.12,0.49,-0.51,-0.24,NA,0.42
FZD6,-0.63,-2.23,-1.52,NA,-1.29,NA,-1.06,-0.98
FZD7,-0.64,-0.66,-0.54,-0.11,0.1,-0.46,-0.27,-0.61
FZR1,-0.03,1.19,0.23,0.25,0.2,0.29,0.19,0.2
G3BP1,-1.02,-0.97,-1.01,-1.09,-0.67,-0.47,-0.68,-0.99
G3BP2,0.08,0.66,0.51,0.62,-0.35,0.09,0.09,0.41
G6PC3,0.07,-0.13,-1.27,-1.77,-0.18,-0.66,-1.21,-0.27
G6PD,0.16,-0.09,-0.08,-0.14,0.17,0.76,0.27,-0.03
GAA,-0.23,-0.39,-0.38,-0.31,0.02,0.14,0.22,-0.41
GAB1,-0.52,-1.01,-0.64,-0.39,0.98,-0.51,0.6,-0.69
GAB2,0.1,0.26,0.37,0.64,0.47,-0.08,0.45,0
GABARAP,-0.38,-0.66,-0.24,-0.42,0.24,-0.27,0.07,-0.05
GABARAPL1,0.86,1.62,1.6,1.23,0.64,0.49,1.1,1.02
GABARAPL2,1.26,1.49,1.46,1.53,1.06,0.42,1.09,1.24
GABBR1,1.02,1.81,1.69,2.11,-0.17,0.65,1.34,1.24
GABBR2,1.34,2.02,2.12,2.62,-0.07,0.92,1.41,1.64
GABPA,-1.21,-1.27,-1.02,-1.11,-0.48,-0.51,-0.57,-1.28
GABPB1,-1.21,-1.27,-1.37,-1.23,-0.79,-0.53,-0.98,-1.14
GABPB2,-0.22,NA,-0.66,NA,NA,NA,NA,0
GABRA1,1.65,2.3,2.17,1.93,-0.33,0.77,1.25,1.31
GABRA2,1.62,1.75,2.37,2.59,-0.18,1.48,2.1,1.67
GABRA3,1.17,NA,1.09,1.58,NA,0.06,0.47,1.65
GABRA4,1.7,1.91,0.56,2.28,0.15,1.44,1.72,1.88
GABRA5,1.27,0.99,2.95,2.7,-0.12,-0.18,1.69,1.64
GABRB1,1.76,1.72,2.35,2.35,-0.22,0.82,0.03,1.69
GABRB2,1.23,1.84,2.55,1.69,-0.54,0.61,1.47,1.15
GABRB3,1.1,1.79,1.86,2.56,-0.31,0.57,1.3,1.16
GABRG2,1.45,2.13,2.39,2.46,-0.01,1.07,1.51,1.62
GAD1,1.35,2.35,1.51,1.69,-0.73,1.63,0.91,1.2
GAD2,1.41,2.27,1.75,1.74,-0.73,1.24,1.16,1.32
GADD45GIP1,0.26,-1.11,0.21,0.22,-1.17,-0.01,0.01,0.27
GAK,0.3,0.53,0.7,0.63,-0.06,0.25,0.27,0.57
GAL3ST4,-0.09,-1.45,-0.59,-0.36,-0.75,-0.22,-0.37,-0.2
GALC,0.63,0.16,0.49,-0.83,0.64,0.5,0.54,0.12
GALE,0.19,0.28,0.19,0.01,0.27,0.34,0.12,0.23
GALK1,-0.35,-0.5,-0.35,-0.22,0.18,-0.3,-0.36,-0.39
GALK2,-0.24,-0.54,0.02,-0.06,0.33,0.31,0.34,-0.22
GALM,0.27,-0.7,-0.22,-0.46,-0.15,0.61,-0.43,0.18
GALNS,-0.38,0.14,-0.16,-0.38,-0.06,0.22,-0.2,-0.49
GALNT1,-0.38,-0.82,-0.27,-1.21,-0.53,-0.62,-0.25,-0.44
GALNT10,-0.64,-1.99,-1.18,-0.94,-0.55,-0.12,-0.73,-0.69
GALNT11,NA,0.26,0.32,0.71,-0.34,0.26,-0.49,NA
GALNT13,NA,NA,NA,-0.84,NA,-0.68,0.58,NA
GALNT15,-0.08,-0.3,NA,0.11,0.46,-0.01,-0.18,-0.02
GALNT16,0.9,1.34,0.93,1.28,0.36,0.38,0.93,0.79
GALNT2,-0.8,-0.83,-0.8,-1,-0.65,0.65,-0.53,-0.66
GALNT3,0.53,0.19,NA,0.55,0.48,3.98,-0.37,0.47
GALNT4,-1.23,-1.52,-0.84,-0.59,-0.42,1.35,-0.69,-1.31
GALNT5,-2.1,0.57,0.11,0.27,0.03,2.1,-0.43,-1.56
GALNT6,NA,0.15,NA,0.36,1.11,0.13,1.56,NA
GALNT7,-0.69,-0.91,-0.75,-1.11,0.49,0.16,0,-0.69
GALT,0.53,0.23,0.03,0.24,0.39,-0.02,0.01,0.25
GAMT,0.09,-0.23,-0.15,0.1,0.34,-0.25,0.54,-0.11
GAN,0.81,0.34,0.39,0.5,1.06,0.16,0.54,0.16
GANAB,-0.51,-0.45,-0.48,-0.54,-0.66,-0.08,-0.62,-0.75
GANC,0.2,-0.66,-0.97,-0.07,0.49,-0.22,NA,-0.25
GAP43,0.88,1.01,1.39,1.09,-0.08,-0.42,0.77,0.96
GAPDH,0.22,0.03,0.04,0.02,0.07,0,0,-0.02
GAPDHS,0.01,-0.28,-0.09,-0.71,-0.38,-0.75,0.26,-0.09
GAPVD1,0.1,0.24,0.24,0.25,0.35,0.13,0.18,0.15
GAR1,-1.45,-1.21,-1.9,-1.35,-0.82,-0.45,-1.15,-1.14
GAREM1,0.52,0.74,0.99,0.13,1.07,0.2,0.71,0.34
GARNL3,0.66,1.62,1.87,1.99,0.67,0.35,1.18,0.98
GARS,0.29,0.41,0.58,0.42,0.19,0.18,0.18,0.34
GART,-0.81,-1.02,-0.74,-0.92,-0.67,-0.55,-0.48,-1.16
GAS1,NA,NA,-0.74,1.21,NA,-1.25,NA,NA
GAS2,-0.01,-1.04,NA,-0.5,-0.41,-0.81,NA,-0.32
GAS2L1,0.27,0.65,0.73,0.52,-0.09,-0.18,0.21,0.38
GAS6,NA,0.48,-0.18,0.22,0.07,-0.33,-0.02,NA
GAS7,0.79,1.27,1.25,1.35,0.73,0.71,0.9,0.82
GATAD1,-1.46,0.8,-0.89,-0.24,0.57,-0.12,-0.74,-0.84
GATAD2A,-0.88,-0.73,-1.09,-1.22,-0.64,-0.52,-0.76,-0.86
GATAD2B,-0.36,-0.43,-0.49,-0.26,-0.55,-0.39,-0.33,-0.4
GATB,0.18,0.03,0.23,0.21,-0.01,-0.01,-0.03,0.14
GATC,0.02,0.51,0.68,0.49,-0.04,-0.22,-0.26,-0.2
GATD1,0.59,0.76,0.17,0.88,0.73,0.08,0.31,0.75
GATD3A,0.56,1.07,0.54,0.56,0.33,0.43,0.34,0.68
GATM,-0.57,-0.91,-0.8,-1.16,-0.84,-1.03,-0.92,-0.74
GBA,-0.14,-0.52,-0.56,-0.81,-0.36,-0.52,-0.3,-0.24
GBA2,0.83,1.39,1.38,1.45,0.3,0.41,0.38,0.8
GBE1,-0.23,-0.67,-0.68,-0.57,-0.46,-0.21,-0.47,-0.57
GBF1,-0.17,0.07,0.04,0.03,-0.08,0.16,0.01,-0.12
GBP1,-2.1,-1.75,-2.27,-2.53,-1.56,-1.18,-1.49,-1.47
GBP2,-1.89,-2.21,-2.32,-2.56,-1.97,-1.05,-0.95,-1.09
GBP4,-0.46,-0.42,-1.06,-0.45,0.09,-0.19,-0.77,-0.32
GBP5,-0.62,-0.02,-0.21,-0.59,-0.36,-0.11,-0.79,-0.66
GBP7,NA,-0.51,NA,NA,-0.39,NA,-1,NA
GC,-0.33,-0.75,-1.71,-1.84,-0.15,-0.26,-0.24,-0.87
GCA,-0.22,0.2,0.08,0,0.53,-0.09,0.01,-0.36
GCAT,-0.11,1.41,1.35,-0.45,0.44,-0.49,-0.41,0.14
GCC1,-0.73,-0.61,-0.21,-0.34,-0.6,-0.02,-0.26,-0.55
GCC2,-0.13,0,-0.01,-0.09,-0.02,0.52,-0.17,-0.03
GCDH,-0.25,0.08,0.16,0.13,0.12,0.06,0.2,0.04
GCFC2,0.26,-0.16,-0.17,0,0.49,-0.41,-0.02,-0.07
GCH1,NA,0.61,NA,NA,0.42,NA,NA,NA
GCHFR,1.26,0.27,0.48,-0.13,0.02,0.33,0.81,1.18
GCLC,0.29,0.05,0.39,0.26,1.07,0.45,0.92,0.25
GCLM,-0.24,-0.03,-0.29,-0.26,0.13,0.11,-0.02,-0.33
GCN1,-0.62,-0.91,-0.85,-0.63,-0.44,0.16,-0.5,-0.69
GCNT1,NA,-0.63,1.03,NA,0.36,NA,-0.01,NA
GCSH,0.29,0.14,-0.09,0.48,-0.07,0.04,0.2,-0.28
GDA,1.46,1.63,2.24,2.56,1.26,0.44,1.64,1.96
GDAP1,1.28,1.95,1.9,1.95,0.51,0.92,1.1,1.32
GDAP1L1,0.95,1.93,1.57,1.92,0.56,0.73,1.01,1.19
GDAP2,0.17,0.34,0.43,0,-0.06,0.04,0.27,0.33
GDE1,0.32,0.7,0.73,0.42,0.08,0.56,0.34,0.46
GDF10,-0.33,NA,NA,0.12,NA,-1.56,NA,-0.03
GDF15,-0.84,-0.35,-1.87,-1.14,-0.41,-0.42,0.43,-0.86
GDI1,0.62,0.84,0.61,0.83,0.91,0.32,0.82,0.51
GDI2,0.35,0.31,0.2,0.11,0.89,0.4,0.61,0.21
GDPD1,0.84,1.23,0.98,0.7,0.45,0.55,0.71,0.76
GDPD2,-0.16,-0.3,-0.43,NA,0.42,NA,-0.68,0.44
GDPD3,NA,0.27,0.69,NA,0.26,NA,NA,NA
GDPGP1,0.19,0.26,0.83,0.82,0.41,0.06,0.65,0.56
GEM,NA,NA,0.08,-2.09,NA,-0.94,-1.49,NA
GEMIN2,-0.22,-0.05,-0.54,0.29,0.34,0.25,0.64,-0.49
GEMIN4,-0.46,-0.03,-0.54,-0.24,-0.32,-0.3,-0.48,-0.38
GEMIN5,-0.57,-0.34,-0.32,-0.33,-0.02,-0.44,-0.22,-0.4
GEMIN6,-0.29,-0.01,-0.42,-0.12,-0.83,0.05,-0.07,0
GEMIN7,-0.86,0.08,0.23,-0.48,0.12,-0.05,0.05,-0.57
GEMIN8,-0.27,-0.09,0.37,-0.37,0.11,-0.25,0.22,-0.13
